ISO28178
ORIGINATOR "ECI, www.eci.org"
DESCRIPTOR "FOGRA50L"
CREATED    "April 2011"
INSTRUMENTATION "D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655"
PRINT_CONDITIONS "Offset printing, according to ISO 12647-2:2004/Amd 1, OFCOM, paper type 1 or 2 = coated art, 115 g/m2, tone value increase curves A (CMY) and B (K), 150-200 lpi screen, laminated with glossy OPP film"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K XYZ_X XYZ_Y XYZ_Z LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 1617
BEGIN_DATA
1	0	0	0	0	82.21	85.25	72.21	93.99	0.02	-1.66
2	0	10	0	0	72.96	71.44	63.03	87.70	8.65	-4.03
3	0	20	0	0	64.94	59.78	54.31	81.72	17.07	-5.49
4	0	30	0	0	57.57	49.38	45.87	75.69	25.81	-6.36
5	0	40	0	0	52.08	41.71	39.25	70.67	33.62	-6.69
6	0	55	0	0	44.80	31.78	30.09	63.16	46.05	-6.40
7	0	70	0	0	39.03	24.20	22.66	56.29	58.28	-5.35
8	0	85	0	0	35.38	19.50	17.77	51.27	67.99	-3.89
9	0	100	0	0	32.67	16.26	14.07	47.32	75.66	-1.73
10	10	0	0	0	69.19	73.83	70.16	88.84	-4.25	-8.71
11	10	10	0	0	61.41	62.09	60.92	82.96	3.63	-10.14
12	10	20	0	0	55.05	52.38	52.93	77.51	11.72	-11.26
13	10	30	0	0	48.83	43.32	44.97	71.77	20.22	-12.03
14	10	40	0	0	44.26	36.63	38.63	67.00	27.95	-12.19
15	10	55	0	0	38.10	27.91	29.92	59.81	40.14	-11.90
16	10	70	0	0	33.18	21.17	22.73	53.14	52.35	-10.93
17	10	85	0	0	29.99	16.94	17.87	48.18	62.14	-9.44
18	10	100	0	0	27.69	14.00	14.23	44.24	70.21	-7.46
19	20	0	0	0	58.21	64.01	67.77	83.97	-8.32	-14.93
20	20	10	0	0	51.86	54.07	59.17	78.50	-0.72	-16.08
21	20	20	0	0	46.54	45.79	51.49	73.41	6.82	-16.75
22	20	30	0	0	41.62	38.22	44.15	68.18	15.02	-17.22
23	20	40	0	0	37.72	32.35	38.13	63.63	22.44	-17.33
24	20	55	0	0	32.41	24.59	29.72	56.67	34.41	-17.01
25	20	70	0	0	28.18	18.55	22.75	50.16	46.65	-16.09
26	20	85	0	0	25.36	14.66	17.89	45.17	56.70	-14.69
27	20	100	0	0	23.35	12.00	14.26	41.21	65.04	-12.76
28	30	0	0	0	48.17	54.82	65.27	78.94	-12.49	-21.27
29	30	10	0	0	43.27	46.81	57.39	74.07	-5.42	-21.90
30	30	20	0	0	38.88	39.71	50.02	69.26	1.89	-22.26
31	30	30	0	0	34.82	33.26	43.22	64.37	9.64	-22.65
32	30	40	0	0	31.62	28.21	37.49	60.08	16.86	-22.58
33	30	55	0	0	27.19	21.42	29.39	53.41	28.68	-22.10
34	30	70	0	0	23.65	16.13	22.68	47.15	40.80	-21.16
35	30	85	0	0	21.27	12.68	17.93	42.27	50.95	-19.77
36	30	100	0	0	19.48	10.23	14.33	38.26	59.51	-18.03
37	40	0	0	0	40.90	48.20	63.26	74.95	-16.35	-26.23
38	40	10	0	0	36.81	41.26	55.91	70.36	-9.51	-26.76
39	40	20	0	0	33.19	35.16	48.99	65.87	-2.46	-26.94
40	40	30	0	0	29.72	29.48	42.41	61.20	4.98	-27.10
41	40	40	0	0	26.97	24.99	36.92	57.07	12.05	-26.98
42	40	55	0	0	23.22	19.02	29.20	50.71	23.55	-26.45
43	40	70	0	0	20.12	14.25	22.70	44.59	35.41	-25.60
44	40	85	0	0	17.97	11.05	17.98	39.67	45.67	-24.36
45	40	100	0	0	16.37	8.81	14.42	35.61	54.40	-22.83
46	55	0	0	0	31.04	38.90	60.00	68.68	-22.34	-33.84
47	55	10	0	0	28.12	33.58	53.47	64.63	-15.95	-34.05
48	55	20	0	0	25.45	28.78	47.31	60.59	-9.41	-34.09
49	55	30	0	0	22.84	24.23	41.24	56.32	-2.36	-34.03
50	55	40	0	0	20.72	20.55	36.09	52.45	4.43	-33.80
51	55	55	0	0	17.85	15.66	28.93	46.53	15.43	-33.21
52	55	70	0	0	15.36	11.63	22.65	40.63	26.95	-32.33
53	55	85	0	0	13.59	8.85	17.99	35.69	37.38	-31.24
54	55	100	0	0	12.34	6.95	14.56	31.69	46.40	-29.94
