ISO28178
FILE_DESCRIPTOR	"FOGRA53"
ORIGINATOR	"Fogra. www.fogra.org"
CREATED	"July 2017"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"Measurement according to ISO 13655:2009, M1, 0/45 or 45/0 geometry, white backing, CIELAB (2° observer, D50)"
PRINT_CONDITIONS	"Large gamut colour exchange space"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50"
WEIGHTING_FUNCTION	"OBSERVER. 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
1138	40	100	20	60	22.81	33.72	-10.49
1139	40	70	20	60	27.50	22.70	-9.31
1140	40	40	20	60	33.40	9.58	-7.57
1141	40	20	20	60	38.51	-0.04	-6.00
1142	40	0	20	60	46.12	-12.85	-3.48
1143	40	100	0	60	24.01	36.02	-17.51
1144	40	70	0	60	28.97	24.88	-17.32
1145	40	40	0	60	34.98	11.76	-16.68
1146	40	20	0	60	40.04	2.12	-15.89
1147	40	0	0	60	47.04	-10.17	-13.87
1148	40	0	40	70	38.09	-12.93	5.74
1149	60	45	45	100	7.70	0.77	-0.31
1150	70	100	100	20	19.91	22.07	14.36
1151	70	70	100	20	27.19	6.66	21.93
1152	70	40	100	20	36.82	-12.48	31.37
1153	70	20	100	20	44.64	-26.85	38.35
1154	70	10	100	20	50.16	-36.27	43.02
1155	70	0	100	20	56.23	-46.07	48.16
1156	70	100	100	60	14.55	14.53	10.58
1157	70	70	100	60	19.04	4.02	15.21
1158	70	40	100	60	25.40	-8.91	21.07
1159	70	20	100	60	30.41	-18.61	25.60
1160	70	0	100	60	37.91	-31.80	32.15
1161	70	100	70	60	15.58	17.93	-0.42
1162	70	70	70	60	19.38	7.50	2.74
1163	70	40	70	60	25.66	-5.37	6.71
1164	70	20	70	60	30.65	-15.05	9.79
1165	70	0	70	60	38.20	-28.12	14.33
1166	70	100	40	60	17.10	21.80	-10.97
1167	70	70	40	60	20.94	11.13	-9.22
1168	70	40	40	60	27.07	-1.67	-6.80
1169	70	20	40	60	31.94	-11.19	-4.93
1170	70	0	40	60	39.24	-23.96	-2.17
1171	70	100	20	60	18.19	24.38	-17.33
1172	70	70	20	60	22.14	13.57	-16.47
1173	70	40	20	60	28.21	0.68	-15.02
1174	70	20	20	60	32.91	-8.72	-13.70
1175	70	0	20	60	39.90	-21.13	-11.87
1176	70	100	0	60	19.64	27.55	-24.28
1177	70	70	0	60	23.76	16.58	-24.26
1178	70	40	0	60	29.85	3.62	-23.75
1179	70	20	0	60	34.54	-5.80	-23.13
1180	70	0	0	60	40.74	-17.60	-21.70
1181	0	40	40	70	35.72	18.48	11.68
1182	60	45	45	80	18.30	2.05	-1.41
1183	100	100	100	20	9.53	-0.41	0.93
1184	100	70	100	20	16.91	-15.97	6.64
1185	100	40	100	20	26.25	-35.05	13.90
1186	100	20	100	20	33.44	-49.12	19.53
1187	100	10	100	20	38.35	-58.29	23.41
1188	100	0	100	20	43.63	-67.77	27.69
1189	100	100	100	60	7.92	-0.92	2.28
1190	100	70	100	60	12.87	-11.13	5.46
1191	100	40	100	60	19.09	-23.63	9.65
1192	100	20	100	60	23.86	-33.09	13.01
1193	100	0	100	60	30.76	-45.91	18.17
1194	100	100	70	60	9.88	4.16	-8.43
1195	100	70	70	60	14.14	-6.11	-6.14
1196	100	40	70	60	19.89	-18.64	-3.30
1197	100	20	70	60	24.38	-28.06	-1.11
1198	100	0	70	60	31.15	-40.87	2.26
1199	100	100	40	60	11.94	9.45	-18.82
1200	100	70	40	60	15.96	-1.19	-17.56
1201	100	40	40	60	21.18	-13.48	-15.83
1202	100	20	40	60	25.36	-22.69	-14.51
1203	100	0	40	60	31.77	-35.14	-12.63
1204	100	100	20	60	13.27	12.81	-25.17
1205	100	70	20	60	17.23	2.07	-24.57
1206	100	40	20	60	22.29	-10.34	-23.47
1207	100	20	20	60	26.20	-19.38	-22.59
1208	100	0	20	60	32.26	-31.38	-21.50
1209	100	100	0	60	14.78	16.82	-32.06
1210	100	70	0	60	18.85	5.93	-32.16
1211	100	40	0	60	23.84	-6.54	-31.87
1212	100	20	0	60	27.65	-15.56	-31.53
1213	100	0	0	60	32.94	-26.77	-30.72
1214	0	0	0	0	96.50	1.00	-3.00
1215	60	45	45	60	27.53	3.14	-2.67
1216	40	27	27	60	36.13	2.97	-3.50
1217	20	12	12	80	30.35	0.89	-2.11
1218	10	6	6	20	77.19	1.68	-4.42
1219	0	100	0	100	10.42	13.93	1.35
1220	0	40	0	100	11.98	6.89	0.08
1221	0	0	0	100	14.00	0.00	0.00
1222	0	100	40	80	21.07	31.84	6.06
1223	0	70	40	80	24.11	24.21	7.52
1224	0	40	40	80	28.05	14.93	9.58
1225	0	0	40	80	36.72	-1.79	14.12
1226	0	100	0	80	21.52	33.07	-2.66
1227	0	70	0	80	24.98	25.27	-2.85
1228	0	40	0	80	29.32	16.04	-2.56
1229	0	0	0	80	37.17	0.23	-0.80
1230	3	40	3	40	54.68	27.21	-6.83
1231	40	40	3	40	44.35	14.34	-19.64
1232	3	0	40	40	68.36	-3.64	24.80
1233	0	3	40	40	68.01	0.30	25.30
1234	3	3	40	40	66.91	-1.00	23.87
1235	40	3	40	40	55.91	-15.72	7.87
1236	3	40	40	40	53.14	25.84	15.75
1237	7	7	0	0	90.34	5.42	-9.58
1238	7	0	7	0	93.74	-2.95	-0.46
1239	0	7	7	0	92.78	7.77	1.29
1240	7	7	7	0	89.85	4.54	-2.92
1241	7	0	0	7	89.73	-1.91	-6.71
1242	0	7	0	7	88.80	7.89	-5.30
1243	7	7	0	7	86.15	5.06	-8.97
1244	0	0	7	7	91.89	0.14	3.66
1245	7	0	7	7	89.38	-2.99	-0.53
1246	0	7	7	7	88.47	7.37	1.23
1247	7	7	7	7	85.58	4.20	-2.74
1248	60	45	45	40	34.95	4.12	-3.68
1249	40	27	27	40	46.20	3.97	-4.65
1250	20	12	12	60	45.85	1.51	-3.49
1251	10	6	6	10	83.22	1.88	-4.83
1252	40	100	0	100	8.96	11.05	-1.79
1253	40	40	0	100	9.84	3.75	-3.51
1254	40	0	0	100	12.57	-3.18	-4.39
1255	40	100	40	80	15.40	21.26	-1.46
1256	40	70	40	80	17.79	14.06	-0.43
1257	40	40	40	80	21.10	5.28	1.07
1258	40	0	40	80	30.03	-10.62	4.44
1259	40	100	0	80	16.84	24.44	-9.98
1260	40	70	0	80	19.50	17.02	-10.36
1261	40	40	0	80	22.97	8.12	-10.44
1262	40	0	0	80	31.32	-7.35	-9.46
1263	0	3	40	3	91.59	0.67	33.35
1264	3	3	40	3	90.16	-0.99	31.38
1265	40	3	40	3	75.72	-20.66	9.25
1266	0	40	40	3	74.52	36.25	21.83
1267	3	40	40	3	72.85	34.42	20.01
1268	40	40	40	3	55.50	13.49	-0.08
1269	3	0	0	40	69.84	-0.41	-3.34
1270	0	3	0	40	69.48	3.03	-2.76
1271	3	3	0	40	68.50	2.01	-3.99
1272	40	3	0	40	58.18	-10.10	-17.97
1273	3	40	0	40	54.89	27.45	-8.59
1274	0	0	3	40	70.63	0.34	0.10
1275	3	0	3	40	69.69	-0.76	-1.27
1276	40	0	3	40	59.27	-12.96	-15.58
1277	0	3	3	40	69.32	2.87	-0.64
1278	3	3	3	40	68.27	1.74	-1.94
1279	40	3	3	40	57.90	-10.54	-16.03
1280	0	40	3	40	55.67	28.44	-5.57
1281	60	45	45	20	41.21	4.94	-4.82
1282	40	27	27	20	55.38	4.75	-5.89
1283	20	12	12	40	58.47	2.05	-4.63
1284	100	85	85	0	15.35	-4.03	-5.96
1285	100	100	0	100	6.88	5.79	-5.94
1286	100	40	0	100	8.88	-1.80	-8.07
1287	100	0	0	100	10.41	-8.20	-10.25
1288	70	100	40	80	12.37	14.47	-5.93
1289	70	70	40	80	14.27	7.46	-5.27
1290	70	40	40	80	18.15	-1.09	-4.16
1291	70	0	40	80	26.41	-16.62	-1.72
1292	70	100	0	80	14.07	18.62	-14.53
1293	70	70	0	80	16.12	11.39	-15.12
1294	70	40	0	80	20.02	2.64	-15.40
1295	70	0	0	80	27.40	-12.45	-14.88
1296	0	3	0	3	93.17	4.03	-4.07
1297	3	3	0	3	92.02	2.80	-5.73
1298	40	3	0	3	78.98	-12.49	-24.48
1299	0	40	0	3	76.03	37.27	-11.38
1300	3	40	0	3	74.87	35.98	-12.85
1301	40	40	0	3	61.36	19.92	-29.92
1302	0	0	3	3	94.52	0.63	-0.05
1303	3	0	3	3	93.43	-0.70	-1.87
1304	40	0	3	3	80.40	-16.06	-21.26
1305	0	3	3	3	93.03	3.78	-1.16
1306	3	3	3	3	91.80	2.42	-2.94
1307	40	3	3	3	78.62	-13.15	-21.91
1308	0	40	3	3	75.94	37.22	-8.83
1309	3	40	3	3	74.62	35.71	-10.46
1310	40	40	3	3	60.84	19.31	-27.64
1311	0	0	40	3	93.14	-2.73	34.80
1312	3	0	40	3	91.96	-4.39	32.83
1313	40	0	40	3	77.97	-23.92	10.28
1314	40	27	27	100	9.42	0.76	-0.67
1315	40	27	27	10	59.61	5.07	-6.80
1316	20	12	12	20	70.21	2.32	-5.88
1317	80	65	65	0	29.91	4.20	-4.71
1318	0	100	40	100	10.57	13.30	3.84
1319	0	40	40	100	11.42	5.97	4.16
1320	0	0	40	100	13.90	-1.51	4.85
1321	100	100	40	80	9.26	6.31	-10.93
1322	100	70	40	80	11.69	-0.59	-10.68
1323	100	40	40	80	14.91	-8.86	-10.14
1324	100	0	40	80	21.98	-23.96	-8.84
1325	100	100	0	80	11.13	11.48	-19.67
1326	100	70	0	80	13.54	4.33	-20.46
1327	100	40	0	80	16.61	-4.13	-20.98
1328	100	0	0	80	22.48	-18.69	-21.11
1329	3	3	0	0	93.88	2.89	-5.88
1330	40	3	0	0	80.61	-12.60	-25.03
1331	3	40	0	0	76.44	36.64	-13.31
1332	3	0	3	0	95.33	-0.67	-1.90
1333	40	0	3	0	82.07	-16.24	-21.74
1334	0	3	3	0	94.91	3.88	-1.19
1335	3	3	3	0	93.67	2.50	-3.01
1336	40	3	3	0	80.25	-13.28	-22.41
1337	0	40	3	0	77.54	37.90	-9.20
1338	3	40	3	0	76.19	36.37	-10.87
1339	40	40	3	0	62.10	19.75	-28.42
1340	3	0	40	0	93.80	-4.50	33.44
1341	0	3	40	0	93.43	0.68	33.95
1342	3	3	40	0	91.97	-1.02	31.94
1343	40	3	40	0	77.23	-21.09	9.22
1344	3	40	40	0	74.41	35.08	20.17
1345	3	0	0	3	93.57	-0.27	-4.64
1346	40	0	0	3	80.58	-15.26	-23.68
1347	40	27	27	80	23.92	1.93	-2.08
1348	20	12	12	100	11.63	0.30	-0.67
1349	20	12	12	10	75.79	2.58	-6.48
1350	60	45	45	0	46.24	5.63	-6.52
1351	40	100	40	100	7.96	9.61	0.77
1352	40	40	40	100	8.28	2.18	0.64
1353	40	0	40	100	11.94	-5.21	0.64
1354	0	100	100	80	20.84	29.85	19.80
1355	0	70	100	80	23.95	22.23	24.11
1356	0	40	100	80	27.97	12.71	29.29
1357	0	0	100	80	35.68	-4.66	39.31
1358	0	100	70	80	20.86	30.87	13.02
1359	0	70	70	80	23.55	23.31	15.83
1360	0	40	70	80	27.92	13.86	19.30
1361	0	0	70	80	36.20	-3.28	26.29
1362	0	0	0	100	14.00	0.00	0.00
1363	0	0	0	98	16.43	0.02	-0.08
1364	0	0	0	95	20.09	0.05	-0.21
1365	0	0	0	90	26.05	0.11	-0.41
1366	0	0	0	85	31.74	0.17	-0.61
1367	0	0	0	80	37.17	0.23	-0.80
1368	0	0	0	75	42.33	0.29	-0.98
1369	0	0	0	70	47.22	0.34	-1.16
1370	0	0	0	60	56.11	0.44	-1.49
1371	0	0	0	50	63.71	0.53	-1.77
1372	0	0	0	40	70.73	0.62	-2.02
1373	0	0	0	30	77.23	0.72	-2.26
1374	0	0	0	25	80.46	0.77	-2.38
1375	0	0	0	20	83.69	0.81	-2.50
1376	0	0	0	15	86.90	0.85	-2.62
1377	0	0	0	10	90.10	0.90	-2.75
1378	0	0	0	7	92.02	0.93	-2.83
1379	0	0	0	5	93.30	0.95	-2.88
1380	0	0	0	3	94.58	0.97	-2.93
1381	0	0	0	2	95.22	0.98	-2.95
1382	10	6	6	100	12.77	0.17	-0.37
1383	40	27	27	0	63.44	5.34	-7.97
1384	100	100	40	100	5.87	3.39	-3.11
1385	100	40	40	100	7.89	-4.04	-3.88
1386	100	0	40	100	10.72	-10.58	-5.10
1387	40	100	100	80	14.64	17.52	12.21
1388	40	70	100	80	17.45	10.25	15.50
1389	40	40	100	80	21.19	1.31	19.67
1390	40	0	100	80	29.78	-14.99	27.84
1391	40	100	70	80	14.88	19.24	5.38
1392	40	70	70	80	17.08	12.11	7.48
1393	40	40	70	80	20.99	3.23	10.21
1394	40	0	70	80	29.84	-12.93	15.82
1395	0	0	100	0	92.50	-4.88	103.33
1396	0	0	98	0	92.58	-4.87	101.10
1397	0	0	95	0	92.71	-4.87	97.76
1398	0	0	90	0	92.91	-4.82	92.19
1399	0	0	85	0	93.12	-4.72	86.49
1400	0	0	80	0	93.34	-4.57	80.58
1401	0	0	75	0	93.56	-4.40	74.55
1402	0	0	70	0	93.78	-4.22	68.56
1403	0	0	60	0	94.23	-3.88	56.78
1404	0	0	50	0	94.62	-3.41	45.70
1405	0	0	40	0	95.01	-2.80	35.46
1406	0	0	30	0	95.46	-2.08	26.03
1407	0	0	25	0	95.67	-1.65	21.32
1408	0	0	20	0	95.87	-1.17	16.56
1409	0	0	15	0	96.06	-0.66	11.73
1410	0	0	10	0	96.24	-0.13	6.84
1411	0	0	7	0	96.34	0.20	3.89
1412	0	0	5	0	96.39	0.43	1.93
1413	0	0	3	0	96.43	0.66	-0.04
1414	0	0	2	0	96.46	0.77	-1.03
1415	10	6	6	80	33.65	0.61	-1.52
1416	20	12	12	0	81.25	2.90	-7.17
1417	0	100	100	100	10.33	11.61	7.28
1418	0	40	100	100	12.16	4.55	10.20
1419	0	0	100	100	13.71	-3.08	11.68
1420	70	100	100	80	10.88	9.26	7.57
1421	70	70	100	80	13.50	2.29	10.20
1422	70	40	100	80	17.76	-6.33	13.65
1423	70	0	100	80	26.08	-22.10	20.38
1424	70	100	70	80	11.31	11.67	0.74
1425	70	70	70	80	13.15	4.80	2.39
1426	70	40	70	80	17.39	-3.80	4.59
1427	70	0	70	80	25.78	-19.49	9.02
1428	0	100	0	0	52.00	80.29	-7.37
1429	0	98	0	0	52.63	79.30	-7.77
1430	0	95	0	0	53.57	77.82	-8.36
1431	0	90	0	0	55.17	75.29	-9.32
1432	0	85	0	0	56.95	72.44	-10.18
1433	0	80	0	0	58.98	69.15	-11.02
1434	0	75	0	0	61.21	65.51	-11.78
1435	0	70	0	0	63.50	61.72	-12.35
1436	0	60	0	0	68.20	53.82	-12.58
1437	0	50	0	0	72.93	45.82	-12.27
1438	0	40	0	0	77.63	37.95	-11.82
1439	0	30	0	0	82.15	30.31	-11.08
1440	0	25	0	0	84.43	26.06	-10.42
1441	0	20	0	0	86.76	21.50	-9.48
1442	0	15	0	0	89.18	16.58	-8.21
1443	0	10	0	0	91.64	11.44	-6.70
1444	0	7	0	0	93.11	8.33	-5.66
1445	0	5	0	0	94.09	6.23	-4.95
1446	0	3	0	0	95.06	4.13	-4.17
1447	0	2	0	0	95.54	3.09	-3.78
1448	10	6	6	60	50.84	1.06	-2.60
1449	10	6	6	0	89.17	2.19	-5.26
1450	40	100	100	100	8.12	7.63	5.22
1451	40	40	100	100	9.65	0.48	7.52
1452	40	0	100	100	12.77	-6.63	8.96
1453	100	100	100	80	6.81	-0.87	2.69
1454	100	70	100	80	10.07	-7.35	4.40
1455	100	40	100	80	14.14	-15.53	6.72
1456	100	0	100	80	21.84	-30.90	11.49
1457	100	100	70	80	7.96	2.60	-4.19
1458	100	70	70	80	10.53	-4.03	-3.19
1459	100	40	70	80	14.32	-12.27	-1.84
1460	100	0	70	80	21.79	-27.63	1.05
1461	100	0	0	0	51.00	-39.75	-55.44
1462	98	0	0	0	52.67	-39.38	-54.25
1463	95	0	0	0	55.21	-38.81	-52.45
1464	90	0	0	0	59.09	-37.30	-49.46
1465	85	0	0	0	62.41	-35.28	-46.62
1466	80	0	0	0	65.12	-32.91	-43.99
1467	75	0	0	0	67.51	-30.44	-41.50
1468	70	0	0	0	69.80	-28.04	-39.01
1469	60	0	0	0	74.24	-23.69	-33.94
1470	50	0	0	0	78.40	-19.52	-29.02
1471	40	0	0	0	82.25	-15.41	-24.20
1472	30	0	0	0	85.85	-11.38	-19.34
1473	25	0	0	0	87.60	-9.38	-16.86
1474	20	0	0	0	89.35	-7.37	-14.29
1475	15	0	0	0	91.15	-5.30	-11.57
1476	10	0	0	0	92.97	-3.20	-8.77
1477	7	0	0	0	94.06	-1.94	-7.07
1478	5	0	0	0	94.76	-1.10	-5.91
1479	3	0	0	0	95.46	-0.26	-4.75
1480	2	0	0	0	95.80	0.16	-4.16
1481	10	6	6	40	64.55	1.43	-3.48
1482	5	3	3	0	92.93	1.67	-4.16
1483	100	100	100	100	4.71	-0.07	2.06
1484	100	40	100	100	8.40	-7.05	2.99
1485	100	0	100	100	11.32	-12.88	3.56
1486	0	0	0	10	90.10	0.90	-2.75
1487	0	0	10	10	89.91	-0.19	6.29
1488	0	0	20	10	89.58	-1.13	15.41
1489	0	0	40	10	88.77	-2.59	33.27
1490	0	0	70	10	87.52	-4.06	63.97
1491	0	10	0	10	85.56	10.64	-6.06
1492	0	10	10	10	85.06	9.99	2.97
1493	0	10	20	10	84.61	9.31	11.89
1494	0	10	40	10	83.74	8.17	29.12
1495	0	10	70	10	82.41	7.25	58.87
1496	0	20	0	10	80.85	20.25	-8.36
1497	0	20	10	10	80.36	19.78	0.42
1498	0	20	20	10	79.83	19.34	9.09
1499	0	20	40	10	78.87	18.51	25.85
1500	0	20	70	10	77.41	17.86	54.47
1501	0	40	0	10	72.29	35.69	-10.39
1502	0	40	10	10	71.97	35.46	-2.26
1503	0	40	20	10	71.58	35.18	5.95
1504	0	40	40	10	70.73	34.62	21.37
1505	0	40	70	10	68.95	33.83	47.78
1506	0	70	0	10	59.26	57.50	-11.13
1507	0	70	10	10	59.18	57.40	-3.93
1508	0	70	20	10	59.06	57.18	3.19
1509	0	70	40	10	58.72	56.55	15.92
1510	0	70	70	10	56.72	54.92	38.05
1511	10	0	0	10	86.86	-3.12	-8.17
1512	10	0	10	10	86.34	-4.71	0.41
1513	10	0	20	10	85.91	-5.93	9.41
1514	10	0	40	10	85.02	-7.83	27.04
1515	10	0	70	10	83.71	-9.76	57.36
1516	10	10	0	10	81.80	6.61	-11.10
1517	10	10	10	10	80.89	5.39	-2.55
1518	10	10	20	10	80.21	4.43	6.17
1519	10	10	40	10	79.07	2.85	23.07
1520	10	10	70	10	77.60	1.39	52.31
1521	10	20	0	10	77.06	16.20	-13.17
1522	10	20	10	10	76.05	15.06	-4.93
1523	10	20	20	10	75.22	14.33	3.53
1524	10	20	40	10	73.91	13.06	19.92
1525	10	20	70	10	72.31	11.83	48.03
1526	10	40	0	10	68.65	31.52	-15.09
1527	10	40	10	10	67.70	30.50	-7.53
1528	10	40	20	10	66.99	29.90	0.39
1529	10	40	40	10	65.69	28.90	15.61
1530	10	40	70	10	63.82	27.61	41.56
1531	10	70	0	10	55.89	53.05	-16.01
1532	10	70	10	10	55.16	52.09	-9.44
1533	10	70	20	10	54.71	51.53	-2.54
1534	10	70	40	10	53.97	50.47	10.20
1535	10	70	70	10	51.94	48.55	32.18
1536	20	0	0	10	83.42	-7.22	-13.34
1537	20	0	10	10	82.84	-9.11	-5.05
1538	20	0	20	10	82.25	-10.71	3.64
1539	20	0	40	10	81.25	-13.07	20.98
1540	20	0	70	10	79.90	-15.66	50.94
1541	20	10	0	10	78.21	2.37	-16.01
1542	20	10	10	10	77.10	0.87	-7.67
1543	20	10	20	10	76.17	-0.46	0.72
1544	20	10	40	10	74.84	-2.49	17.30
1545	20	10	70	10	73.27	-4.65	46.01
1546	20	20	0	10	73.24	11.94	-17.91
1547	20	20	10	10	71.98	10.50	-9.85
1548	20	20	20	10	70.98	9.34	-1.74
1549	20	20	40	10	69.38	7.62	14.26
1550	20	20	70	10	67.62	5.70	41.82
1551	20	40	0	10	65.02	27.18	-19.73
1552	20	40	10	10	63.81	25.82	-12.28
1553	20	40	20	10	62.81	24.72	-4.76
1554	20	40	40	10	61.10	23.27	10.10
1555	20	40	70	10	59.02	21.35	35.53
1556	20	70	0	10	52.66	48.48	-20.83
1557	20	70	10	10	51.64	47.16	-14.35
1558	20	70	20	10	50.90	46.05	-7.85
1559	20	70	40	10	49.72	44.54	4.80
1560	20	70	70	10	47.50	42.17	26.50
1561	40	0	0	10	76.69	-14.89	-22.48
1562	40	0	10	10	76.09	-17.32	-14.58
1563	40	0	20	10	75.47	-19.43	-6.32
1564	40	0	40	10	74.25	-22.76	10.27
1565	40	0	70	10	72.79	-26.76	39.46
1566	40	10	0	10	71.56	-5.72	-24.69
1567	40	10	10	10	70.30	-7.66	-16.63
1568	40	10	20	10	69.24	-9.43	-8.60
1569	40	10	40	10	67.52	-12.41	7.18
1570	40	10	70	10	65.81	-16.04	34.89
1571	40	20	0	10	66.51	3.70	-26.32
1572	40	20	10	10	65.02	1.81	-18.49
1573	40	20	20	10	63.76	0.21	-10.68
1574	40	20	40	10	61.64	-2.46	4.45
1575	40	20	70	10	59.64	-5.84	30.89
1576	40	40	0	10	58.35	18.89	-28.00
1577	40	40	10	10	56.78	17.04	-20.77
1578	40	40	20	10	55.44	15.45	-13.52
1579	40	40	40	10	53.35	12.94	0.53
1580	40	40	70	10	50.93	9.74	24.91
1581	40	70	0	10	46.94	39.90	-29.34
1582	40	70	10	10	45.60	38.06	-23.01
1583	40	70	20	10	44.48	36.44	-16.70
1584	40	70	40	10	42.69	33.81	-4.51
1585	40	70	70	10	39.98	30.43	16.54
1586	70	0	0	10	65.30	-26.66	-36.02
1587	70	0	10	10	64.79	-29.90	-28.38
1588	70	0	20	10	64.29	-32.80	-20.49
1589	70	0	40	10	63.21	-37.57	-4.76
1590	70	0	70	10	61.64	-43.83	22.89
1591	70	10	0	10	60.69	-18.05	-37.36
1592	70	10	10	10	59.41	-20.65	-29.54
1593	70	10	20	10	58.40	-23.12	-21.83
1594	70	10	40	10	56.78	-27.50	-6.91
1595	70	10	70	10	54.95	-33.49	18.98
1596	70	20	0	10	56.15	-9.19	-38.33
1597	70	20	10	10	54.61	-11.70	-30.71
1598	70	20	20	10	53.29	-13.90	-23.19
1599	70	20	40	10	51.14	-17.85	-8.92
1600	70	20	70	10	48.85	-23.59	15.43
1601	70	40	0	10	48.60	5.69	-39.51
1602	70	40	10	10	46.98	3.17	-32.46
1603	70	40	20	10	45.52	0.93	-25.48
1604	70	40	40	10	43.10	-2.72	-12.24
1605	70	40	70	10	40.28	-8.15	10.15
1606	70	70	0	10	38.38	26.67	-40.78
1607	70	70	10	10	36.90	24.11	-34.61
1608	70	70	20	10	35.49	21.83	-28.51
1609	70	70	40	10	33.04	17.99	-16.82
1610	70	70	70	10	30.28	12.64	2.94
1611	50	40	40	0	52.54	8.28	-4.94
1612	100	0	0	10	49.45	-39.43	-51.38
1613	0	100	0	10	48.52	75.11	-9.43
1614	0	0	100	10	86.18	-4.98	96.54
1615	0	100	100	10	44.14	68.64	48.61
1616	100	0	100	10	46.60	-72.90	29.80
1617	100	100	0	10	21.75	27.29	-53.89
END_DATA
