ISO28178
FILE_DESCRIPTOR	"FOGRA53"
ORIGINATOR	"Fogra. www.fogra.org"
CREATED	"July 2017"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"Measurement according to ISO 13655:2009, M1, 0/45 or 45/0 geometry, white backing, CIELAB (2° observer, D50)"
PRINT_CONDITIONS	"Large gamut colour exchange space"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50"
WEIGHTING_FUNCTION	"OBSERVER. 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
548	85	85	30	0	26.79	22.38	-32.94
549	85	70	30	0	30.95	11.97	-31.22
550	85	55	30	0	35.82	0.79	-29.25
551	85	40	30	0	41.12	-10.48	-27.21
552	85	30	30	0	44.68	-17.81	-25.87
553	85	20	30	0	49.13	-26.15	-24.60
554	85	10	30	0	54.66	-35.97	-23.41
555	85	0	30	0	61.13	-46.37	-22.23
556	70	100	20	20	26.28	35.85	-27.86
557	70	70	20	20	33.24	20.20	-25.79
558	70	40	20	20	42.54	1.03	-23.10
559	70	20	20	20	49.67	-12.73	-21.02
560	70	10	20	20	54.40	-21.54	-19.78
561	70	0	20	20	59.79	-30.64	-18.51
562	100	100	55	0	15.65	12.15	-27.44
563	100	85	55	0	18.63	4.03	-25.35
564	100	70	55	0	22.58	-6.44	-22.65
565	100	55	55	0	27.18	-17.28	-19.92
566	100	40	55	0	32.07	-28.29	-17.30
567	100	30	55	0	35.31	-35.53	-15.62
568	100	20	55	0	39.67	-44.05	-13.96
569	100	10	55	0	45.35	-54.14	-12.12
570	100	0	55	0	51.62	-64.76	-10.10
571	100	100	40	0	17.55	16.53	-36.06
572	100	85	40	0	20.49	8.34	-34.35
573	100	70	40	0	24.39	-2.26	-32.13
574	100	55	40	0	28.77	-13.18	-29.86
575	100	40	40	0	33.57	-23.97	-27.70
576	100	30	40	0	36.62	-30.94	-26.33
577	100	20	40	0	40.67	-39.17	-25.22
578	100	10	40	0	46.04	-48.98	-24.22
579	100	0	40	0	52.28	-59.42	-23.17
580	100	100	30	0	18.78	19.47	-41.32
581	100	85	30	0	21.79	11.24	-39.91
582	100	70	30	0	25.76	0.57	-38.05
583	100	55	30	0	30.12	-10.45	-36.13
584	100	40	30	0	34.78	-21.28	-34.30
585	100	30	30	0	37.89	-28.22	-33.17
586	100	20	30	0	41.79	-36.22	-32.28
587	100	10	30	0	46.66	-45.63	-31.63
588	100	0	30	0	52.57	-55.73	-31.08
589	100	100	20	20	18.21	19.16	-39.67
590	100	70	20	20	24.39	3.28	-37.83
591	100	40	20	20	32.09	-15.35	-35.76
592	100	20	20	20	37.93	-28.44	-34.45
593	100	10	20	20	41.82	-36.79	-33.84
594	100	0	20	20	46.50	-45.53	-33.35
595	0	100	100	0	47.00	73.42	52.23
596	0	85	100	0	51.71	67.02	57.67
597	0	70	100	0	58.02	58.06	65.05
598	0	55	100	0	64.96	47.60	73.01
599	0	40	100	0	72.08	36.48	80.76
600	0	30	100	0	76.73	29.00	85.86
601	0	20	100	0	81.71	19.49	91.25
602	0	10	100	0	87.07	7.83	97.17
603	0	0	100	0	92.50	-4.88	103.33
604	0	100	85	0	48.73	74.93	42.31
605	0	85	85	0	53.26	68.14	46.89
606	0	70	85	0	59.34	58.63	53.09
607	0	55	85	0	66.09	47.72	59.75
608	0	40	85	0	73.02	36.36	66.24
609	0	30	85	0	77.54	28.78	70.53
610	0	20	85	0	82.44	19.29	75.21
611	0	10	85	0	87.74	7.76	80.59
612	0	0	85	0	93.12	-4.72	86.49
613	0	100	70	0	50.57	76.65	32.10
614	0	85	70	0	54.97	69.41	35.58
615	0	70	70	0	60.85	59.39	40.41
616	0	55	70	0	67.34	48.05	45.72
617	0	40	70	0	74.09	36.44	50.92
618	0	30	70	0	78.47	28.76	54.34
619	0	20	70	0	83.24	19.29	58.29
620	0	10	70	0	88.45	7.95	63.01
621	0	0	70	0	93.78	-4.22	68.56
622	0	100	40	20	45.04	68.56	11.20
623	0	70	40	20	54.35	52.33	15.27
624	0	40	40	20	65.30	32.27	20.43
625	0	20	40	20	72.91	17.34	24.40
626	0	10	40	20	77.60	7.58	27.27
627	0	0	40	20	82.40	-2.47	31.02
628	10	100	100	0	42.95	66.90	46.33
629	10	85	100	0	47.27	60.29	51.52
630	10	70	100	0	53.07	51.06	58.49
631	10	55	100	0	59.54	40.49	66.02
632	10	40	100	0	66.37	29.37	73.45
633	10	30	100	0	70.87	21.90	78.35
634	10	20	100	0	75.92	12.57	83.61
635	10	10	100	0	81.82	1.27	89.53
636	10	0	100	0	88.41	-11.22	96.10
637	10	100	85	0	44.27	68.20	36.51
638	10	85	85	0	48.51	61.31	40.85
639	10	70	85	0	54.21	51.70	46.71
640	10	55	85	0	60.59	40.78	53.04
641	10	40	85	0	67.29	29.47	59.29
642	10	30	85	0	71.71	21.93	63.42
643	10	20	85	0	76.68	12.60	67.98
644	10	10	85	0	82.50	1.36	73.26
645	10	0	85	0	89.02	-10.93	79.35
646	10	100	70	0	45.72	69.69	26.13
647	10	85	70	0	49.92	62.49	29.50
648	10	70	70	0	55.52	52.54	34.16
649	10	55	70	0	61.76	41.31	39.28
650	10	40	70	0	68.33	29.81	44.28
651	10	30	70	0	72.64	22.18	47.60
652	10	20	70	0	77.52	12.86	51.39
653	10	10	70	0	83.25	1.76	55.97
654	10	0	70	0	89.69	-10.29	61.48
655	10	100	40	20	40.97	62.80	5.78
656	10	70	40	20	50.05	46.76	9.95
657	10	40	40	20	60.74	27.02	15.03
658	10	20	40	20	68.41	12.34	18.89
659	10	10	40	20	73.38	2.71	21.67
660	10	0	40	20	78.90	-7.26	25.29
661	20	100	100	0	39.05	60.18	40.42
662	20	85	100	0	43.04	53.39	45.34
663	20	70	100	0	48.39	43.99	51.96
664	20	55	100	0	54.48	33.34	59.14
665	20	40	100	0	61.01	22.20	66.29
666	20	30	100	0	65.39	14.74	71.04
667	20	20	100	0	70.65	5.60	76.20
668	20	10	100	0	76.96	-5.60	82.16
669	20	0	100	0	84.35	-17.80	88.86
670	20	100	85	0	40.08	61.38	30.64
671	20	85	85	0	44.02	54.41	34.79
672	20	70	85	0	49.33	44.75	40.37
673	20	55	85	0	55.38	33.81	46.43
674	20	40	85	0	61.84	22.52	52.46
675	20	30	85	0	66.18	15.00	56.47
676	20	20	85	0	71.39	5.83	60.93
677	20	10	85	0	77.65	-5.31	66.22
678	20	0	85	0	84.95	-17.37	72.32
679	20	100	70	0	41.24	62.84	20.30
680	20	85	70	0	45.19	55.62	23.54
681	20	70	70	0	50.47	45.71	28.02
682	20	55	70	0	56.45	34.57	32.94
683	20	40	70	0	62.82	23.13	37.77
684	20	30	70	0	67.08	15.55	41.00
685	20	20	70	0	72.23	6.38	44.68
686	20	10	70	0	78.41	-4.65	49.20
687	20	0	70	0	85.63	-16.52	54.59
688	20	100	40	20	37.59	57.14	0.90
689	20	70	40	20	46.30	41.25	4.96
690	20	40	40	20	56.70	21.74	9.92
691	20	20	40	20	64.37	7.25	13.64
692	20	10	40	20	69.47	-2.31	16.34
693	20	0	40	20	75.32	-12.18	19.70
694	30	100	100	0	35.56	53.69	35.00
695	30	85	100	0	39.26	46.75	39.68
696	30	70	100	0	44.24	37.22	45.97
697	30	55	100	0	50.03	26.52	52.84
698	30	40	100	0	56.39	15.37	59.75
699	30	30	100	0	60.71	7.89	64.37
700	30	20	100	0	65.98	-1.26	69.47
701	30	10	100	0	72.76	-12.39	75.41
702	30	0	100	0	80.52	-24.27	82.09
703	30	100	85	0	36.37	54.91	25.27
704	30	85	85	0	40.04	47.85	29.23
705	30	70	85	0	45.01	38.13	34.57
706	30	55	85	0	50.80	27.19	40.37
707	30	40	85	0	57.14	15.90	46.21
708	30	30	85	0	61.42	8.36	50.11
709	30	20	85	0	66.67	-0.79	54.51
710	30	10	85	0	73.43	-11.87	59.79
711	30	0	85	0	81.09	-23.64	65.77
712	30	100	70	0	37.33	56.42	14.99
713	30	85	70	0	41.03	49.18	18.11
714	30	70	70	0	46.00	39.28	22.42
715	30	55	70	0	51.74	28.21	27.13
716	30	40	70	0	58.03	16.80	31.80
717	30	30	70	0	62.28	9.21	34.93
718	30	20	70	0	67.48	0.06	38.55
719	30	10	70	0	74.18	-10.89	43.03
720	30	0	70	0	81.77	-22.52	48.24
721	40	100	40	20	32.21	46.98	-7.54
722	40	70	40	20	40.06	31.29	-3.54
723	40	40	40	20	49.82	12.14	1.12
724	40	20	40	20	57.39	-2.13	4.68
725	40	10	40	20	62.71	-11.53	7.16
726	40	0	40	20	68.78	-21.18	9.99
727	40	100	100	0	32.21	47.32	29.87
728	40	85	100	0	35.68	40.24	34.31
729	40	70	100	0	40.36	30.59	40.30
730	40	55	100	0	45.91	19.83	46.85
731	40	40	100	0	52.17	8.64	53.55
732	40	30	100	0	56.26	1.13	58.03
733	40	20	100	0	61.71	-8.06	63.06
734	40	10	100	0	68.78	-19.14	68.92
735	40	0	100	0	76.68	-30.78	75.50
736	40	100	85	0	32.86	48.60	20.21
737	40	85	85	0	36.31	41.47	23.99
738	40	70	85	0	40.99	31.69	29.09
739	40	55	85	0	46.57	20.74	34.66
740	40	40	85	0	52.82	9.44	40.31
741	40	30	85	0	56.89	1.86	44.10
742	40	20	85	0	62.34	-7.31	48.43
743	40	10	85	0	69.42	-18.33	53.61
744	40	0	85	0	77.27	-29.90	59.44
745	40	100	70	0	33.70	50.25	10.04
746	40	85	70	0	37.19	42.99	13.04
747	40	70	70	0	41.89	33.09	17.16
748	40	55	70	0	47.43	22.07	21.68
749	40	40	70	0	53.65	10.66	26.20
750	40	30	70	0	57.70	3.04	29.23
751	40	20	70	0	63.13	-6.08	32.78
752	40	10	70	0	70.17	-16.98	37.13
753	40	0	70	0	77.94	-28.44	42.12
754	70	100	40	20	24.54	32.27	-18.26
755	70	70	40	20	31.23	16.72	-14.92
756	70	40	40	20	40.62	-2.26	-10.72
757	70	20	40	20	47.90	-16.31	-7.69
758	70	10	40	20	52.98	-25.44	-5.82
759	70	0	40	20	58.82	-34.85	-3.76
760	55	100	100	0	27.26	37.30	22.66
761	55	85	100	0	30.53	30.06	26.73
762	55	70	100	0	34.95	20.26	32.19
763	55	55	100	0	40.33	9.36	38.23
764	55	40	100	0	46.30	-2.02	44.48
765	55	30	100	0	50.42	-9.66	48.70
766	55	20	100	0	55.91	-18.79	53.52
767	55	10	100	0	62.97	-29.64	59.23
768	55	0	100	0	70.69	-40.95	65.61
769	55	100	85	0	27.91	38.86	13.11
770	55	85	85	0	31.15	31.60	16.62
771	55	70	85	0	35.53	21.74	21.32
772	55	55	85	0	40.92	10.74	26.46
773	55	40	85	0	46.88	-0.70	31.76
774	55	30	85	0	50.99	-8.35	35.34
775	55	20	85	0	56.50	-17.46	39.46
776	55	10	85	0	63.58	-28.26	44.42
777	55	0	85	0	71.27	-39.54	50.03
778	55	100	70	0	28.79	40.87	3.09
779	55	85	70	0	32.05	33.53	5.90
780	55	70	70	0	36.42	23.62	9.73
781	55	55	70	0	41.75	12.62	13.94
782	55	40	70	0	47.68	1.16	18.19
783	55	30	70	0	51.75	-6.49	21.04
784	55	20	70	0	57.23	-15.52	24.36
785	55	10	70	0	64.30	-26.24	28.49
786	55	0	70	0	71.95	-37.42	33.20
787	100	100	40	20	16.19	14.23	-30.31
788	100	70	40	20	22.35	-1.53	-27.43
789	100	40	40	20	30.34	-19.98	-23.99
790	100	20	40	20	36.46	-33.49	-21.96
791	100	10	40	20	40.84	-42.31	-20.79
792	100	0	40	20	46.03	-51.50	-19.59
793	70	100	100	0	22.25	26.75	15.51
794	70	85	100	0	25.39	19.26	19.25
795	70	70	100	0	29.64	9.26	24.23
796	70	55	100	0	34.62	-1.78	29.74
797	70	40	100	0	40.61	-13.37	35.53
798	70	30	100	0	44.76	-21.10	39.45
799	70	20	100	0	50.20	-30.15	43.98
800	70	10	100	0	57.06	-40.80	49.48
801	70	0	100	0	64.40	-51.88	55.48
802	70	100	85	0	22.97	28.66	6.08
803	70	85	85	0	26.06	21.22	9.35
804	70	70	85	0	30.21	11.21	13.68
805	70	55	85	0	35.15	0.15	18.41
806	70	40	85	0	41.11	-11.42	23.34
807	70	30	85	0	45.22	-19.13	26.64
808	70	20	85	0	50.68	-28.15	30.48
809	70	10	85	0	57.61	-38.77	35.21
810	70	0	85	0	64.99	-49.83	40.42
811	70	100	70	0	24.02	31.17	-3.76
812	70	85	70	0	27.07	23.67	-1.11
813	70	70	70	0	31.13	13.70	2.44
814	70	55	70	0	35.94	2.70	6.32
815	70	40	70	0	41.85	-8.83	10.27
816	70	30	70	0	45.90	-16.50	12.89
817	70	20	70	0	51.34	-25.44	15.99
818	70	10	70	0	58.29	-35.99	19.84
819	70	0	70	0	65.66	-46.97	24.12
820	0	100	70	20	43.52	66.33	27.79
821	0	70	70	20	52.58	50.69	35.68
822	0	40	70	20	63.78	31.26	44.54
823	0	20	70	20	71.57	16.47	50.62
824	0	10	70	20	76.33	6.50	54.66
825	0	0	70	20	81.15	-3.99	59.36
826	85	100	100	0	16.89	15.78	8.55
827	85	85	100	0	20.21	7.89	11.85
828	85	70	100	0	24.34	-2.42	16.23
829	85	55	100	0	29.34	-13.58	21.09
830	85	40	100	0	35.24	-25.36	26.35
831	85	30	100	0	39.27	-33.16	29.93
832	85	20	100	0	44.44	-42.21	34.17
833	85	10	100	0	50.86	-52.75	39.28
834	85	0	100	0	57.72	-63.67	44.75
835	85	100	85	0	18.14	17.99	-0.85
836	85	85	85	0	21.23	10.35	2.21
837	85	70	85	0	25.09	0.14	6.18
838	85	55	85	0	29.93	-11.10	10.42
839	85	40	85	0	35.70	-22.82	14.89
840	85	30	85	0	39.68	-30.55	17.91
841	85	20	85	0	44.87	-39.54	21.49
842	85	10	85	0	51.38	-50.07	25.81
843	85	0	85	0	58.27	-61.00	30.51
844	85	100	70	0	19.13	20.89	-10.47
845	85	85	70	0	22.07	13.21	-7.93
846	85	70	70	0	26.09	3.08	-4.61
847	85	55	70	0	30.86	-7.94	-1.08
848	85	40	70	0	36.50	-19.50	2.53
849	85	30	70	0	40.38	-27.13	4.95
850	85	20	70	0	45.54	-36.01	7.77
851	85	10	70	0	52.08	-46.49	11.19
852	85	0	70	0	59.01	-57.40	14.96
853	10	100	70	20	39.46	60.32	22.47
854	10	70	70	20	48.19	44.81	30.17
855	10	40	70	20	59.13	25.54	38.75
856	10	20	70	20	66.94	10.92	44.64
857	10	10	70	20	71.99	1.14	48.56
858	10	0	70	20	77.61	-9.25	53.22
859	100	100	100	0	10.00	0.00	0.00
860	100	85	100	0	13.68	-8.05	3.15
861	100	70	100	0	18.43	-18.29	7.05
862	100	55	100	0	23.56	-29.16	11.18
863	100	40	100	0	29.22	-40.71	15.81
864	100	30	100	0	33.04	-48.32	18.91
865	100	20	100	0	37.71	-57.13	22.64
866	100	10	100	0	43.40	-67.42	27.11
867	100	0	100	0	49.50	-78.03	31.82
868	100	100	85	0	11.80	3.81	-8.93
869	100	85	85	0	15.35	-4.03	-5.96
870	100	70	85	0	19.61	-14.35	-2.33
871	100	55	85	0	24.31	-25.54	1.40
872	100	40	85	0	29.75	-37.13	5.31
873	100	30	85	0	33.47	-44.66	7.93
874	100	20	85	0	38.15	-53.42	11.01
875	100	10	85	0	43.94	-63.73	14.73
876	100	0	85	0	50.12	-74.40	18.71
877	100	100	70	0	13.65	7.74	-18.06
878	100	85	70	0	16.80	-0.18	-15.53
879	100	70	70	0	20.93	-10.40	-12.35
880	100	55	70	0	25.33	-21.31	-9.20
881	100	40	70	0	30.55	-32.65	-6.05
882	100	30	70	0	34.13	-40.04	-3.99
883	100	20	70	0	38.74	-48.70	-1.65
884	100	10	70	0	44.60	-58.97	1.20
885	100	0	70	0	50.85	-69.65	4.29
886	20	100	70	20	35.86	54.25	17.56
887	20	70	70	20	44.19	38.82	24.90
888	20	40	70	20	54.87	19.64	33.15
889	20	20	70	20	62.78	5.17	38.87
890	20	10	70	20	68.00	-4.55	42.71
891	20	0	70	20	74.03	-14.83	47.24
892	0	100	100	40	35.56	54.18	37.51
893	0	70	100	40	43.06	41.12	46.97
894	0	40	100	40	52.10	24.95	58.14
895	0	20	100	40	58.58	12.50	65.80
896	0	0	100	40	67.05	-5.36	75.92
897	0	100	70	40	36.98	56.30	23.31
898	0	70	70	40	44.19	42.71	29.81
899	0	40	70	40	53.21	26.06	37.28
900	0	20	70	40	59.65	13.43	42.53
901	0	0	70	40	68.05	-4.12	50.09
902	0	100	40	40	38.07	58.30	9.37
903	0	70	40	40	45.51	44.22	12.76
904	0	40	40	40	54.20	27.25	17.15
905	0	20	40	40	60.69	14.63	20.60
906	0	0	40	40	69.28	-2.39	26.29
907	0	100	20	40	38.12	59.07	0.81
908	0	70	20	40	45.86	44.85	2.61
909	0	40	20	40	54.99	27.91	5.22
910	0	20	20	40	61.38	15.49	7.63
911	0	0	20	40	69.98	-1.12	12.23
912	0	100	0	40	38.31	59.59	-9.28
913	0	70	0	40	46.22	45.33	-8.70
914	0	40	0	40	55.74	28.54	-7.46
915	0	20	0	40	62.39	16.36	-5.94
916	0	0	0	40	70.73	0.62	-2.02
917	100	0	0	70	28.05	-22.96	-26.02
918	100	85	85	100	5.36	-0.67	0.80
919	40	100	70	20	29.96	43.24	9.10
920	40	70	70	20	37.62	27.92	15.81
921	40	40	70	20	47.77	8.87	23.44
922	40	20	70	20	55.66	-5.54	28.88
923	40	10	70	20	61.21	-15.14	32.56
924	40	0	70	20	67.48	-25.14	36.72
925	20	100	100	40	29.39	43.22	29.02
926	20	70	100	40	36.30	30.20	37.62
927	20	40	100	40	44.87	14.17	47.85
928	20	20	100	40	51.29	1.97	54.94
929	20	0	100	40	60.76	-15.54	64.62
930	20	100	70	40	30.63	45.82	14.91
931	20	70	70	40	37.22	32.49	20.89
932	20	40	70	40	45.84	16.08	27.72
933	20	20	70	40	52.30	3.75	32.61
934	20	0	70	40	61.84	-13.40	39.82
935	20	100	40	40	31.96	48.50	0.91
936	20	70	40	40	38.79	34.79	4.24
937	20	40	40	40	47.06	18.26	8.36
938	20	20	40	40	53.51	5.95	11.54
939	20	0	40	40	62.99	-10.69	16.75
940	20	100	20	40	32.46	49.95	-7.46
941	20	70	20	40	39.70	36.12	-5.74
942	20	40	20	40	48.30	19.59	-3.15
943	20	20	20	40	54.49	7.48	-0.86
944	20	0	20	40	63.71	-8.76	3.14
945	20	100	0	40	33.42	51.81	-16.59
946	20	70	0	40	40.92	37.91	-16.13
947	20	40	0	40	49.80	21.44	-14.97
948	20	20	0	40	56.06	9.41	-13.66
949	20	0	0	40	64.78	-6.21	-10.49
950	0	100	0	70	26.63	41.06	-4.82
951	100	85	85	80	8.45	-2.06	-0.19
952	70	100	70	20	22.13	26.92	-2.27
953	70	70	70	20	28.84	11.65	3.31
954	70	40	70	20	38.13	-7.41	9.86
955	70	20	70	20	45.82	-21.69	14.70
956	70	10	70	20	51.30	-31.01	17.96
957	70	0	70	20	57.38	-40.69	21.54
958	40	100	100	40	24.50	33.22	22.07
959	40	70	100	40	30.98	20.19	29.76
960	40	40	100	40	39.18	4.22	38.99
961	40	20	100	40	45.59	-7.95	45.65
962	40	0	100	40	55.37	-25.10	54.89
963	40	100	70	40	25.78	36.46	8.06
964	40	70	70	40	31.81	23.29	13.48
965	40	40	70	40	40.03	7.06	19.64
966	40	20	70	40	46.50	-5.17	24.24
967	40	0	70	40	56.34	-22.00	31.00
968	40	100	40	40	27.35	39.83	-5.83
969	40	70	40	40	33.59	26.35	-2.71
970	40	40	40	40	41.42	10.17	1.08
971	40	20	40	40	47.77	-1.93	4.06
972	40	0	40	40	57.38	-18.26	8.67
973	40	100	20	40	28.35	42.01	-14.10
974	40	70	20	40	34.82	28.39	-12.32
975	40	40	20	40	42.71	12.19	-9.88
976	40	20	20	40	49.13	0.20	-7.75
977	40	0	20	40	58.36	-15.76	-4.44
978	40	100	0	40	29.70	44.70	-23.00
979	40	70	0	40	36.58	31.00	-22.47
980	40	40	0	40	44.60	14.78	-21.36
981	40	20	0	40	50.91	2.85	-20.17
982	40	0	0	40	59.40	-12.43	-17.53
983	0	0	100	70	44.97	-5.03	50.98
984	100	85	85	60	10.75	-2.97	-1.79
985	100	100	70	20	12.85	6.75	-14.88
986	100	70	70	20	19.55	-8.66	-10.45
987	100	40	70	20	27.91	-27.47	-5.33
988	100	20	70	20	34.69	-41.41	-1.59
989	100	10	70	20	39.52	-50.51	0.90
990	100	0	70	20	44.90	-59.95	3.65
991	70	100	100	40	17.37	18.27	12.56
992	70	70	100	40	23.36	5.18	18.76
993	70	40	100	40	31.42	-10.89	26.41
994	70	20	100	40	37.80	-22.95	32.26
995	70	0	100	40	47.35	-39.46	40.61
996	70	100	70	40	19.04	22.59	-1.38
997	70	70	70	40	24.36	9.59	3.07
998	70	40	70	40	32.20	-6.45	8.35
999	70	20	70	40	38.51	-18.47	12.40
1000	70	0	70	40	48.12	-34.77	18.22
1001	70	100	40	40	20.99	27.32	-14.83
1002	70	70	40	40	26.32	14.06	-12.21
1003	70	40	40	40	34.16	-1.87	-8.80
1004	70	20	40	40	40.25	-13.71	-6.26
1005	70	0	40	40	49.40	-29.63	-2.72
1006	70	100	20	40	22.37	30.40	-22.88
1007	70	70	20	40	27.85	17.04	-21.33
1008	70	40	20	40	35.60	1.01	-19.14
1009	70	20	20	40	41.58	-10.69	-17.42
1010	70	0	20	40	50.19	-26.13	-15.12
1011	70	100	0	40	24.15	34.17	-31.59
1012	70	70	0	40	29.92	20.73	-31.18
1013	70	40	0	40	37.70	4.65	-30.22
1014	70	20	0	40	43.49	-7.05	-29.34
1015	70	0	0	40	51.10	-21.70	-27.67
1016	100	100	0	70	13.05	14.29	-26.24
1017	80	65	65	100	6.35	0.48	0.38
1018	0	100	100	20	41.26	63.84	44.94
1019	0	70	100	20	50.66	49.06	56.19
1020	0	40	100	20	62.16	30.32	69.29
1021	0	20	100	20	70.13	15.80	78.21
1022	0	10	100	20	74.95	5.74	83.76
1023	0	0	100	20	79.83	-5.11	89.70
1024	100	100	100	40	8.77	-0.95	1.67
1025	100	70	100	40	15.01	-13.90	6.10
1026	100	40	100	40	22.84	-29.70	11.86
1027	100	20	100	40	28.84	-41.46	16.37
1028	100	0	100	40	37.48	-57.45	23.19
1029	100	100	70	40	11.45	5.31	-11.84
1030	100	70	70	40	16.99	-7.62	-8.43
1031	100	40	70	40	24.12	-23.29	-4.39
1032	100	20	70	40	29.74	-34.96	-1.35
1033	100	0	70	40	38.30	-50.86	3.05
1034	100	100	40	40	14.17	11.82	-24.89
1035	100	70	40	40	19.34	-1.47	-22.75
1036	100	40	40	40	26.04	-16.82	-20.06
1037	100	20	40	40	31.22	-28.20	-18.22
1038	100	0	40	40	39.26	-43.70	-16.03
1039	100	100	20	40	15.88	16.03	-32.83
1040	100	70	20	40	20.96	2.62	-31.49
1041	100	40	20	40	27.43	-12.90	-29.81
1042	100	20	20	40	32.38	-24.04	-28.64
1043	100	0	20	40	39.82	-38.97	-27.57
1044	100	100	0	40	17.73	21.02	-41.38
1045	100	70	0	40	23.01	7.50	-41.09
1046	100	40	0	40	29.45	-8.10	-40.53
1047	100	20	0	40	34.13	-19.21	-40.16
1048	100	0	0	40	40.66	-33.21	-39.53
1049	100	0	100	70	26.59	-38.87	15.05
1050	80	65	65	80	13.09	1.22	-0.46
1051	10	100	100	20	37.41	57.72	39.70
1052	10	70	100	20	46.41	42.87	50.49
1053	10	40	100	20	57.55	24.20	63.09
1054	10	20	100	20	65.46	9.81	71.69
1055	10	10	100	20	70.58	-0.02	77.10
1056	10	0	100	20	76.27	-10.74	83.02
1057	0	100	100	60	29.67	43.57	29.72
1058	0	70	100	60	35.08	32.80	37.13
1059	0	40	100	60	41.52	19.35	45.92
1060	0	20	100	60	46.35	9.08	52.17
1061	0	0	100	60	53.19	-5.25	60.84
1062	0	100	70	60	30.24	45.35	18.84
1063	0	70	70	60	35.25	34.23	23.70
1064	0	40	70	60	42.01	20.51	29.39
1065	0	20	70	60	47.06	10.18	33.64
1066	0	0	70	60	54.06	-3.92	40.03
1067	0	100	40	60	30.69	46.83	7.78
1068	0	70	40	60	36.04	35.43	10.34
1069	0	40	40	60	42.55	21.70	13.68
1070	0	20	40	60	47.82	11.48	16.39
1071	0	0	40	60	55.03	-2.24	20.95
1072	0	100	20	60	30.87	47.52	0.79
1073	0	70	20	60	36.46	36.02	2.19
1074	0	40	20	60	43.29	22.32	4.37
1075	0	20	20	60	48.32	12.28	6.29
1076	0	0	20	60	55.62	-1.06	9.81
1077	0	100	0	60	31.12	48.05	-6.71
1078	0	70	0	60	36.96	36.50	-6.46
1079	0	40	0	60	44.06	22.92	-5.45
1080	0	20	0	60	49.28	13.06	-4.32
1081	0	0	0	60	56.11	0.44	-1.49
1082	0	100	100	70	25.64	37.19	25.08
1083	80	65	65	60	18.99	1.99	-1.54
1084	20	100	100	20	34.00	51.40	34.71
1085	20	70	100	20	42.55	36.42	44.94
1086	20	40	100	20	53.34	17.80	57.04
1087	20	20	100	20	61.36	3.52	65.33
1088	20	10	100	20	66.63	-6.29	70.66
1089	20	0	100	20	72.71	-16.87	76.50
1090	20	100	100	60	24.63	34.82	23.31
1091	20	70	100	60	29.53	24.15	30.01
1092	20	40	100	60	35.73	10.76	37.89
1093	20	20	100	60	40.53	0.71	43.59
1094	20	0	100	60	48.14	-13.13	51.70
1095	20	100	70	60	25.07	36.93	12.37
1096	20	70	70	60	29.64	25.95	16.75
1097	20	40	70	60	36.14	12.49	21.91
1098	20	20	70	60	41.15	2.41	25.78
1099	20	0	70	60	48.93	-11.23	31.74
1100	20	100	40	60	25.73	38.92	1.33
1101	20	70	40	60	30.66	27.77	3.70
1102	20	40	40	60	36.84	14.41	6.77
1103	20	20	40	60	41.98	4.48	9.23
1104	20	0	40	60	49.83	-8.88	13.32
1105	20	100	20	60	26.21	40.13	-5.49
1106	20	70	20	60	31.38	28.92	-4.19
1107	20	40	20	60	37.78	15.57	-2.21
1108	20	20	20	60	42.60	5.78	-0.48
1109	20	0	20	60	50.36	-7.23	2.54
1110	20	100	0	60	27.10	41.77	-12.62
1111	20	70	0	60	32.57	30.47	-12.35
1112	20	40	0	60	39.15	17.14	-11.53
1113	20	20	0	60	44.01	7.40	-10.61
1114	20	0	0	60	51.35	-5.13	-8.27
1115	40	40	0	70	29.32	10.01	-13.73
1116	80	65	65	40	23.63	2.69	-2.47
1117	40	100	100	20	28.19	39.68	26.04
1118	40	70	100	20	36.11	24.54	35.28
1119	40	40	100	20	46.36	5.89	46.42
1120	40	20	100	20	54.31	-8.44	54.30
1121	40	10	100	20	59.90	-18.20	59.37
1122	40	0	100	20	66.20	-28.41	64.95
1123	40	100	100	60	20.44	26.77	18.00
1124	40	70	100	60	25.13	16.01	23.89
1125	40	40	100	60	31.18	2.88	30.84
1126	40	20	100	60	36.19	-7.02	36.16
1127	40	0	100	60	43.93	-20.60	43.74
1128	40	100	70	60	21.04	29.23	7.00
1129	40	70	70	60	25.29	18.47	10.94
1130	40	40	70	60	31.54	5.28	15.53
1131	40	20	70	60	36.71	-4.64	19.12
1132	40	0	70	60	44.56	-18.03	24.60
1133	40	100	40	60	21.98	31.94	-3.95
1134	40	70	40	60	26.50	20.98	-1.80
1135	40	40	40	60	32.34	7.91	1.02
1136	40	20	40	60	37.49	-1.83	3.30
1137	40	0	40	60	45.28	-14.95	6.87
