ISO28178
ORIGINATOR "FOGRA, www.fogra.org"
DESCRIPTOR "FOGRA34"
CREATED "Feb 2003, based on FOGRA25"
INSTRUMENTATION "GRETAGMACBETH SpectroChart and SpectroScan, D50, 2 degree, geometry 45/0, no polarisation filter, substrate backing"
MEASUREMENT_SOURCE "GAS-FILLED TUNGSTEN"
PRINT_CONDITIONS "Offset cont. forms printing, according to proposed revision ISO/DIS 12647-2:2004, OFCOF, positive plates, screen 60/cm, paper type 4= uncoated, 120 g/m2, see readme"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K XYZ_X XYZ_Y XYZ_Z LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 1485
BEGIN_DATA
1	0	0	0	0	86.93	89.47	75.43	95.78	1.23	-1.40
2	0	10	0	0	77.22	75.95	65.35	89.84	8.14	-2.59
3	0	20	0	0	69.76	65.41	57.36	84.70	14.82	-3.58
4	0	30	0	0	62.80	55.43	49.71	79.29	22.69	-4.65
5	0	40	0	0	56.94	47.19	43.02	74.31	30.22	-5.28
6	0	55	0	0	49.50	37.28	34.28	67.48	40.51	-5.32
7	0	70	0	0	43.25	29.42	26.61	61.15	50.23	-4.15
8	0	85	0	0	38.98	24.29	21.22	56.38	57.73	-2.42
9	0	100	0	0	37.81	22.93	19.71	55.00	59.97	-1.69
10	10	0	0	0	73.98	78.02	71.25	90.79	-2.55	-6.35
11	10	10	0	0	67.50	68.12	63.42	86.07	4.02	-7.24
12	10	20	0	0	61.37	59.12	56.15	81.36	10.46	-8.07
13	10	30	0	0	55.34	50.26	48.77	76.23	18.00	-8.85
14	10	40	0	0	50.20	42.89	42.30	71.48	25.15	-9.25
15	10	55	0	0	43.70	33.97	33.81	64.94	35.21	-9.01
16	10	70	0	0	38.14	26.79	26.34	58.78	44.73	-7.78
17	10	85	0	0	34.27	22.05	21.09	54.08	52.08	-6.10
18	10	100	0	0	33.22	20.80	19.62	52.73	54.27	-5.41
19	20	0	0	0	63.34	68.61	68.13	86.31	-6.32	-11.25
20	20	10	0	0	58.26	60.41	61.16	82.06	0.03	-11.95
21	20	20	0	0	53.68	53.21	54.82	78.00	6.14	-12.47
22	20	30	0	0	48.51	45.42	47.79	73.17	13.31	-12.99
23	20	40	0	0	44.03	38.85	41.58	68.64	20.20	-13.23
24	20	55	0	0	38.34	30.83	33.32	62.36	29.91	-12.74
25	20	70	0	0	33.42	24.30	26.07	56.39	39.21	-11.43
26	20	85	0	0	29.97	19.97	20.93	51.80	46.45	-9.72
27	20	100	0	0	29.01	18.80	19.47	50.46	48.61	-9.02
28	30	0	0	0	54.23	60.53	66.05	82.13	-10.23	-16.54
29	30	10	0	0	50.01	53.51	59.41	78.17	-4.19	-16.91
30	30	20	0	0	46.15	47.26	53.41	74.36	1.63	-17.23
31	30	30	0	0	41.92	40.64	46.73	69.92	8.42	-17.35
32	30	40	0	0	38.05	34.80	40.69	65.60	15.02	-17.34
33	30	55	0	0	33.18	27.74	32.80	59.66	24.30	-16.63
34	30	70	0	0	28.87	21.84	25.77	53.86	33.38	-15.25
35	30	85	0	0	25.83	17.90	20.80	49.38	40.54	-13.63
36	30	100	0	0	24.98	16.82	19.35	48.04	42.73	-12.94
37	40	0	0	0	46.28	53.31	64.18	78.06	-13.96	-21.78
38	40	10	0	0	42.75	47.28	57.81	74.37	-8.26	-21.84
39	40	20	0	0	39.52	41.93	52.09	70.83	-2.83	-21.89
40	40	30	0	0	35.91	36.11	45.63	66.60	3.68	-21.76
41	40	40	0	0	32.69	31.08	39.86	62.58	9.95	-21.47
42	40	55	0	0	28.51	24.82	32.26	56.90	18.88	-20.57
43	40	70	0	0	24.80	19.57	25.47	51.35	27.70	-19.05
44	40	85	0	0	22.14	16.00	20.65	46.97	34.75	-17.47
45	40	100	0	0	21.38	15.01	19.25	45.65	36.88	-16.84
46	55	0	0	0	36.54	44.15	61.39	72.33	-18.92	-28.95
47	55	10	0	0	33.87	39.38	55.47	69.02	-13.70	-28.62
48	55	20	0	0	31.37	35.06	50.04	65.80	-8.67	-28.28
49	55	30	0	0	28.62	30.40	43.96	62.00	-2.68	-27.68
50	55	40	0	0	26.07	26.25	38.49	58.27	3.18	-27.07
51	55	55	0	0	22.84	21.13	31.39	53.09	11.59	-25.81
52	55	70	0	0	19.85	16.67	24.96	47.84	20.06	-24.20
53	55	85	0	0	17.65	13.59	20.35	43.64	26.85	-22.62
54	55	100	0	0	17.00	12.72	18.99	42.33	28.94	-21.99
55	70	0	0	0	28.92	36.64	58.71	67.00	-23.07	-35.46
56	70	10	0	0	26.82	32.79	53.06	63.99	-18.37	-34.73
57	70	20	0	0	24.94	29.36	47.98	61.10	-13.73	-34.02
58	70	30	0	0	22.80	25.58	42.29	57.63	-8.18	-33.11
59	70	40	0	0	20.84	22.21	37.13	54.25	-2.75	-32.16
60	70	55	0	0	18.29	17.98	30.45	49.47	5.12	-30.60
61	70	70	0	0	15.97	14.27	24.46	44.62	13.25	-28.84
62	70	85	0	0	14.23	11.67	20.10	40.68	19.93	-27.19
63	70	100	0	0	13.72	10.93	18.81	39.46	22.00	-26.58
64	85	0	0	0	23.69	31.25	56.29	62.72	-26.13	-40.36
65	85	10	0	0	22.05	28.09	51.01	59.97	-21.66	-39.41
66	85	20	0	0	20.54	25.26	46.22	57.33	-17.45	-38.45
67	85	30	0	0	18.85	22.13	40.85	54.17	-12.25	-37.26
68	85	40	0	0	17.28	19.32	35.99	51.05	-7.10	-36.08
69	85	55	0	0	15.20	15.70	29.64	46.58	0.35	-34.29
70	85	70	0	0	13.32	12.52	23.95	42.04	8.28	-32.37
71	85	85	0	0	11.91	10.29	19.82	38.36	14.71	-30.61
72	85	100	0	0	11.48	9.65	18.59	37.20	16.68	-29.98
73	100	0	0	0	21.99	29.45	55.33	61.18	-27.15	-42.01
74	100	10	0	0	20.52	26.53	50.28	58.54	-22.78	-41.06
75	100	20	0	0	19.15	23.92	45.57	56.01	-18.68	-39.95
76	100	30	0	0	17.56	20.97	40.28	52.92	-13.65	-38.67
77	100	40	0	0	16.14	18.37	35.56	49.94	-8.63	-37.41
78	100	55	0	0	14.22	14.96	29.34	45.58	-1.25	-35.52
79	100	70	0	0	12.47	11.95	23.74	41.14	6.60	-33.54
80	100	85	0	0	11.16	9.83	19.67	37.54	12.89	-31.71
81	100	100	0	0	10.77	9.23	18.46	36.42	14.82	-31.05
82	0	0	10	0	82.62	85.72	62.70	94.19	-0.07	7.46
83	0	10	10	0	75.24	74.50	56.03	89.16	7.06	5.50
84	0	20	10	0	68.39	64.51	49.67	84.23	13.88	3.92
85	0	30	10	0	61.65	54.70	43.43	78.87	21.84	2.07
86	0	40	10	0	55.92	46.59	37.86	73.93	29.37	0.78
87	0	55	10	0	48.66	36.80	30.46	67.13	39.76	-0.16
88	0	70	10	0	42.66	29.13	23.92	60.90	49.53	0.20
89	0	85	10	0	38.53	24.14	19.26	56.23	56.97	1.36
90	0	100	10	0	37.36	22.76	17.91	54.83	59.24	1.91
91	10	0	10	0	71.77	76.37	60.77	90.03	-3.91	2.18
92	10	10	10	0	65.79	66.95	54.69	85.48	2.79	0.57
93	10	20	10	0	60.00	58.23	48.69	80.87	9.34	-0.75
94	10	30	10	0	54.17	49.52	42.62	75.78	16.99	-2.25
95	10	40	10	0	49.16	42.25	37.23	71.04	24.25	-3.34
96	10	55	10	0	42.85	33.51	30.12	64.57	34.28	-4.04
97	10	70	10	0	37.51	26.47	23.72	58.48	43.96	-3.59
98	10	85	10	0	33.77	21.84	19.14	53.86	51.36	-2.45
99	10	100	10	0	32.73	20.58	17.80	52.49	53.60	-1.89
