ISO28178
ORIGINATOR "FOGRA, www.fogra.org"
DESCRIPTOR "FOGRA36"
CREATED "Feb 2003, based on FOGRA32"
INSTRUMENTATION "GRETAGMACBETH SpectroChart and SpectroScan, D50, 2 degree, geometry 45/0, no polarisation filter, substrate backing"
MEASUREMENT_SOURCE "GAS-FILLED TUNGSTEN"
PRINT_CONDITIONS "Offset cont. forms printing, according to revision ISO/DIS 12647-2:2004, OFCOF, negative plates, screen 54/cm, paper type 4 = uncoated, 120 g/m2, see readme"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID CMYK_C CMYK_M CMYK_Y CMYK_K XYZ_X XYZ_Y XYZ_Z LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 1485
BEGIN_DATA
1	0	0	0	0	86.93	89.47	75.43	95.78	1.23	-1.40
2	0	10	0	0	76.57	75.04	64.67	89.41	8.65	-2.67
3	0	20	0	0	68.29	63.30	55.77	83.60	16.38	-3.81
4	0	30	0	0	61.39	53.42	48.12	78.12	24.44	-4.83
5	0	40	0	0	55.56	45.31	41.42	73.09	32.05	-5.36
6	0	55	0	0	48.35	35.79	32.89	66.36	42.22	-5.20
7	0	70	0	0	42.54	28.54	25.72	60.38	51.43	-3.93
8	0	85	0	0	38.76	24.03	20.94	56.12	58.15	-2.29
9	0	100	0	0	37.81	22.93	19.71	55.00	59.97	-1.69
10	10	0	0	0	73.08	77.22	70.96	90.42	-2.84	-6.72
11	10	10	0	0	66.28	66.79	62.66	85.40	4.21	-7.66
12	10	20	0	0	59.53	56.82	54.52	80.08	11.63	-8.57
13	10	30	0	0	53.57	48.09	47.16	74.88	19.31	-9.30
14	10	40	0	0	48.53	40.91	40.70	70.11	26.55	-9.56
15	10	55	0	0	42.28	32.39	32.42	63.66	36.48	-9.15
16	10	70	0	0	37.13	25.79	25.45	57.84	45.49	-7.83
17	10	85	0	0	33.73	21.65	20.80	53.66	52.06	-6.25
18	10	100	0	0	32.89	20.65	19.61	52.56	53.84	-5.68
19	20	0	0	0	61.73	67.19	67.75	85.60	-6.98	-12.13
20	20	10	0	0	56.45	58.64	60.36	81.09	-0.21	-12.82
21	20	20	0	0	51.37	50.65	53.17	76.47	6.78	-13.33
22	20	30	0	0	46.31	43.04	46.14	71.58	14.08	-13.79
23	20	40	0	0	41.97	36.67	39.93	67.03	21.04	-13.88
24	20	55	0	0	36.57	29.10	31.92	60.87	30.59	-13.20
