ECI2002     
# 1485 patches, random layout
ORIGINATOR      "System Brunner AG, www.systembrunner.ch, Copyright 2004 System Brunner AG"
DESCRIPTOR      "EUROSB104S"
CREATED	"7/5/2004"  # Time: 19:20
INSTRUMENTATION "GretagMacbeth SpectroScanT, Illumination=D50, ObserverAngle=2 degree, Geometry 45/0, WhiteBase=Absolute, Filter=No, White backing"
PRINT_CONDITIONS        "Offset printing, according to Eurostandard System Brunner specification, within ISO 12647-2:2004 tolerances, paper type coated/semi-matte, 115 g/m2, TVI 15%, screen ruling 60 L/cm, for further information see documentation"
KEYWORD	"SampleID"
KEYWORD	"SAMPLE_NAME"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SampleID	SAMPLE_NAME	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1485						
BEGIN_DATA							
383	M7	15.61	17.91	19.53	49.39	-9.32	-10.98
365	M8	28.72	27.90	21.74	59.80	7.19	2.47
347	M9	39.56	35.69	23.05	66.28	16.88	11.10
329	M10	52.81	45.07	24.64	72.94	25.74	19.65
1118	M11	3.26	4.11	7.43	24.03	-10.93	-20.64
1163	M12	4.71	5.63	3.42	28.47	-8.90	7.43
1108	M13	8.82	8.60	8.76	35.20	4.60	-6.42
1153	M14	9.89	9.42	3.77	36.78	6.56	19.47
1098	M15	13.94	12.24	9.54	41.60	14.14	1.87
77	M16	10.50	12.95	34.67	42.69	-14.23	-48.62
707	M17	12.79	15.75	4.58	46.64	-15.03	31.70
41	M18	32.70	30.33	41.10	61.94	12.75	-24.17
671	M19	35.25	32.15	4.70	63.47	14.97	60.08
5	M20	57.32	48.01	46.04	74.83	28.90	-8.06
1168	M21	2.56	3.76	3.22	22.87	-18.45	-0.83
1113	M22	5.45	5.94	7.98	29.25	-3.21	-13.78
1158	M23	7.67	7.83	3.61	33.62	1.20	15.08
1103	M24	11.35	10.44	9.34	38.62	9.58	-2.58
1148	M25	12.67	11.39	3.99	40.23	11.82	24.05
1266	M26	1.45	1.68	2.19	13.71	-4.76	-8.40
1281	M27	1.84	2.17	1.28	16.34	-5.78	5.81
1260	M28	2.45	2.48	2.13	17.84	1.13	-0.81
919	M29	28.84	25.91	3.83	57.95	15.64	55.64
231	M30	10.54	11.40	22.01	40.25	-3.39	-31.77
618	M31	16.06	15.63	5.70	46.48	5.80	25.63
195	M32	30.93	25.41	25.54	57.47	25.60	-8.63
582	M33	36.48	28.79	6.15	60.60	31.47	47.91
7	N1	42.83	28.37	28.14	60.22	52.98	-8.33
669	N2	41.22	42.23	5.47	71.03	1.52	69.08
43	N3	24.29	17.90	26.54	49.37	34.00	-24.34
705	N4	15.11	20.99	5.21	52.94	-27.61	39.19
79	N5	7.66	7.50	23.69	32.91	4.10	-47.63
1147	N6	14.62	14.38	4.60	44.78	4.62	28.41
1104	N7	9.11	6.94	6.52	31.66	22.31	-3.67
1157	N8	8.82	9.91	4.19	37.68	-6.05	18.47
1114	N9	4.59	4.12	5.93	24.08	8.40	-14.04
1167	N10	2.90	4.79	3.79	26.14	-26.20	1.01
331	N11	40.61	27.54	15.80	59.47	49.49	14.84
345	N12	46.87	47.57	28.95	74.55	2.85	15.05
367	N13	21.86	16.69	14.23	47.87	29.57	-1.22
381	N14	18.33	23.67	23.72	55.76	-21.83	-8.28
403	N15	5.69	6.65	12.58	31.00	-7.95	-25.81
1097	N16	15.83	15.24	11.44	45.96	6.71	3.29
1154	N17	7.96	6.27	2.82	30.09	19.04	14.56
1107	N18	10.00	10.66	10.52	39.00	-2.13	-5.83
1164	N19	3.84	3.74	2.73	22.79	3.53	2.64
1117	N20	3.74	5.28	9.08	27.53	-18.36	-20.81
655	N21	38.08	25.99	3.67	58.03	47.74	56.74
21	N22	53.21	52.30	56.31	77.46	7.27	-14.96
691	N23	19.33	15.22	3.56	45.94	25.66	36.64
57	N24	22.46	26.32	47.13	58.34	-12.79	-37.79
727	N25	4.14	6.03	3.81	29.48	-21.00	6.67
166	N26	60.35	54.43	39.52	78.71	19.46	6.80
602	N27	21.49	14.09	4.44	44.36	42.99	28.54
202	N28	32.97	33.42	34.40	64.50	2.65	-10.63
638	N29	6.04	5.89	4.45	29.13	4.08	2.25
767	N30	52.05	51.80	41.78	77.16	5.57	1.20
1279	N31	2.16	2.16	1.24	16.33	1.58	6.41
785	N32	29.79	32.95	36.30	64.12	-7.31	-13.99
1285	N33	1.34	1.58	1.17	13.12	-5.28	1.82
1116	O1	4.18	6.54	10.38	30.73	-25.80	-19.66
1165	O2	3.30	2.65	2.23	18.59	13.32	-0.43
1106	O3	11.66	13.54	12.80	43.56	-9.49	-4.77
1155	O4	6.88	4.39	2.25	24.93	30.93	10.40
1096	O5	19.21	20.11	14.44	51.96	-0.90	5.29
729	O6	3.41	3.60	3.13	22.31	-0.98	-1.16
55	O7	27.56	35.58	59.30	66.20	-24.95	-37.44
693	O8	16.25	9.80	3.05	37.49	45.65	25.61
19	O9	64.10	69.40	71.16	86.70	-6.29	-13.32
657	O10	32.04	17.35	3.00	48.70	67.44	45.32
1166	O11	3.20	5.92	4.29	29.22	-34.15	3.33
1115	O12	3.78	2.75	4.29	19.02	18.95	-14.27
1156	O13	9.69	11.86	4.80	40.99	-13.20	20.75
1105	O14	7.22	4.40	4.26	24.95	34.25	-3.87
1146	O15	16.69	17.87	5.43	49.34	-2.99	31.90
405	O16	4.57	4.01	9.36	23.72	9.77	-28.35
379	O17	22.42	31.89	29.45	63.25	-34.12	-5.25
369	O18	17.53	10.18	9.61	38.16	49.79	-4.29
343	O19	56.57	63.20	35.96	83.55	-10.52	19.99
333	O20	33.12	17.45	9.77	48.82	70.79	13.55
81	O21	5.89	4.44	16.78	25.08	19.84	-46.79
703	O22	17.29	26.98	5.99	58.96	-41.13	45.81
45	O23	18.84	10.50	16.69	38.73	54.26	-23.04
667	O24	49.20	55.77	6.35	79.48	-12.00	79.55
9	O25	34.51	17.80	17.03	49.25	73.76	-5.70
755	O26	18.05	22.19	37.58	54.23	-16.71	-32.80
1283	O27	1.67	1.60	1.07	13.20	3.48	3.39
743	O28	40.71	42.14	44.68	70.97	0.22	-13.08
921	O29	19.44	11.17	2.56	39.86	52.43	33.45
227	O30	16.19	23.19	36.61	55.27	-31.36	-29.67
702	O31	11.65	7.74	3.09	33.43	34.14	18.34
191	O32	46.95	50.77	44.71	76.54	-5.53	-3.51
666	O33	27.38	15.25	3.04	45.98	61.49	40.30
72	P1	7.91	5.35	16.61	27.72	28.82	-41.85
340	P2	35.02	24.43	15.45	56.52	44.14	10.60
483	P3	5.91	8.42	11.06	34.85	-22.06	-14.70
1047	P4	24.93	24.31	3.24	56.40	6.48	56.83
966	P5	7.93	11.85	25.13	40.97	-28.15	-36.35
1041	P6	4.86	9.69	6.61	37.28	-45.00	5.62
972	P7	29.93	28.69	21.18	60.51	8.77	4.80
1043	P8	3.64	5.85	5.05	29.03	-26.39	-1.18
332	P9	36.29	21.53	12.50	53.52	61.34	13.23
153	P10	7.65	5.39	15.18	27.83	25.96	-38.20
1020	P11	2.96	2.69	5.30	18.76	6.73	-20.17
341	P12	31.09	18.92	12.14	50.59	55.83	9.22
645	P13	4.86	7.82	5.28	33.61	-29.13	5.54
337	P14	49.35	46.18	26.18	73.66	13.50	18.17
1016	P15	5.72	10.21	12.61	38.21	-38.61	-13.48
975	P16	15.97	8.80	7.13	35.60	52.15	0.53
1026	P17	23.34	26.52	8.46	58.53	-9.65	34.88
985	P18	9.43	5.72	7.02	28.69	37.72	-10.92
1036	P19	9.75	14.41	7.18	44.81	-29.20	16.22
995	P20	3.29	2.77	7.01	19.11	10.84	-27.40
839	P21	48.22	48.65	25.25	75.23	3.65	22.50
413	P22	35.71	21.38	9.14	53.36	60.10	23.53
857	P23	27.45	31.41	22.50	62.85	-10.93	6.25
449	P24	18.68	12.58	8.61	42.13	38.75	6.06
869	P25	7.51	13.11	17.47	42.93	-40.44	-17.60
504	P26	27.70	15.30	5.42	46.04	62.51	26.24
1403	P27	2.13	2.17	1.91	16.35	0.83	-1.23
540	P28	12.07	7.88	5.29	33.73	35.77	5.68
137	P29	23.31	29.52	45.10	61.24	-21.47	-30.37
585	P30	27.54	15.38	3.93	46.15	61.40	34.68
190	P31	51.58	58.56	49.95	81.05	-12.44	-1.87
621	P32	11.96	7.92	3.97	33.82	34.65	13.12
226	P33	18.04	27.05	40.60	59.02	-37.40	-28.56
388	Q1	15.94	25.67	27.80	57.72	-43.35	-12.08
354	Q2	39.89	41.94	27.61	70.83	-1.70	10.85
392	Q3	11.15	14.51	18.85	44.96	-19.16	-17.16
954	Q4	16.28	11.90	14.14	41.06	30.38	-12.73
1065	Q5	4.65	3.64	2.10	22.43	16.41	7.41
990	Q6	5.66	3.89	7.03	23.31	24.84	-20.23
1029	Q7	14.20	10.91	4.37	39.43	25.11	20.44
988	Q8	9.40	10.43	14.34	38.60	-5.19	-17.49
346	Q9	43.21	41.59	26.09	70.59	9.40	13.02
380	Q10	20.43	27.65	26.64	59.57	-27.65	-6.93
1011	Q11	11.29	15.72	14.59	46.61	-25.28	-4.31
355	Q12	36.90	36.88	25.02	67.19	4.45	9.06
393	Q13	9.31	10.86	15.42	39.35	-9.17	-18.92
359	Q14	23.02	14.85	11.92	45.43	45.41	0.96
1015	Q15	5.25	3.81	5.20	23.02	21.32	-12.33
1044	Q16	2.94	3.72	3.82	22.74	-10.85	-5.00
987	Q17	10.49	12.85	16.84	42.54	-13.60	-16.84
1034	Q18	10.43	8.54	4.25	35.08	18.04	13.66
977	Q19	23.45	23.69	20.02	55.78	2.72	-0.99
1024	Q20	18.35	13.28	4.61	43.18	32.54	25.59
461	Q21	18.64	26.22	18.69	58.25	-30.92	6.09
447	Q22	23.92	20.99	12.78	52.94	17.03	11.45
425	Q23	49.67	53.35	22.68	78.08	-4.69	32.16
411	Q24	44.64	34.16	14.09	65.09	37.29	28.85
844	Q25	45.39	49.37	26.81	75.68	-6.21	20.56
637	Q26	6.71	7.74	4.97	33.44	-7.40	6.83
129	Q27	28.43	32.00	42.95	63.34	-9.20	-24.11
601	Q28	23.79	18.08	5.09	49.59	30.88	34.06
1398	Q29	8.20	8.50	7.82	35.00	0.07	-3.26
629	Q30	9.19	7.70	4.46	33.36	15.63	9.46
130	Q31	26.21	28.01	38.56	59.90	-3.25	-24.36
593	Q32	25.57	16.29	4.35	47.35	48.17	34.20
94	Q33	53.81	49.74	44.93	75.91	15.49	-4.87
36	R1	22.21	12.08	16.94	41.35	59.29	-19.11
376	R2	16.32	13.45	14.13	43.43	20.42	-8.60
374	R3	21.55	22.66	20.83	54.72	-1.39	-4.49
1057	R4	14.35	16.27	3.17	47.33	-8.02	41.67
956	R5	22.56	25.71	30.69	57.76	-9.83	-16.67
1031	R6	17.48	21.49	8.01	53.48	-16.52	27.86
982	R7	18.33	19.68	19.35	51.47	-3.31	-7.01
1033	R8	13.39	13.71	5.84	43.82	1.11	20.42
368	R9	19.49	12.97	12.00	42.72	40.35	-3.94
603	R10	20.10	11.82	4.10	40.93	51.06	24.61
1010	R11	9.00	5.61	5.35	28.40	35.46	-3.79
377	R12	14.29	10.21	11.51	38.22	30.91	-10.24
375	R13	18.36	17.22	16.80	48.54	9.45	-6.39
373	R14	23.07	25.86	22.84	57.90	-8.11	-2.95
1006	R15	19.12	22.88	16.14	54.95	-14.24	6.23
973	R16	25.02	21.74	16.67	53.75	18.27	2.89
1028	R17	17.49	16.50	5.87	47.63	8.77	26.85
983	R18	15.55	15.08	15.58	45.74	6.02	-8.30
1038	R19	7.65	9.28	5.38	36.52	-11.53	10.05
993	R20	4.98	6.62	12.92	30.93	-16.04	-26.89
846	R21	38.71	38.39	22.05	68.31	5.46	16.52
409	R22	56.28	51.66	19.89	77.08	16.65	36.00
427	R23	42.01	40.75	18.41	70.00	8.36	26.97
445	R24	29.88	31.31	17.18	62.77	-1.17	17.26
463	R25	15.65	19.85	15.44	51.67	-18.95	2.27
581	R26	41.63	36.99	7.36	67.27	18.97	54.18
105	R27	36.64	29.11	30.62	60.88	30.78	-11.19
617	R28	18.14	20.11	6.46	51.96	-6.45	31.60
141	R29	15.41	14.87	27.06	45.46	6.45	-31.97
573	R30	42.84	32.72	6.13	63.93	37.01	53.72
194	R31	35.83	33.13	31.92	64.27	13.47	-7.35
609	R32	22.24	19.82	5.73	51.63	15.11	34.40
1401	R33	1.71	1.76	1.47	14.18	0.18	-0.22
352	S1	47.86	55.52	33.83	79.34	-15.07	15.79
390	S2	13.44	19.49	23.11	51.26	-30.66	-14.91
356	S3	34.24	32.19	22.72	63.50	11.40	6.94
964	S4	7.83	6.75	12.99	31.23	12.97	-26.58
1055	S5	11.25	6.86	2.05	31.49	39.63	23.53
980	S6	12.35	7.08	7.14	31.98	45.25	-5.73
1039	S7	6.05	5.92	4.01	29.22	3.73	4.97
978	S8	20.23	18.62	16.35	50.24	11.58	-2.40
382	S9	16.98	20.85	21.80	52.78	-16.21	-9.76
344	S10	51.10	54.48	31.90	78.74	-3.73	17.64
1001	S11	25.61	28.64	17.23	60.46	-8.16	13.17
391	S12	12.03	16.69	20.46	47.87	-25.45	-15.54
357	S13	29.34	24.58	18.06	56.66	23.12	4.73
395	S14	7.28	6.41	11.03	30.42	11.27	-22.23
1005	S15	11.92	7.04	5.42	31.89	42.68	1.88
724	S16	5.91	11.67	4.93	40.69	-47.19	19.54
475	S17	7.62	8.17	9.86	34.34	-2.38	-11.71
453	S18	23.61	28.49	17.74	60.33	-16.19	11.77
439	S19	25.47	19.17	11.04	50.88	32.55	13.02
417	S20	52.01	51.58	21.22	77.03	6.03	33.20
969	S21	4.42	4.36	12.10	24.84	2.94	-35.06
1062	S22	8.11	11.21	3.20	39.93	-21.97	28.74
959	S23	12.81	9.89	14.14	37.65	23.89	-18.61
1052	S24	19.78	20.68	3.26	52.60	-0.79	50.14
949	S25	20.71	14.53	14.84	44.99	36.57	-7.74
633	S26	10.21	16.87	7.38	48.10	-39.72	21.06
133	S27	17.94	14.41	23.14	44.81	23.35	-26.07
597	S28	35.70	38.26	8.20	68.21	-3.95	52.54
97	S29	37.15	25.80	25.32	57.85	45.52	-7.58
625	S30	14.04	18.58	7.09	50.19	-22.26	25.84
134	S31	15.74	10.83	18.60	39.29	34.94	-26.41
589	S32	39.17	38.27	7.84	68.22	7.28	53.94
98	S33	33.20	20.20	20.16	52.06	57.09	-7.69
741	T1	21.43	11.49	12.98	40.39	59.79	-10.76
485	T2	4.76	5.12	8.38	27.08	-2.33	-19.03
338	T3	45.92	40.58	23.97	69.88	20.29	15.59
1067	T4	3.86	7.36	3.29	32.62	-38.46	15.50
946	T5	37.73	38.98	34.68	68.74	0.45	-3.73
1021	T6	31.12	33.21	9.27	64.33	-3.28	42.00
992	T7	5.82	8.63	15.47	35.26	-24.77	-26.10
1023	T8	23.07	20.43	6.52	52.32	15.92	31.96
566	T9	4.40	5.03	6.27	26.81	-5.85	-10.90
777	T10	21.26	11.59	11.82	40.56	58.25	-7.15
1000	T11	15.63	8.81	5.61	35.62	50.12	7.38
647	T12	4.00	4.79	4.54	26.13	-8.48	-3.42
339	T13	39.59	31.23	19.35	62.70	32.41	12.35
643	T14	6.21	11.95	6.67	41.13	-45.87	12.01
996	T15	33.16	35.05	18.20	65.79	-2.22	20.16
415	T16	61.87	67.71	25.49	85.86	-7.78	40.41
261	T17	28.93	15.60	11.65	46.45	65.56	3.51
451	T18	28.47	37.90	21.82	67.95	-28.89	16.35
297	T19	13.55	8.39	11.61	34.79	41.00	-16.45
146	T20	17.78	24.52	43.45	56.60	-28.34	-36.35
1050	T21	15.19	8.86	2.12	35.72	47.12	30.12
951	T22	30.36	32.81	33.54	64.01	-4.71	-10.22
1060	T23	8.70	5.74	2.12	28.74	31.45	18.08
961	T24	13.87	17.71	28.08	49.14	-18.82	-27.34
1070	T25	2.35	2.58	2.18	18.26	-2.61	-0.53
577	T26	57.92	63.64	10.58	83.78	-8.21	71.18
522	T27	20.24	11.87	5.49	41.01	51.40	17.25
613	T28	25.64	35.08	9.33	65.81	-31.09	44.32
1400	T29	1.53	1.59	1.26	13.15	0.03	0.67
569	T30	62.53	63.19	10.10	83.54	3.74	72.32
117	T31	22.34	12.42	15.72	41.87	57.64	-15.32
605	T32	32.43	38.28	8.76	68.23	-15.35	50.52
80	T33	6.90	5.99	20.53	29.38	11.96	-47.56
772	U1	49.73	53.14	44.76	77.96	-4.02	-1.13
773	U2	45.28	46.27	40.16	73.72	1.92	-2.64
1399	U3	1.31	1.37	1.05	11.75	-0.16	1.16
737	U4	46.79	47.44	46.52	74.47	2.97	-9.25
1408	U5	2.28	1.89	4.16	14.90	10.30	-20.62
1409	U6	2.47	4.52	2.13	25.33	-30.82	12.14
1410	U7	6.50	4.23	1.49	24.41	29.28	17.15
1411	U8	7.51	7.25	8.73	32.38	4.96	-11.20
1412	U9	8.30	9.76	7.17	37.41	-9.48	3.48
1413	U10	10.20	9.18	5.69	36.33	10.95	8.19
940	U11	6.10	13.33	4.79	43.25	-56.20	24.69
759	U12	8.40	5.42	12.88	27.89	32.44	-32.03
928	U13	24.14	30.13	4.83	61.77	-20.10	56.41
747	U14	18.72	10.25	12.88	38.28	55.57	-14.11
910	U15	45.53	48.39	5.11	75.07	-3.18	77.86
917	U16	36.02	37.86	4.66	67.92	-1.61	67.96
881	U17	37.98	39.92	11.49	69.41	-1.61	43.57
1211	U18	2.03	1.73	3.09	14.01	8.79	-15.21
672	U19	31.25	25.53	4.21	57.59	26.24	52.67
26	U20	29.14	17.87	22.11	49.34	53.91	-16.30
717	U21	7.62	10.07	4.36	37.97	-18.02	18.02
1227	U22	1.78	1.68	2.15	13.68	4.16	-8.09
510	U23	32.73	26.80	9.29	58.79	26.43	32.38
269	U24	27.70	17.30	14.42	48.63	51.33	-0.39
555	U25	8.18	10.45	7.92	38.63	-15.78	2.59
396	U26	6.75	5.26	9.88	27.45	18.79	-23.66
290	U27	29.11	35.43	34.30	66.08	-18.38	-7.76
360	U28	21.21	12.10	9.95	41.37	54.53	0.08
254	U29	60.81	62.79	40.78	83.33	0.64	13.12
477	U30	6.36	5.14	7.38	27.12	16.19	-15.12
47	U31	33.03	38.11	55.85	68.10	-12.66	-30.62
441	U32	20.97	12.12	7.52	41.40	53.29	8.95
11	U33	66.12	66.85	65.55	85.43	3.72	-10.37
1429	V1	68.24	71.67	66.52	87.81	-1.88	-7.17
1404	V2	2.37	2.41	2.12	17.52	0.98	-1.25
1431	V3	64.33	65.58	61.89	84.78	2.50	-7.98
1390	V4	10.08	10.61	9.46	38.91	-1.17	-2.50
1433	V5	66.75	70.50	60.33	87.24	-2.68	-2.19
1386	V6	31.46	32.74	30.03	63.95	-0.39	-4.96
1435	V7	62.92	64.51	56.39	84.23	1.66	-3.37
1405	V8	3.78	5.38	10.23	27.78	-18.86	-24.27
1406	V9	7.26	4.33	4.28	24.73	35.62	-4.39
1407	V10	11.80	12.69	2.26	42.30	-3.07	40.26
732	V11	48.66	46.04	42.69	73.57	12.00	-6.14
926	V12	20.09	15.14	3.02	45.82	29.94	40.15
750	V13	28.54	29.89	37.68	61.56	-1.10	-20.31
938	V14	7.77	7.69	3.06	33.32	3.34	18.30
762	V15	9.60	13.18	31.12	43.04	-22.78	-42.72
736	V16	50.70	53.69	51.36	78.28	-2.82	-8.23
811	V17	34.36	30.51	24.76	62.09	17.90	0.73
14	V18	50.27	43.47	45.37	71.87	23.67	-12.36
688	V19	27.08	28.81	5.09	60.61	-2.79	53.04
1206	V20	3.21	2.86	4.22	19.49	7.87	-13.03
1245	V21	6.27	5.85	1.65	29.02	7.04	23.38
257	V22	47.38	41.88	29.19	70.79	20.46	8.17
526	V23	28.83	30.57	11.70	62.14	-2.45	30.41
1222	V24	2.85	2.75	2.74	19.00	3.65	-3.93
1229	V25	6.62	6.13	2.46	29.73	7.63	16.85
503	V26	30.06	18.75	6.51	50.39	52.87	28.67
274	V27	38.08	37.71	30.44	67.81	5.59	1.05
1239	V28	2.33	2.04	1.65	15.69	8.06	0.35
1225	V29	2.11	2.64	3.25	18.56	-9.10	-8.46
665	V30	29.28	18.19	3.27	49.72	52.79	45.14
31	V31	42.34	40.74	48.75	69.99	9.40	-19.58
1255	V32	2.20	1.99	1.32	15.42	6.33	3.75
1209	V33	2.43	2.75	5.17	19.02	-4.40	-19.09
1480	W1	16.99	16.32	20.26	47.39	7.10	-15.96
1481	W2	33.18	35.35	18.85	66.02	-3.16	19.15
1482	W3	33.26	34.77	18.44	65.57	-0.94	19.25
1483	W4	32.32	34.06	18.46	65.01	-1.87	18.25
1484	W5	19.38	22.86	16.13	54.93	-12.83	6.21
1485	W6	24.14	21.45	12.69	53.44	15.83	12.57
1425	W7	71.74	73.09	69.04	88.49	2.69	-8.32
1426	W8	74.92	79.08	67.45	91.27	-2.71	-2.07
1368	W9	4.13	4.88	4.56	26.38	-7.68	-3.11
1428	W10	70.52	72.25	62.91	88.09	1.82	-3.26
943	W11	4.46	7.92	3.74	33.82	-35.27	14.61
757	W12	14.75	15.72	28.00	46.60	-2.39	-31.59
931	W13	18.28	18.62	3.68	50.24	1.71	43.29
745	W14	32.15	28.92	32.23	60.71	16.07	-13.96
913	W15	33.52	29.19	3.83	60.95	19.88	60.82
882	W16	35.51	35.60	10.81	66.21	4.05	40.16
880	W17	41.91	46.07	13.09	73.59	-7.40	46.18
67	W18	15.88	19.10	40.84	50.80	-13.88	-43.05
1248	W19	5.02	6.11	1.86	29.69	-10.25	22.30
30	W20	46.31	46.80	54.69	74.06	3.39	-19.12
713	W21	11.23	19.44	5.75	51.20	-45.51	33.54
310	W22	12.98	17.37	25.23	48.72	-22.70	-23.17
1232	W23	5.24	6.28	2.88	30.10	-9.37	14.11
273	W24	41.88	43.57	33.81	71.94	-0.39	3.06
551	W25	12.03	20.19	12.01	52.05	-43.45	12.12
1226	W26	1.97	2.10	2.66	16.01	-1.27	-8.43
517	W27	34.10	34.53	12.24	65.38	2.82	34.44
276	W28	30.18	25.15	21.89	57.22	23.90	-2.28
1241	W29	1.93	2.59	2.17	18.33	-12.18	-0.29
1210	W30	2.20	2.11	3.94	16.05	3.57	-17.32
679	W31	32.47	33.00	5.09	64.16	2.36	59.17
33	W32	33.01	26.92	34.59	58.90	26.95	-20.56
1257	W33	1.80	2.52	1.59	18.03	-14.06	5.08
1418	X1	76.71	79.79	71.69	91.59	-0.45	-5.36
1471	X2	26.90	23.38	23.08	55.46	18.69	-7.61
1416	X3	81.20	82.99	71.08	93.01	2.30	-2.37
1473	X4	36.76	38.34	33.84	68.27	-0.68	-3.31
1474	X5	22.89	26.15	30.15	58.18	-10.16	-15.10
1450	X6	55.60	47.14	45.17	74.28	27.03	-7.97
1402	X7	1.93	1.97	1.70	15.33	0.68	-0.84
1451	X8	53.55	45.71	44.89	73.36	25.83	-9.21
1478	X9	27.13	23.53	22.15	55.61	18.96	-5.56
1479	X10	26.46	23.11	22.16	55.19	18.05	-6.31
238	X11	10.20	14.82	28.85	45.39	-28.17	-35.07
114	X12	31.98	26.30	30.02	58.32	25.75	-14.65
607	X13	27.34	29.17	7.43	60.93	-3.12	42.97
726	X14	4.91	7.97	4.28	33.92	-29.88	11.48
571	X15	52.86	48.28	8.10	75.00	16.97	64.63
797	X16	9.83	14.79	29.70	45.35	-30.90	-36.51
885	X17	19.90	11.27	4.36	40.03	53.97	21.53
10	X18	73.05	77.26	73.32	90.44	-2.97	-8.78
296	X19	14.98	10.57	13.78	38.85	32.37	-15.57
38	X20	43.30	47.27	59.20	74.36	-6.58	-23.27
259	X21	36.29	25.60	19.06	57.66	43.51	4.28
496	X22	60.19	65.85	17.43	84.92	-7.68	54.87
701	X23	12.81	9.61	3.38	37.14	26.08	22.64
524	X24	33.90	39.73	13.88	69.28	-14.68	36.63
664	X25	32.42	23.09	3.70	55.17	40.93	51.64
499	X26	46.43	44.06	12.70	72.27	11.43	45.01
278	X27	23.70	15.23	14.30	45.95	46.16	-4.70
535	X28	20.89	24.29	11.02	56.38	-11.66	22.55
314	X29	7.76	6.59	13.13	30.86	13.90	-27.59
661	X30	44.21	41.75	5.11	70.70	11.86	70.34
35	X31	25.15	15.72	21.60	46.61	49.61	-20.01
697	X32	19.65	23.15	4.99	55.23	-12.77	44.32
71	X33	9.07	7.11	20.29	32.05	20.27	-42.46
1455	Y1	54.87	46.36	43.19	73.78	27.36	-6.40
1461	Y2	69.90	72.80	35.19	88.35	-0.61	29.36
1448	Y3	46.08	52.67	63.54	77.68	-12.87	-21.82
1449	Y4	44.65	50.48	61.68	76.36	-11.28	-22.29
1464	Y5	50.72	43.72	23.61	72.04	24.13	19.99
1465	Y6	48.67	42.30	23.56	71.08	22.76	18.43
1419	Y7	78.00	79.52	70.43	91.47	2.66	-4.44
1467	Y8	36.59	38.07	34.54	68.07	-0.37	-4.68
1468	Y9	37.37	38.19	34.25	68.16	1.79	-4.10
1469	Y10	36.27	37.32	34.10	67.52	0.94	-4.99
945	Y11	3.03	3.19	2.70	20.79	-0.74	-0.52
754	Y12	20.86	26.66	42.47	58.66	-21.63	-31.57
933	Y13	12.07	7.57	2.58	33.07	38.62	21.63
742	Y14	45.27	48.95	50.00	75.42	-5.43	-11.64
915	Y15	22.53	12.61	2.56	42.17	57.23	37.43
884	Y16	24.03	17.47	5.98	48.85	35.11	28.42
833	Y17	9.27	14.63	25.53	45.12	-34.36	-29.91
1259	Y18	1.60	1.66	1.31	13.61	0.00	0.80
1200	Y19	6.70	7.49	8.48	32.89	-5.22	-9.38
674	Y20	25.36	16.23	3.41	47.28	47.59	39.94
65	Y21	19.49	25.76	51.04	57.81	-24.70	-43.17
1243	Y22	1.67	1.67	1.60	13.65	1.46	-2.67
1216	Y23	5.88	6.86	4.98	31.49	-7.86	3.44
512	Y24	26.14	16.72	6.25	47.91	48.12	25.58
308	Y25	15.63	23.07	30.19	55.14	-33.99	-20.41
1224	Y26	2.51	3.84	4.39	23.15	-20.61	-7.74
521	Y27	22.12	14.55	6.35	45.01	43.11	20.10
272	Y28	45.26	49.45	37.28	75.73	-6.80	4.68
557	Y29	6.61	6.27	5.97	30.08	6.00	-3.91
1208	Y30	2.92	4.03	7.25	23.78	-15.62	-20.35
683	Y31	21.63	14.38	3.37	44.77	41.85	35.89
29	Y32	50.67	53.65	61.11	78.26	-2.81	-18.45
719	Y33	6.06	5.97	3.56	29.33	3.36	7.97
730	Z1	59.12	61.02	53.85	82.39	0.67	-3.86
927	Z2	17.03	9.93	2.59	37.71	49.02	29.53
748	Z3	34.63	39.51	47.27	69.12	-11.49	-19.36
939	Z4	6.52	4.85	2.61	26.31	21.32	9.67
760	Z5	11.86	17.85	38.53	49.31	-32.86	-42.57
879	Z6	23.01	12.73	4.32	42.35	58.61	25.77
778	Z7	43.98	48.10	43.46	74.89	-6.89	-4.83
897	Z8	12.59	7.76	4.33	33.47	40.41	10.40
790	Z9	19.75	25.94	36.44	57.98	-24.13	-24.77
909	Z10	3.40	3.37	4.42	21.47	2.49	-10.80
802	Z11	55.22	57.71	39.29	80.58	-1.08	10.33
855	Z12	17.82	10.09	7.52	38.01	52.00	3.10
820	Z13	31.38	36.80	34.11	67.13	-14.40	-5.68
867	Z14	7.46	5.16	7.28	27.19	26.86	-14.59
832	Z15	10.07	16.68	27.83	47.85	-39.72	-29.14
808	Z16	47.99	51.61	37.92	77.05	-4.83	6.08
809	Z17	44.22	45.41	34.45	73.16	1.27	4.23
662	Z18	40.87	36.21	4.76	66.68	19.21	65.28
40	Z19	36.52	36.18	47.25	66.66	5.48	-23.58
1254	Z20	2.63	2.71	1.47	18.83	0.44	7.79
1197	Z21	7.98	7.07	6.69	31.96	11.13	-3.86
