ECI2002     
# 1485 patches, random layout
ORIGINATOR      "System Brunner AG, www.systembrunner.ch, Copyright 2004 System Brunner AG"
DESCRIPTOR      "EUROSB104S"
CREATED	"7/5/2004"  # Time: 19:20
INSTRUMENTATION "GretagMacbeth SpectroScanT, Illumination=D50, ObserverAngle=2 degree, Geometry 45/0, WhiteBase=Absolute, Filter=No, White backing"
PRINT_CONDITIONS        "Offset printing, according to Eurostandard System Brunner specification, within ISO 12647-2:2004 tolerances, paper type coated/semi-matte, 115 g/m2, TVI 15%, screen ruling 60 L/cm, for further information see documentation"
KEYWORD	"SampleID"
KEYWORD	"SAMPLE_NAME"
NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SampleID	SAMPLE_NAME	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1485						
BEGIN_DATA							
500	Z22	43.01	38.38	11.36	68.30	18.66	42.07
283	Z23	32.93	33.82	29.32	64.82	1.15	-2.33
1238	Z24	2.74	2.76	1.91	19.06	1.43	3.40
1213	Z25	7.15	6.49	4.03	30.61	9.18	7.24
494	Z26	35.08	21.21	6.44	53.18	58.76	33.79
1220	Z27	3.99	5.23	4.70	27.37	-14.03	-2.18
530	Z28	18.55	12.67	6.29	42.26	37.53	15.63
245	Z29	70.17	70.33	41.50	87.16	5.08	18.80
656	Z30	34.40	20.88	3.25	52.82	57.98	50.61
1204	Z31	4.53	5.55	7.94	28.25	-10.38	-15.36
692	Z32	17.82	12.34	3.30	41.75	35.91	31.15
2	Z33	76.46	75.55	67.96	89.65	7.42	-5.34
942	2A1	5.43	10.63	4.36	38.95	-45.25	19.71
758	2A2	11.29	9.56	19.12	37.05	15.98	-31.40
930	2A3	21.59	24.40	4.27	56.49	-8.84	50.42
746	2A4	24.26	17.52	20.86	48.91	35.88	-14.57
912	2A5	39.39	38.20	4.50	68.17	8.21	69.27
157	2A6	11.37	15.68	34.33	46.55	-24.42	-41.47
599	2A7	30.52	29.25	6.94	61.00	8.86	45.12
121	2A8	35.03	35.25	40.74	65.94	3.57	-16.82
635	2A9	9.50	13.64	6.57	43.71	-26.43	16.89
85	2A10	62.17	56.17	46.29	79.71	19.42	0.05
870	2A11	7.39	12.10	16.24	41.37	-34.86	-17.43
830	2A12	10.33	9.19	14.55	36.35	11.80	-21.91
858	2A13	25.31	27.65	19.74	59.57	-5.60	6.13
818	2A14	23.51	17.30	16.03	48.63	33.77	-4.41
840	2A15	43.78	42.11	22.33	70.95	9.52	20.54
883	2A16	30.26	27.33	8.48	59.28	15.31	36.11
761	2A17	10.83	15.51	34.67	46.33	-27.41	-42.35
715	2A18	9.76	15.11	5.08	45.79	-33.29	27.57
24	2A19	38.29	30.38	35.53	61.98	31.40	-16.59
678	2A20	35.15	37.61	5.54	67.73	-3.74	63.09
69	2A21	12.63	12.91	30.47	42.63	1.22	-42.42
553	2A22	10.61	15.86	9.95	46.79	-31.07	9.44
267	2A23	35.82	28.99	22.63	60.77	28.52	2.40
516	2A24	37.25	39.69	12.98	69.25	-3.29	39.00
312	2A25	10.34	11.63	18.83	40.63	-6.58	-24.59
303	2A26	14.63	14.70	19.74	45.22	2.78	-18.62
508	2A27	40.23	39.23	12.36	68.92	7.60	40.18
1218	2A28	4.24	3.66	2.93	22.51	10.49	0.65
544	2A29	15.51	19.90	10.35	51.72	-19.98	16.64
60	2A30	16.80	15.87	31.37	46.80	8.60	-36.63
670	2A31	38.43	37.47	5.12	67.63	7.49	65.00
1202	2A32	4.53	3.75	4.47	22.82	13.06	-8.77
706	2A33	14.17	18.76	5.13	50.41	-22.38	35.26
733	2B1	41.23	35.05	33.87	65.79	24.15	-7.64
925	2B2	25.50	23.82	3.77	55.91	11.00	52.48
751	2B3	24.93	23.64	30.85	55.73	9.36	-20.43
937	2B4	10.26	12.77	3.73	42.42	-14.88	29.50
763	2B5	8.29	10.25	25.73	38.29	-13.36	-42.03
877	2B6	35.24	30.88	9.15	62.41	19.52	39.10
781	2B7	31.61	28.69	28.43	60.51	14.97	-8.31
895	2B8	19.90	20.06	8.21	51.91	2.76	24.41
793	2B9	14.66	15.97	24.85	46.93	-4.39	-25.57
907	2B10	5.25	8.64	7.09	35.29	-31.55	0.17
242	2B11	6.11	5.67	15.27	28.56	7.24	-37.16
110	2B12	48.74	52.25	52.29	77.43	-4.42	-10.72
611	2B13	18.20	12.47	4.47	41.95	37.04	24.24
722	2B14	7.53	15.92	5.79	46.87	-57.27	25.88
575	2B15	34.66	20.99	4.54	52.94	58.35	42.81
845	2B16	41.59	43.20	24.13	71.69	-0.19	18.43
812	2B17	26.63	19.17	16.46	50.88	37.32	-1.56
658	2B18	57.06	62.50	6.57	83.18	-7.71	84.93
539	2B19	13.94	10.30	6.35	38.38	28.03	8.67
686	2B20	32.04	37.73	5.89	67.82	-14.96	61.53
502	2B21	33.77	24.09	7.89	56.18	41.33	32.98
253	2B22	66.66	71.96	44.43	87.95	-5.94	16.50
53	2B23	16.40	11.17	21.14	39.86	36.26	-30.73
281	2B24	38.74	43.85	35.75	72.13	-10.91	0.59
16	2B25	38.08	26.45	29.08	58.46	45.88	-12.90
490	2B26	54.24	49.71	12.94	75.89	16.67	50.56
285	2B27	26.03	22.44	21.24	54.49	19.33	-5.71
1237	2B28	3.11	3.62	2.25	22.39	-6.28	6.03
249	2B29	46.72	35.67	23.44	66.27	38.11	10.36
652	2B30	51.99	47.38	5.15	74.43	17.17	76.59
42	2B31	28.59	24.06	33.98	56.15	22.43	-24.41
1253	2B32	2.86	3.42	1.55	21.67	-7.62	11.80
6	2B33	49.89	37.77	37.18	67.85	39.98	-8.78
639	2C1	5.92	4.91	4.12	26.48	14.20	-0.39
109	2C2	53.77	60.48	58.54	82.10	-11.29	-9.26
619	2C3	14.75	12.60	5.04	42.16	16.70	21.51
145	2C4	20.16	29.04	48.49	60.82	-34.37	-35.09
583	2C5	33.11	23.60	5.32	55.69	41.12	43.39
798	2C6	9.25	13.27	27.24	43.16	-26.15	-36.24
902	2C7	8.56	8.28	5.46	34.56	5.15	6.28
786	2C8	28.07	29.79	32.89	61.47	-2.53	-13.64
890	2C9	21.16	15.97	6.13	46.94	30.31	24.45
768	2C10	47.36	45.12	36.95	72.97	11.02	0.37
872	2C11	4.75	5.51	9.60	28.13	-6.95	-21.57
828	2C12	16.04	19.66	25.38	51.45	-15.76	-18.73
860	2C13	16.71	13.29	11.19	43.20	23.61	-0.69
816	2C14	35.59	35.84	29.67	66.40	3.48	-0.17
842	2C15	28.57	19.93	11.76	51.76	41.27	12.34
868	2C16	8.65	15.62	19.14	46.47	-45.47	-15.19
831	2C17	8.11	5.39	9.96	27.81	30.20	-23.31
856	2C18	29.91	35.66	23.98	66.26	-16.09	9.33
819	2C19	18.46	10.33	10.21	38.42	53.60	-5.85
838	2C20	51.91	54.74	27.44	78.89	-2.26	25.03
801	2C21	4.74	3.77	11.55	22.89	15.59	-36.81
898	2C22	14.72	21.82	10.24	53.84	-33.80	20.64
789	2C23	14.14	8.19	11.60	34.38	46.49	-17.14
886	2C24	36.97	41.93	12.20	70.82	-10.99	43.92
771	2C25	24.46	13.06	11.81	42.85	62.87	-3.15
299	2C26	21.77	28.76	31.93	60.57	-25.57	-13.74
1235	2C27	3.32	2.55	1.63	18.13	15.52	4.82
263	2C28	52.88	55.96	38.35	79.59	-2.75	9.87
548	2C29	9.80	8.02	5.93	34.02	17.71	3.07
56	2C30	25.85	31.59	53.13	63.00	-18.13	-36.51
1251	2C31	3.10	2.46	1.33	17.72	13.63	7.62
20	2C32	58.33	60.26	63.12	81.98	0.54	-14.00
710	2C33	9.37	7.85	3.47	33.67	15.75	16.05
735	2D1	24.47	12.91	12.93	42.62	63.90	-6.78
922	2D2	34.37	39.14	4.94	68.85	-11.21	68.03
753	2D3	14.13	8.05	12.77	34.08	47.76	-21.04
934	2D4	13.43	20.41	4.65	52.30	-35.23	41.09
765	2D5	4.89	3.74	12.80	22.78	17.94	-40.61
874	2D6	48.45	51.50	13.05	76.98	-3.27	52.13
783	2D7	18.69	10.30	11.57	38.38	54.96	-10.15
892	2D8	26.45	32.54	11.45	63.79	-19.03	34.03
795	2D9	8.43	5.51	11.57	28.13	31.72	-27.82
904	2D10	7.21	14.55	9.56	45.01	-52.30	7.68
807	2D11	23.90	12.87	10.23	42.56	61.66	1.24
850	2D12	39.45	44.12	25.59	72.31	-9.46	16.87
825	2D13	13.63	7.92	9.82	33.82	45.69	-12.48
862	2D14	17.40	24.07	21.28	56.16	-28.47	-2.91
837	2D15	4.42	3.62	9.87	22.38	13.50	-32.37
804	2D16	45.77	43.67	31.53	72.01	10.69	6.59
854	2D17	22.34	16.54	11.59	47.67	32.64	5.79
822	2D18	27.39	29.27	28.30	61.02	-3.28	-7.21
866	2D19	9.72	8.89	10.46	35.78	9.54	-11.21
834	2D20	8.49	12.73	22.99	42.36	-29.12	-30.02
878	2D21	28.04	19.83	6.25	51.65	39.67	31.99
780	2D22	37.64	37.70	35.58	67.80	4.22	-6.63
896	2D23	15.72	12.77	5.69	42.41	21.36	18.70
792	2D24	17.10	20.51	30.24	52.41	-13.93	-25.19
908	2D25	3.97	5.17	5.20	27.21	-13.62	-5.11
1231	2D26	4.88	3.33	1.67	21.31	24.15	9.85
289	2D27	32.24	41.11	37.69	70.25	-24.74	-5.33
538	2D28	15.40	13.14	7.03	42.97	17.09	13.67
1212	2D29	9.02	9.53	5.53	36.98	-1.38	10.09
1247	2D30	4.61	3.23	1.35	20.93	22.24	12.93
46	2D31	37.09	44.75	62.65	72.73	-18.82	-29.49
700	2D32	14.49	12.59	3.61	42.14	15.22	29.79
1196	2D33	9.47	9.76	8.70	37.40	0.53	-2.41
495	2E1	32.09	17.22	5.14	48.53	68.37	31.96
241	2E2	6.89	7.28	17.84	32.44	-1.28	-36.53
491	2E3	49.72	42.70	11.58	71.35	24.45	46.66
237	2E4	11.36	17.25	31.78	48.57	-33.19	-34.20
487	2E5	69.94	73.99	17.29	88.92	-2.99	62.10
162	2E6	5.82	4.50	15.05	25.26	18.28	-42.30
622	2E7	18.64	28.58	8.75	60.41	-40.26	37.05
126	2E8	18.64	10.47	14.86	38.68	53.42	-18.68
586	2E9	50.41	57.18	10.02	80.28	-12.21	66.94
90	2E10	34.17	17.82	15.35	49.28	72.44	-1.64
1175	2E11	8.54	5.30	1.61	27.57	35.10	21.22
1094	2E12	3.14	3.04	7.11	20.22	3.49	-25.91
1173	2E13	11.76	10.60	1.97	38.90	11.29	37.08
1092	2E14	4.19	5.50	11.39	28.12	-14.34	-27.30
1171	2E15	15.57	16.72	2.50	47.90	-3.13	47.85
871	2E16	6.18	9.02	13.38	36.03	-24.17	-19.36
829	2E17	13.87	15.27	20.80	46.00	-5.28	-19.46
859	2E18	21.88	21.58	16.17	53.58	5.06	3.79
817	2E19	30.67	28.00	24.13	59.89	14.19	-1.92
841	2E20	37.09	32.24	18.08	63.54	20.79	16.56
161	2E21	6.58	5.85	17.77	29.02	10.25	-42.28
595	2E22	42.78	50.46	9.50	76.35	-16.70	61.93
125	2E23	20.94	13.52	18.64	43.54	43.92	-19.16
631	2E24	12.69	22.77	8.13	54.83	-50.99	29.75
89	2E25	37.76	22.24	19.56	54.28	62.87	-2.62
311	2E26	11.92	15.02	22.17	45.66	-16.70	-22.76
1233	2E27	4.45	4.64	2.25	25.69	-0.32	11.64
275	2E28	34.90	32.45	26.41	63.71	12.76	0.61
552	2E29	11.40	17.99	10.30	49.49	-36.91	12.96
68	2E30	14.66	16.65	36.67	47.82	-8.22	-42.60
1249	2E31	4.10	4.36	1.51	24.82	-1.44	17.72
32	2E32	38.46	34.87	42.76	65.65	16.11	-19.88
714	2E33	10.32	16.95	5.09	48.20	-39.30	31.67
181	2F1	60.18	66.40	51.44	85.20	-8.91	3.61
543	2F2	16.84	22.67	11.11	54.73	-25.36	19.43
185	2F3	41.81	37.47	32.59	67.63	17.99	-2.57
547	2F4	10.80	10.06	6.75	37.95	8.47	6.17
189	2F5	25.13	13.51	12.73	43.52	62.82	-4.67
574	2F6	38.24	26.16	5.10	58.19	47.56	48.84
102	2F7	51.43	51.22	48.45	76.81	5.44	-7.47
610	2F8	20.10	15.74	4.88	46.63	26.50	30.07
138	2F9	22.57	27.06	41.08	59.03	-15.24	-29.16
646	2F10	4.69	6.34	4.68	30.25	-16.90	2.89
1076	2F11	15.80	17.03	17.27	48.30	-3.56	-7.90
1187	2F12	5.08	6.78	2.15	31.29	-16.42	22.27
1078	2F13	12.01	11.04	11.80	39.64	9.87	-8.68
1189	2F14	3.82	3.82	1.72	23.07	1.98	12.34
1080	2F15	7.36	4.40	5.19	24.95	35.58	-8.92
806	2F16	29.15	20.00	15.77	51.84	43.15	1.75
852	2F17	33.31	34.00	20.63	64.96	1.88	13.57
824	2F18	17.63	13.62	15.17	43.69	26.48	-10.81
864	2F19	14.92	18.94	18.12	50.62	-18.72	-5.82
836	2F20	5.41	5.73	13.28	28.71	-1.33	-31.72
876	2F21	41.29	40.13	10.78	69.56	8.07	46.01
782	2F22	24.19	17.67	18.56	49.09	34.77	-9.43
894	2F23	23.17	25.97	9.23	58.01	-8.16	31.23
794	2F24	10.63	9.20	16.49	36.36	14.09	-26.66
906	2F25	5.77	10.76	7.54	39.17	-42.28	5.04
498	2F26	50.06	49.82	13.36	75.96	5.49	49.53
293	2F27	22.70	23.50	24.52	55.58	0.21	-10.06
534	2F28	22.93	27.90	11.37	59.80	-16.94	27.39
1214	2F29	5.52	4.29	2.81	24.60	17.69	5.18
660	2F30	47.90	47.55	5.27	74.54	5.73	76.14
50	2F31	25.68	25.33	39.85	57.40	5.33	-30.38
696	2F32	21.38	26.41	5.02	58.42	-18.16	49.66
1198	2F33	5.87	4.41	4.22	24.98	20.06	-3.60
531	2G1	16.86	9.96	5.09	37.77	47.81	13.67
205	2G2	23.31	17.53	20.04	48.92	31.65	-12.87
527	2G3	26.57	26.45	10.30	58.46	4.44	28.40
201	2G4	37.01	39.47	38.65	69.09	-3.39	-8.63
523	2G5	37.30	45.93	14.44	73.50	-21.45	42.44
158	2G6	10.22	13.29	30.62	43.19	-18.49	-41.69
626	2G7	13.44	16.61	6.07	47.77	-15.64	26.13
122	2G8	31.93	30.32	36.13	61.93	10.02	-17.52
590	2G9	36.06	33.16	7.00	64.29	14.16	50.56
86	2G10	56.45	47.99	40.41	74.82	26.82	-1.08
1185	2G11	5.09	3.56	1.56	22.17	23.09	12.56
1084	2G12	7.72	6.15	7.99	29.78	18.20	-12.92
1183	2G13	7.38	7.69	1.94	33.32	-0.34	27.71
1082	2G14	11.28	11.81	13.91	40.92	-0.80	-12.36
1181	2G15	9.23	11.35	2.40	40.16	-13.36	35.28
472	2G16	11.19	16.21	14.18	47.25	-28.77	-2.15
113	2G17	37.20	34.10	36.94	65.04	14.69	-13.29
615	2G18	22.46	27.51	7.72	59.44	-17.53	39.28
149	2G19	14.00	16.51	32.06	47.64	-11.53	-36.23
579	2G20	49.02	48.81	8.63	75.33	5.41	63.23
796	2G21	10.95	17.26	32.84	48.59	-36.25	-35.77
903	2G22	6.88	4.97	4.01	26.64	23.59	0.50
784	2G23	33.62	38.87	40.99	68.66	-12.99	-12.45
891	2G24	17.23	9.97	4.06	37.79	49.75	19.43
766	2G25	55.97	58.24	45.34	80.87	-0.44	3.19
307	2G26	17.23	26.73	33.30	58.72	-40.43	-18.98
520	2G27	24.67	18.55	7.07	50.16	32.26	25.88
271	2G28	50.13	57.43	41.24	80.42	-13.56	7.51
556	2G29	7.39	8.05	6.36	34.09	-3.56	1.26
64	2G30	21.65	29.86	56.82	61.53	-30.30	-42.96
682	2G31	23.68	17.93	3.49	49.41	31.18	43.08
28	2G32	55.70	61.79	68.52	82.80	-9.44	-17.66
718	2G33	6.79	7.72	3.67	33.39	-6.44	14.28
217	2H1	25.42	34.47	42.78	65.33	-29.96	-20.46
507	2H2	43.40	44.54	13.06	72.59	1.33	44.54
221	2H3	17.85	19.62	28.09	51.40	-5.54	-23.46
511	2H4	28.41	20.53	7.28	52.43	37.76	28.95
225	2H5	10.20	6.49	12.58	30.62	35.52	-26.47
570	2H6	57.49	55.42	8.70	79.28	10.15	69.77
106	2H7	32.31	22.90	24.30	54.97	41.40	-10.71
606	2H8	30.07	33.76	7.76	64.77	-9.08	48.29
142	2H9	13.91	11.76	21.98	40.84	17.26	-30.70
642	2H10	7.21	14.26	6.93	44.61	-50.61	16.89
1086	2H11	7.94	9.95	14.92	37.75	-14.18	-20.43
1177	2H12	10.46	11.05	2.11	39.67	-1.47	37.05
1088	2H13	6.45	6.82	10.66	31.39	-1.29	-19.42
1179	2H14	7.70	6.18	1.69	29.86	17.65	24.29
1090	2H15	4.10	2.83	5.26	19.37	22.07	-18.93
1441	2H16	54.98	46.75	44.60	74.03	26.56	-7.71
1442	2H17	32.82	30.78	40.28	62.32	11.51	-22.46
1445	2H18	70.34	73.95	36.16	88.90	-2.05	28.93
1452	2H19	32.19	30.25	40.47	61.87	11.21	-23.48
1475	2H20	35.69	36.57	32.01	66.95	1.46	-2.86
1460	2H21	39.46	47.41	31.39	74.45	-18.65	11.02
1439	2H22	46.25	52.43	62.12	77.54	-11.78	-20.68
1470	2H23	22.60	25.39	30.24	57.45	-8.31	-16.50
1458	2H24	71.39	75.25	35.52	89.51	-2.45	30.89
1459	2H25	68.34	72.75	35.12	88.33	-3.89	29.42
17	2H26	32.97	19.60	21.77	51.38	59.21	-12.11
695	2H27	23.23	30.17	5.34	61.80	-24.21	53.85
1207	2H28	2.65	2.01	2.96	15.53	15.08	-11.61
659	2H29	52.24	54.60	5.66	78.81	-1.04	81.60
260	2H30	31.44	19.05	14.05	50.75	56.44	4.22
533	2H31	24.91	31.97	12.59	63.32	-23.43	29.88
1223	2H32	2.38	1.97	2.07	15.32	10.58	-4.51
497	2H33	54.61	57.21	14.72	80.30	-1.41	53.43
567	2I1	3.84	3.75	4.91	22.83	3.44	-11.15
169	2I2	41.38	27.85	21.37	59.75	50.64	3.10
563	2I3	6.37	10.86	8.66	39.35	-36.40	1.09
165	2I4	65.67	62.50	43.77	83.18	12.41	9.09
559	2I5	9.21	19.40	12.08	51.15	-60.87	10.35
154	2I6	15.01	23.85	46.40	55.94	-41.14	-41.06
630	2I7	8.54	6.07	3.70	29.60	26.29	7.55
118	2I8	46.31	53.77	56.68	78.33	-15.02	-13.85
594	2I9	23.56	13.29	3.76	43.19	57.46	30.61
82	2I10	81.19	84.39	64.62	93.62	-0.35	4.63
1195	2I11	1.82	1.90	1.50	14.93	-0.27	0.77
1074	2I12	11.24	8.06	8.12	34.10	28.33	-5.95
1193	2I13	2.35	3.65	1.92	22.47	-20.75	9.23
1072	2I14	16.77	15.97	14.91	46.93	7.85	-4.57
1191	2I15	2.93	5.62	2.33	28.42	-35.36	15.68
1456	2I16	52.54	44.72	42.68	72.71	26.02	-7.61
1457	2I17	31.76	29.74	38.61	61.43	11.57	-21.79
1462	2I18	67.02	70.48	34.83	87.23	-2.05	27.94
1466	2I19	28.35	27.75	20.94	59.66	6.37	3.81
1476	2I20	34.58	35.67	31.81	66.27	0.63	-3.73
1463	2I21	38.94	46.07	31.10	73.59	-16.57	9.98
1454	2I22	44.38	50.28	59.42	76.24	-11.53	-20.25
1477	2I23	22.33	25.22	29.30	57.29	-8.84	-15.27
1383	2I24	10.10	10.80	8.81	39.25	-2.43	0.37
1421	2I25	79.15	81.83	69.63	92.50	0.49	-1.95
1258	2I26	1.59	1.88	1.32	14.82	-5.68	2.78
51	2I27	21.72	19.11	32.08	50.81	16.24	-30.80
681	2I28	25.98	22.02	3.75	54.05	21.00	49.38
15	2I29	43.28	33.51	36.19	64.57	35.55	-13.05
1242	2I30	1.74	1.96	1.71	15.25	-3.67	-1.07
294	2I31	19.36	17.95	20.02	49.43	10.74	-11.95
519	2I32	27.38	23.20	8.51	55.28	21.42	29.10
258	2I33	40.59	31.95	22.89	63.30	32.91	6.27
244	2J1	76.88	80.68	45.79	91.99	-1.82	21.82
432	2J2	23.90	13.20	6.93	43.06	59.52	14.25
280	2J3	43.05	51.10	40.59	76.74	-17.60	2.00
468	2J4	9.14	6.20	6.84	29.91	30.10	-8.04
316	2J5	12.63	22.19	32.43	54.23	-48.76	-25.43
1141	2J6	3.90	6.51	7.63	30.67	-29.54	-9.99
1122	2J7	15.60	15.23	8.77	45.95	5.45	12.06
1143	2J8	2.99	4.05	5.41	23.82	-14.56	-12.00
1124	2J9	10.63	7.81	4.92	33.58	26.01	7.34
1145	2J10	2.27	2.06	3.28	15.81	6.20	-13.44
406	2J11	72.01	76.20	25.64	89.95	-3.04	47.19
270	2J12	24.73	13.42	10.92	43.39	61.67	0.48
442	2J13	39.11	47.64	22.47	74.60	-20.41	26.56
306	2J14	9.99	6.47	10.64	30.57	34.12	-20.75
478	2J15	10.10	20.11	18.11	51.96	-57.23	-3.49
1316	2J16	51.97	40.69	39.76	69.96	36.38	-8.60
1317	2J17	57.77	48.76	46.70	75.30	27.98	-8.04
1336	2J18	73.11	77.28	29.65	90.45	-2.90	41.34
1337	2J19	75.04	79.06	37.54	91.26	-2.42	31.09
1356	2J20	28.20	29.13	26.04	60.90	0.41	-3.59
1357	2J21	37.96	39.22	34.94	68.91	0.46	-3.80
1296	2J22	40.69	48.15	64.19	74.92	-16.85	-27.20
1297	2J23	48.22	55.05	66.49	79.07	-12.92	-22.22
1423	2J24	77.39	79.08	67.89	91.27	2.29	-2.48
1446	2J25	39.68	47.17	31.24	74.30	-17.31	10.99
13	2J26	54.79	50.21	51.47	76.20	16.72	-11.94
699	2J27	16.22	15.78	3.82	46.69	5.81	36.24
49	2J28	27.83	29.11	44.74	60.88	-0.96	-30.55
663	2J29	35.75	28.18	3.83	60.05	31.40	59.25
256	2J30	50.86	47.55	31.85	74.54	13.73	10.47
537	2J31	16.99	16.47	8.02	47.59	6.24	17.66
292	2J32	24.85	27.35	27.63	59.30	-6.36	-9.07
501	2J33	37.45	29.73	8.86	61.42	31.10	38.40
480	2K1	8.38	15.08	15.02	45.75	-44.66	-6.89
304	2K2	12.34	10.75	15.59	39.15	14.27	-19.69
444	2K3	32.51	35.92	19.02	66.46	-7.42	19.54
268	2K4	30.51	21.66	17.47	53.66	40.45	0.88
408	2K5	60.71	58.54	21.43	81.04	10.28	39.69
1140	2K6	3.63	2.72	3.31	18.89	17.14	-8.35
1129	2K7	8.62	6.75	4.83	31.23	19.98	3.76
1138	2K8	5.42	6.19	6.00	29.89	-6.21	-4.38
1127	2K9	12.69	13.09	8.39	42.90	0.48	8.20
1136	2K10	6.78	9.21	8.34	36.39	-19.42	-2.84
318	2K11	10.29	16.47	26.10	47.59	-36.91	-26.64
466	2K12	11.37	10.33	9.30	38.43	10.55	-2.78
282	2K13	35.28	38.05	32.01	68.06	-4.72	-0.94
430	2K14	29.39	21.11	10.62	53.07	38.79	18.10
246	2K15	64.35	61.60	37.02	82.70	11.52	17.05
1335	2K16	71.50	75.68	22.99	89.71	-3.08	51.61
1338	2K17	76.85	80.66	45.78	91.98	-1.84	21.82
1071	2K18	20.58	21.26	19.04	53.23	0.39	-3.32
1358	2K19	47.17	48.73	43.24	75.28	0.54	-3.88
1295	2K20	34.52	42.38	62.09	71.13	-20.54	-31.71
1298	2K21	56.23	62.31	68.91	83.08	-9.34	-17.53
1315	2K22	47.40	34.53	34.22	65.38	43.85	-8.85
4	2K23	64.00	57.57	54.01	80.50	20.20	-7.29
1443	2K24	71.85	76.43	36.67	90.06	-3.86	30.22
1444	2K25	73.09	76.11	35.99	89.91	-0.62	30.92
1256	2K26	1.98	3.33	1.69	21.33	-23.98	9.64
459	2K27	12.78	8.10	7.00	34.18	38.61	-1.37
677	2K28	38.23	42.93	5.50	71.51	-9.86	69.78
423	2K29	28.07	15.41	7.23	46.19	63.34	18.40
1240	2K30	2.14	3.44	2.50	21.72	-22.02	2.67
378	2K31	13.29	8.31	9.61	34.63	40.05	-10.40
515	2K32	40.29	45.16	13.96	73.00	-9.82	42.83
342	2K33	28.76	15.64	9.92	46.50	64.69	9.03
248	2L1	53.23	45.21	28.56	73.03	26.43	13.07
428	2L2	37.94	34.53	16.00	65.38	15.61	24.53
284	2L3	29.84	28.78	25.83	60.59	8.08	-3.76
464	2L4	15.01	17.77	13.77	49.22	-12.13	2.33
320	2L5	8.55	12.26	21.51	41.63	-25.40	-28.42
1131	2L6	10.93	12.94	9.21	42.68	-10.95	4.86
1132	2L7	9.74	10.69	7.81	39.05	-4.39	3.74
1133	2L8	8.71	8.76	6.64	35.52	2.30	2.49
1134	2L9	6.86	5.69	4.66	28.61	14.85	0.15
1135	2L10	5.55	3.66	3.31	22.53	26.99	-2.06
410	2L11	50.93	43.69	17.15	72.02	24.77	33.28
266	2L12	40.46	36.49	27.12	66.89	17.04	4.87
446	2L13	27.73	27.28	15.15	59.23	5.79	16.02
302	2L14	16.94	19.01	23.56	50.70	-7.45	-16.72
482	2L15	7.06	11.35	12.83	40.16	-32.89	-10.72
1334	2L16	69.98	74.10	17.13	88.97	-3.13	62.55
1339	2L17	77.97	81.65	50.52	92.42	-1.51	17.09
1354	2L18	14.55	15.02	13.46	45.66	0.39	-2.98
1359	2L19	52.04	53.74	47.61	78.31	0.58	-3.91
1294	2L20	28.91	36.99	59.93	67.27	-24.26	-36.23
1299	2L21	60.07	65.77	69.99	84.88	-7.80	-15.41
1314	2L22	43.26	29.08	28.89	60.85	51.52	-8.47
1319	2L23	66.69	61.38	57.05	82.58	17.27	-6.90
1422	2L24	75.95	79.17	68.87	91.31	-0.77	-3.31
1453	2L25	45.05	51.78	60.69	77.15	-13.52	-19.95
8	2L26	37.91	22.02	21.88	54.05	64.35	-7.73
1252	2L27	3.05	4.25	1.65	24.49	-16.35	15.49
44	2L28	21.35	13.60	21.04	43.65	45.36	-24.00
650	2L29	61.26	61.67	5.72	82.74	4.24	88.06
251	2L30	36.63	21.74	14.47	53.75	61.48	8.31
1236	2L31	3.29	4.50	2.55	25.25	-15.68	8.35
287	2L32	19.90	13.09	13.66	42.90	41.61	-8.28
488	2L33	64.17	64.93	15.67	84.45	3.56	58.23
484	2M1	5.26	6.52	9.06	30.68	-11.62	-15.30
300	2M2	20.01	25.11	29.20	57.18	-19.42	-15.31
448	2M3	20.94	16.13	10.29	47.15	28.35	8.96
264	2M4	48.28	48.65	34.32	75.23	3.82	7.99
412	2M5	39.55	27.10	11.25	59.07	47.94	26.49
1130	2M6	6.94	4.31	3.28	24.67	32.65	1.88
1139	2M7	4.22	3.94	4.28	23.48	6.07	-6.51
1128	2M8	10.96	10.35	6.94	38.47	7.41	6.27
1137	2M9	6.08	7.59	7.12	33.12	-12.68	-3.68
1126	2M10	14.27	15.91	9.82	46.85	-6.44	9.96
322	2M11	6.33	7.02	14.98	31.86	-4.64	-30.73
462	2M12	17.60	23.32	16.30	55.40	-24.12	6.61
286	2M13	22.49	17.06	16.83	48.33	30.50	-6.83
426	2M14	45.10	46.11	19.94	73.62	1.84	29.93
250	2M15	41.09	27.91	18.47	59.81	49.50	9.27
1333	2M16	69.39	73.49	14.89	88.68	-3.13	67.45
163	2M17	78.82	82.37	54.46	92.74	-1.20	13.33
1353	2M18	12.05	12.44	11.14	41.90	0.44	-2.79
1360	2M19	57.93	59.80	52.87	81.73	0.66	-3.94
1293	2M20	26.48	34.64	59.01	65.47	-26.16	-38.40
1300	2M21	64.32	69.58	71.26	86.79	-6.18	-13.25
1313	2M22	41.48	26.72	26.64	58.71	55.41	-8.40
1320	2M23	69.67	65.64	60.42	84.81	14.15	-6.47
1447	2M24	50.41	43.60	23.57	71.96	23.66	19.93
1440	2M25	57.07	48.10	44.80	74.89	28.05	-6.47
