ISO28178
FILE_DESCRIPTOR	"FOGRA54"
ORIGINATOR	"Fogra. www.fogra.org. developed by Fogra and GMG GmbH & Co. KG"
CREATED	"July 2017"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"Measurement according to ISO 13655:2009, M1, 0/45 or 45/0 geometry, white backing, CIELAB (2° observer, D50)"
PRINT_CONDITIONS	"Offset printing, based on ISO 12647-2:2013, Print substrate PS6 (super calendered uncoated. SC-B). TVI curves B (CMYK)."
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50"
WEIGHTING_FUNCTION	"OBSERVER. 2 degree"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
467	70	85	55	0	36.66	12.22	-7.16
468	70	100	55	0	34.27	17.59	-8.09
469	85	0	55	0	54.85	-40.16	4.80
470	85	10	55	0	52.94	-35.65	3.40
471	85	20	55	0	50.21	-31.32	0.96
472	85	30	55	0	47.58	-26.74	-1.14
473	85	40	55	0	45.10	-21.86	-3.41
474	85	55	55	0	41.09	-13.64	-6.68
475	85	70	55	0	37.58	-4.77	-9.47
476	85	85	55	0	34.53	3.68	-11.99
477	85	100	55	0	32.13	8.80	-12.82
478	100	0	55	0	51.12	-44.53	-0.63
479	100	10	55	0	49.38	-40.74	-2.67
480	100	20	55	0	47.31	-36.34	-4.52
481	100	30	55	0	45.01	-31.30	-6.11
482	100	40	55	0	42.75	-26.59	-8.24
483	100	55	55	0	39.19	-18.83	-11.22
484	100	70	55	0	35.82	-11.02	-13.72
485	100	85	55	0	32.78	-3.31	-15.93
486	100	100	55	0	30.66	1.66	-17.15
487	0	0	70	0	84.26	-3.64	61.70
488	0	10	70	0	79.74	3.36	56.16
489	0	20	70	0	75.43	10.38	51.65
490	0	30	70	0	71.37	16.80	48.19
491	0	40	70	0	67.38	23.46	44.17
492	0	55	70	0	61.38	34.30	38.80
493	0	70	70	0	55.86	44.57	34.20
494	0	85	70	0	51.92	52.12	30.42
495	0	100	70	0	48.78	57.99	27.62
496	10	0	70	0	80.25	-8.80	55.39
497	10	10	70	0	76.09	-2.13	50.43
498	10	20	70	0	71.90	4.69	46.37
499	10	30	70	0	67.98	10.95	42.22
500	10	40	70	0	64.27	17.61	38.75
501	10	55	70	0	59.02	27.36	34.25
502	10	70	70	0	53.97	36.90	29.68
503	10	85	70	0	49.56	45.82	25.29
504	10	100	70	0	46.45	52.24	22.61
505	20	0	70	0	76.43	-13.39	48.91
506	20	10	70	0	72.58	-7.14	44.87
507	20	20	70	0	68.69	-0.58	40.97
508	20	30	70	0	64.97	5.60	37.47
509	20	40	70	0	61.44	12.26	34.21
510	20	55	70	0	56.28	22.09	29.62
511	20	70	70	0	51.57	31.24	25.05
512	20	85	70	0	47.54	39.85	20.82
513	20	100	70	0	44.38	46.51	18.48
514	30	0	70	0	72.63	-17.72	43.31
515	30	10	70	0	69.05	-11.79	39.64
516	30	20	70	0	65.52	-5.40	35.97
517	30	30	70	0	61.99	0.67	33.08
518	30	40	70	0	58.56	7.19	29.86
519	30	55	70	0	53.52	16.85	24.76
520	30	70	70	0	48.88	26.29	20.02
521	30	85	70	0	44.92	35.23	16.18
522	30	100	70	0	42.06	41.28	14.20
523	40	0	70	0	68.96	-22.04	37.72
524	40	10	70	0	65.63	-16.53	34.25
525	40	20	70	0	62.40	-10.27	30.93
526	40	30	70	0	59.00	-4.37	27.95
527	40	40	70	0	55.75	1.88	24.79
528	40	55	70	0	50.90	11.35	19.74
529	40	70	70	0	46.31	20.91	15.12
530	40	85	70	0	42.39	29.99	11.38
531	40	100	70	0	39.73	35.75	9.20
532	55	0	70	0	63.72	-28.46	29.93
533	55	10	70	0	60.66	-23.88	26.39
534	55	20	70	0	57.80	-17.94	23.73
535	55	30	70	0	54.77	-12.02	20.84
536	55	40	70	0	51.84	-6.12	17.71
537	55	55	70	0	47.33	2.55	12.88
538	55	70	70	0	42.80	11.72	8.39
539	55	85	70	0	38.85	20.87	4.68
540	55	100	70	0	36.44	26.60	2.90
541	70	0	70	0	58.76	-35.18	22.07
542	70	10	70	0	56.02	-31.32	18.80
543	70	20	70	0	53.41	-25.87	16.45
544	70	30	70	0	50.78	-20.02	13.69
545	70	40	70	0	48.11	-14.52	10.77
546	70	55	70	0	43.94	-6.61	6.59
547	70	70	70	0	39.74	2.27	2.34
548	70	85	70	0	35.89	11.51	-1.36
549	70	100	70	0	33.69	17.19	-2.28
550	85	0	70	0	54.03	-42.20	13.96
551	85	10	70	0	52.04	-38.01	11.95
552	85	20	70	0	49.62	-33.20	9.33
553	85	30	70	0	47.12	-28.39	6.54
554	85	40	70	0	44.73	-23.48	3.92
555	85	55	70	0	40.91	-15.28	0.55
556	85	70	70	0	37.28	-6.14	-2.97
557	85	85	70	0	34.01	2.70	-6.19
558	85	100	70	0	31.92	8.00	-7.05
559	100	0	70	0	50.37	-46.58	7.84
560	100	10	70	0	48.65	-42.87	5.68
561	100	20	70	0	46.56	-38.24	3.42
562	100	30	70	0	44.36	-33.47	1.30
563	100	40	70	0	42.21	-28.67	-0.86
564	100	55	70	0	38.69	-20.45	-4.11
565	100	70	70	0	35.26	-12.45	-7.43
566	100	85	70	0	32.29	-5.23	-10.49
567	100	100	70	0	30.66	-0.41	-11.66
568	0	0	85	0	83.59	-3.48	73.32
569	0	10	85	0	78.90	3.60	67.75
570	0	20	85	0	74.48	10.80	62.82
571	0	30	85	0	70.48	17.35	57.85
572	0	40	85	0	66.56	24.09	53.63
573	0	55	85	0	60.84	34.36	47.88
574	0	70	85	0	55.51	44.42	42.15
575	0	85	85	0	51.51	52.26	36.79
576	0	100	85	0	48.55	57.81	33.07
577	10	0	85	0	79.26	-9.08	65.99
578	10	10	85	0	75.32	-2.21	61.36
579	10	20	85	0	71.25	4.54	56.69
580	10	30	85	0	67.50	11.14	52.68
581	10	40	85	0	63.75	17.83	48.88
582	10	55	85	0	58.55	27.50	43.32
583	10	70	85	0	53.66	36.93	37.29
584	10	85	85	0	49.43	45.51	31.59
585	10	100	85	0	46.50	51.12	28.88
586	20	0	85	0	75.42	-13.66	60.28
587	20	10	85	0	71.80	-7.31	56.08
588	20	20	85	0	68.02	-0.86	51.68
589	20	30	85	0	64.45	5.45	47.50
590	20	40	85	0	60.92	12.00	43.52
591	20	55	85	0	56.04	21.50	37.96
592	20	70	85	0	51.37	30.89	32.42
593	20	85	85	0	47.10	39.76	27.02
594	20	100	85	0	44.20	45.42	23.75
595	30	0	85	0	71.74	-17.94	54.44
596	30	10	85	0	68.24	-12.14	50.24
597	30	20	85	0	64.66	-5.86	45.85
598	30	30	85	0	61.36	0.27	41.98
599	30	40	85	0	58.03	6.79	38.43
600	30	55	85	0	53.14	16.49	32.70
601	30	70	85	0	48.65	25.74	27.14
602	30	85	85	0	44.81	34.14	22.21
603	30	100	85	0	42.01	39.69	19.21
604	40	0	85	0	68.04	-22.50	47.96
605	40	10	85	0	64.83	-17.06	44.00
606	40	20	85	0	61.47	-10.91	40.13
607	40	30	85	0	58.32	-4.80	36.22
608	40	40	85	0	55.23	1.62	32.84
609	40	55	85	0	50.38	11.30	27.13
610	40	70	85	0	46.02	20.46	21.63
611	40	85	85	0	42.56	28.65	16.91
612	40	100	85	0	39.95	34.29	14.03
613	55	0	85	0	62.59	-29.46	38.89
614	55	10	85	0	59.98	-24.38	35.92
615	55	20	85	0	57.19	-18.42	32.54
616	55	30	85	0	54.10	-12.69	28.29
617	55	40	85	0	51.31	-6.75	24.71
618	55	55	85	0	46.98	2.71	19.75
619	55	70	85	0	42.74	11.70	14.77
620	55	85	85	0	39.14	19.90	10.03
621	55	100	85	0	36.61	26.23	7.75
622	70	0	85	0	57.50	-36.54	30.35
623	70	10	85	0	55.32	-31.89	27.87
624	70	20	85	0	53.07	-26.14	24.94
625	70	30	85	0	50.32	-20.74	20.96
626	70	40	85	0	47.67	-15.41	17.36
627	70	55	85	0	43.67	-6.61	13.14
628	70	70	85	0	39.66	2.02	8.38
629	70	85	85	0	35.94	10.36	3.67
630	70	100	85	0	33.51	17.07	2.65
631	85	0	85	0	53.13	-43.23	22.30
632	85	10	85	0	51.10	-39.15	19.60
633	85	20	85	0	49.07	-34.03	16.96
634	85	30	85	0	46.73	-28.85	13.96
635	85	40	85	0	44.28	-23.97	11.02
636	85	55	85	0	40.45	-16.48	6.57
637	85	70	85	0	36.86	-8.22	1.59
638	85	85	85	0	33.57	0.48	-2.72
639	85	100	85	0	31.11	6.43	-2.93
640	100	0	85	0	49.58	-48.00	15.48
641	100	10	85	0	47.77	-44.44	13.57
642	100	20	85	0	45.85	-39.70	10.64
643	100	30	85	0	43.77	-34.54	7.91
644	100	40	85	0	41.68	-29.66	5.65
645	100	55	85	0	38.55	-22.09	1.84
646	100	70	85	0	35.25	-14.64	-2.18
647	100	85	85	0	31.96	-7.13	-5.64
648	100	100	85	0	29.96	-1.45	-6.68
649	0	0	100	0	82.90	-2.90	81.80
650	0	10	100	0	78.36	4.04	75.96
651	0	20	100	0	74.25	10.88	69.96
652	0	30	100	0	70.35	17.29	65.34
653	0	40	100	0	66.53	23.82	60.32
654	0	55	100	0	61.23	33.46	53.44
655	0	70	100	0	56.38	42.41	46.43
656	0	85	100	0	51.99	50.77	40.70
657	0	100	100	0	48.39	57.50	37.00
658	10	0	100	0	78.81	-8.74	74.21
659	10	10	100	0	74.80	-1.91	69.00
660	10	20	100	0	70.81	4.98	63.73
661	10	30	100	0	66.96	11.31	58.88
662	10	40	100	0	63.22	17.69	54.33
663	10	55	100	0	58.17	27.28	47.73
664	10	70	100	0	53.41	36.90	41.50
665	10	85	100	0	49.10	45.75	36.29
666	10	100	100	0	46.11	51.36	32.91
667	20	0	100	0	75.07	-13.59	67.48
668	20	10	100	0	71.33	-7.05	63.09
669	20	20	100	0	67.62	-0.47	57.96
670	20	30	100	0	63.94	5.74	53.00
671	20	40	100	0	60.25	11.89	48.37
672	20	55	100	0	55.18	21.64	42.01
673	20	70	100	0	50.69	31.36	36.39
674	20	85	100	0	46.73	39.90	31.40
675	20	100	100	0	43.91	45.01	27.98
676	30	0	100	0	71.21	-18.07	61.24
677	30	10	100	0	67.74	-11.84	57.58
678	30	20	100	0	64.27	-5.61	52.36
679	30	30	100	0	60.88	0.45	47.46
680	30	40	100	0	57.50	6.63	43.17
681	30	55	100	0	52.58	16.44	37.11
682	30	70	100	0	48.29	25.82	31.52
683	30	85	100	0	44.70	33.81	26.54
684	30	100	100	0	42.24	38.31	23.39
685	40	0	100	0	67.41	-22.69	55.12
686	40	10	100	0	64.25	-16.84	51.22
687	40	20	100	0	60.88	-10.93	46.24
688	40	30	100	0	57.90	-4.93	41.77
689	40	40	100	0	55.01	1.13	37.78
690	40	55	100	0	50.32	10.52	32.00
691	40	70	100	0	46.14	19.63	26.68
692	40	85	100	0	42.70	28.00	21.50
693	40	100	100	0	40.05	33.50	17.14
694	55	0	100	0	62.25	-29.31	45.66
695	55	10	100	0	59.46	-24.35	41.63
696	55	20	100	0	56.33	-19.04	37.25
697	55	30	100	0	53.50	-13.23	32.99
698	55	40	100	0	50.98	-7.34	29.45
699	55	55	100	0	46.90	2.11	24.33
700	55	70	100	0	43.01	10.81	19.41
701	55	85	100	0	39.53	18.91	13.97
702	55	100	100	0	36.77	25.95	8.49
703	70	0	100	0	57.34	-36.43	36.20
704	70	10	100	0	54.92	-32.00	32.63
705	70	20	100	0	52.16	-27.14	29.20
706	70	30	100	0	49.39	-21.77	24.69
707	70	40	100	0	47.05	-15.96	21.40
708	70	55	100	0	43.47	-6.72	16.84
709	70	70	100	0	39.94	1.47	12.36
710	70	85	100	0	36.53	9.29	7.30
711	70	100	100	0	33.87	16.78	2.51
712	85	0	100	0	52.44	-43.98	27.40
713	85	10	100	0	50.66	-39.34	24.98
714	85	20	100	0	48.31	-34.84	22.25
715	85	30	100	0	46.02	-30.18	17.43
716	85	40	100	0	43.84	-24.56	13.96
717	85	55	100	0	40.23	-16.39	9.13
718	85	70	100	0	36.97	-8.45	5.25
719	85	85	100	0	33.97	-0.11	2.35
720	85	100	100	0	31.29	6.49	-0.97
721	100	0	100	0	48.99	-48.20	21.30
722	100	10	100	0	47.08	-44.59	18.27
723	100	20	100	0	45.50	-40.25	16.22
724	100	30	100	0	43.47	-36.02	12.36
725	100	40	100	0	41.48	-31.27	8.06
726	100	55	100	0	38.25	-23.45	2.54
727	100	70	100	0	34.71	-15.20	-0.83
728	100	85	100	0	31.44	-7.03	-2.64
729	100	100	100	0	30.00	-2.00	-4.00
730	0	0	0	20	76.33	-0.05	3.36
731	0	10	0	20	72.50	5.12	1.71
732	0	20	0	20	68.75	10.53	0.33
733	0	40	0	20	61.50	21.57	-1.60
734	0	70	0	20	51.33	38.80	-3.21
735	0	100	0	20	44.38	50.55	-3.34
736	10	0	0	20	73.25	-2.68	-0.34
737	10	10	0	20	69.72	2.16	-1.90
738	10	20	0	20	66.26	7.20	-3.23
739	10	40	0	20	59.41	17.42	-4.95
740	10	70	0	20	49.43	33.97	-6.55
741	10	100	0	20	41.54	48.19	-6.18
742	20	0	0	20	70.20	-5.51	-4.20
743	20	10	0	20	66.91	-0.86	-5.59
744	20	20	0	20	63.62	3.91	-6.76
745	20	40	0	20	56.89	14.08	-8.35
746	20	70	0	20	47.02	30.89	-9.85
747	20	100	0	20	39.59	44.27	-9.37
748	40	0	0	20	64.24	-10.90	-11.67
749	40	10	0	20	61.35	-6.65	-12.68
750	40	20	0	20	58.37	-2.23	-13.47
751	40	40	0	20	52.04	7.16	-14.82
752	40	70	0	20	43.14	22.86	-16.12
753	40	100	0	20	36.18	35.29	-15.48
754	70	0	0	20	55.89	-19.30	-22.30
755	70	10	0	20	53.42	-16.07	-23.13
756	70	20	0	20	50.95	-12.23	-23.73
757	70	40	0	20	45.61	-3.52	-24.34
758	70	70	0	20	38.15	9.91	-24.84
759	70	100	0	20	31.52	21.06	-24.70
760	100	0	0	20	48.29	-26.17	-30.84
761	100	10	0	20	46.73	-23.51	-31.21
762	100	20	0	20	44.93	-19.85	-30.87
763	100	40	0	20	40.87	-12.99	-31.18
764	100	70	0	20	34.49	-2.53	-31.80
765	100	100	0	20	29.39	7.75	-31.14
766	0	0	10	20	75.70	-1.08	10.38
767	0	10	10	20	72.23	4.20	8.36
768	0	20	10	20	68.46	9.63	6.44
769	0	40	10	20	61.20	20.57	3.63
770	0	70	10	20	50.98	38.06	0.82
771	0	100	10	20	43.37	51.79	0.39
772	10	0	10	20	72.67	-4.09	6.54
773	10	10	10	20	69.29	0.94	4.50
774	10	20	10	20	65.70	6.18	2.77
775	10	40	10	20	58.85	16.64	0.25
776	10	70	10	20	49.15	33.68	-2.62
777	10	100	10	20	41.65	47.43	-3.02
778	20	0	10	20	69.76	-7.11	2.53
779	20	10	10	20	66.36	-2.18	0.62
780	20	20	10	20	62.95	2.83	-0.88
781	20	40	10	20	56.46	13.07	-3.25
782	20	70	10	20	47.08	29.86	-6.05
783	20	100	10	20	39.82	43.57	-6.38
784	40	0	10	20	63.75	-12.54	-5.12
785	40	10	10	20	60.80	-8.32	-6.72
786	40	20	10	20	57.73	-3.78	-7.96
787	40	40	10	20	51.76	5.81	-10.13
788	40	70	10	20	43.12	21.49	-12.56
789	40	100	10	20	36.51	34.51	-12.95
790	70	0	10	20	55.10	-22.00	-16.77
791	70	10	10	20	52.79	-18.21	-17.70
792	70	20	10	20	50.46	-14.21	-18.45
793	70	40	10	20	45.25	-5.70	-20.07
794	70	70	10	20	37.61	8.16	-22.16
795	70	100	10	20	31.78	20.32	-22.11
796	100	0	10	20	48.13	-28.46	-25.42
797	100	10	10	20	46.71	-25.59	-25.90
798	100	20	10	20	44.68	-22.27	-26.53
799	100	40	10	20	40.58	-15.27	-27.57
800	100	70	10	20	34.51	-3.29	-28.48
801	100	100	10	20	29.29	7.54	-28.44
802	0	0	20	20	75.19	-1.85	17.20
803	0	10	20	20	71.75	3.44	14.96
804	0	20	20	20	68.18	8.92	12.54
805	0	40	20	20	60.95	19.96	9.09
806	0	70	20	20	50.60	37.72	5.34
807	0	100	20	20	43.23	51.65	3.93
808	10	0	20	20	72.15	-5.07	13.25
809	10	10	20	20	68.82	-0.04	10.89
810	10	20	20	20	65.27	5.33	8.74
811	10	40	20	20	58.45	16.05	5.50
812	10	70	20	20	48.93	33.18	1.67
813	10	100	20	20	41.71	46.63	0.31
814	20	0	20	20	69.25	-8.19	9.25
815	20	10	20	20	65.89	-3.28	6.94
816	20	20	20	20	62.40	1.92	4.98
817	20	40	20	20	56.02	12.34	1.89
818	20	70	20	20	46.90	29.09	-1.90
819	20	100	20	20	39.71	43.05	-3.07
820	40	0	20	20	63.19	-13.93	1.30
821	40	10	20	20	60.22	-9.57	-0.58
822	40	20	20	20	57.24	-5.01	-2.25
823	40	40	20	20	51.48	4.56	-5.09
824	40	70	20	20	42.91	20.47	-8.65
825	40	100	20	20	36.52	33.68	-10.05
826	70	0	20	20	54.64	-23.82	-10.59
827	70	10	20	20	52.47	-19.85	-11.86
828	70	20	20	20	50.08	-15.93	-13.04
829	70	40	20	20	44.90	-7.32	-15.33
830	70	70	20	20	37.39	6.61	-18.58
831	70	100	20	20	31.57	19.74	-19.43
832	100	0	20	20	47.45	-30.75	-20.09
833	100	10	20	20	46.21	-27.95	-20.71
834	100	20	20	20	44.30	-24.67	-21.84
835	100	40	20	20	40.13	-17.50	-23.58
836	100	70	20	20	34.33	-5.08	-25.38
837	100	100	20	20	29.10	5.63	-26.04
838	0	0	40	20	74.34	-2.97	30.75
839	0	10	40	20	70.52	2.41	27.74
840	0	20	40	20	67.01	8.12	25.00
841	0	40	40	20	60.15	19.27	20.22
842	0	70	40	20	50.18	36.74	14.66
843	0	100	40	20	42.71	50.88	11.51
844	10	0	40	20	71.29	-6.60	26.22
845	10	10	40	20	67.70	-1.33	23.66
846	10	20	40	20	64.17	4.14	20.99
847	10	40	40	20	57.82	14.98	16.33
848	10	70	40	20	48.47	32.00	10.87
849	10	100	40	20	41.28	46.43	7.79
850	20	0	40	20	68.11	-9.98	21.77
851	20	10	40	20	64.96	-4.91	19.46
852	20	20	40	20	61.64	0.36	16.93
853	20	40	40	20	55.51	11.00	12.71
854	20	70	40	20	46.52	27.70	7.11
855	20	100	40	20	39.67	41.79	4.01
856	40	0	40	20	61.96	-16.35	13.94
857	40	10	40	20	59.31	-11.75	11.42
858	40	20	40	20	56.57	-7.01	9.38
859	40	40	40	20	51.07	2.70	5.66
860	40	70	40	20	42.53	19.04	0.00
861	40	100	40	20	36.52	31.40	-3.45
862	70	0	40	20	53.45	-27.06	1.21
863	70	10	40	20	51.41	-23.04	-0.51
864	70	20	40	20	49.14	-18.90	-2.25
865	70	40	40	20	44.08	-9.94	-5.60
866	70	70	40	20	36.82	5.35	-10.51
867	70	100	40	20	31.56	17.03	-13.34
868	100	0	40	20	46.33	-35.88	-9.49
869	100	10	40	20	44.95	-32.82	-10.38
870	100	20	40	20	43.26	-29.07	-11.89
871	100	40	40	20	39.38	-20.91	-14.43
872	100	70	40	20	33.58	-7.51	-18.00
873	100	100	40	20	29.25	2.13	-20.29
874	0	0	70	20	72.91	-3.63	50.22
875	0	10	70	20	69.40	1.75	46.94
876	0	20	70	20	65.77	7.43	43.72
877	0	40	70	20	59.19	18.54	37.73
878	0	70	70	20	49.63	35.69	28.56
879	0	100	70	20	42.47	48.76	22.17
880	10	0	70	20	69.84	-7.76	45.81
881	10	10	70	20	66.60	-2.42	42.60
882	10	20	70	20	63.35	3.00	39.33
883	10	40	70	20	57.06	13.88	33.48
884	10	70	70	20	47.72	31.28	24.68
885	10	100	70	20	41.07	44.73	18.38
886	20	0	70	20	66.65	-11.57	41.29
887	20	10	70	20	63.81	-6.38	38.28
888	20	20	70	20	60.80	-1.23	34.96
889	20	40	70	20	54.79	9.62	29.54
890	20	70	70	20	45.83	26.88	21.16
891	20	100	70	20	39.33	40.32	14.47
892	40	0	70	20	60.50	-18.71	32.14
893	40	10	70	20	58.14	-13.98	29.41
894	40	20	70	20	55.52	-9.09	26.49
895	40	40	70	20	50.06	1.13	20.90
896	40	70	70	20	42.19	17.52	12.79
897	40	100	70	20	36.14	30.11	7.31
898	70	0	70	20	51.92	-30.19	17.97
899	70	10	70	20	50.06	-26.52	15.76
900	70	20	70	20	47.92	-22.27	13.21
901	70	40	70	20	43.27	-12.95	8.36
902	70	70	70	20	36.97	1.66	0.93
903	70	100	70	20	31.94	13.96	-3.51
904	100	0	70	20	45.13	-40.16	6.28
905	100	10	70	20	43.71	-37.10	4.36
906	100	20	70	20	42.02	-33.57	1.91
907	100	40	70	20	38.36	-25.32	-1.73
908	100	70	70	20	32.73	-11.81	-7.41
909	100	100	70	20	28.07	0.16	-11.00
910	0	0	100	20	72.04	-3.55	68.32
911	0	10	100	20	68.13	1.83	63.67
912	0	20	100	20	64.77	7.70	58.95
913	0	40	100	20	58.38	19.09	51.35
914	0	70	100	20	49.39	35.23	38.94
915	0	100	100	20	43.04	48.04	30.52
916	10	0	100	20	68.47	-7.47	63.07
917	10	10	100	20	65.56	-2.41	58.99
918	10	20	100	20	62.30	3.19	54.32
919	10	40	100	20	56.01	14.16	46.32
920	10	70	100	20	47.19	30.94	34.82
921	10	100	100	20	41.24	43.60	26.91
922	20	0	100	20	65.42	-11.40	57.96
923	20	10	100	20	62.78	-6.64	53.79
924	20	20	100	20	59.65	-1.16	49.54
925	20	40	100	20	53.65	9.74	41.52
926	20	70	100	20	45.22	26.68	31.00
927	20	100	100	20	39.47	39.10	23.34
928	40	0	100	20	59.65	-18.97	46.92
929	40	10	100	20	57.34	-14.83	43.63
930	40	20	100	20	54.56	-10.09	39.92
931	40	40	100	20	49.06	0.70	32.93
932	40	70	100	20	41.62	16.89	22.52
933	40	100	100	20	36.25	30.12	14.91
934	70	0	100	20	51.01	-31.18	30.48
935	70	10	100	20	49.26	-27.87	27.68
936	70	20	100	20	47.08	-23.85	24.60
937	70	40	100	20	42.58	-14.53	18.42
938	70	70	100	20	36.09	-0.21	8.94
939	70	100	100	20	31.74	14.09	3.91
940	100	0	100	20	44.47	-41.82	17.17
941	100	10	100	20	43.03	-38.91	14.52
942	100	20	100	20	41.61	-35.35	11.18
943	100	40	100	20	38.12	-27.38	6.07
944	100	70	100	20	32.33	-14.23	-0.79
945	100	100	100	20	27.83	-2.16	-5.68
946	0	0	0	40	64.71	0.26	2.88
947	0	20	0	40	58.53	8.74	0.43
948	0	40	0	40	53.43	17.26	-1.37
949	0	70	0	40	44.70	31.69	-3.13
950	0	100	0	40	38.11	43.49	-2.96
951	20	0	0	40	60.24	-4.05	-2.99
952	20	20	0	40	54.21	3.63	-5.26
953	20	40	0	40	49.31	11.74	-6.98
954	20	70	0	40	41.40	24.82	-8.40
955	20	100	0	40	35.00	36.99	-8.24
956	40	0	0	40	55.34	-8.66	-9.23
957	40	20	0	40	50.21	-1.64	-10.92
958	40	40	0	40	45.13	6.20	-12.41
959	40	70	0	40	37.96	18.73	-13.64
960	40	100	0	40	32.24	29.65	-13.51
961	70	0	0	40	48.09	-16.59	-18.80
962	70	20	0	40	44.21	-9.84	-19.45
963	70	40	0	40	39.81	-3.29	-20.86
964	70	70	0	40	33.32	7.78	-21.59
965	70	100	0	40	28.49	17.10	-21.41
966	100	0	0	40	42.63	-22.23	-25.59
967	100	20	0	40	39.14	-16.91	-26.37
968	100	40	0	40	36.07	-11.06	-26.61
969	100	70	0	40	30.81	-0.45	-26.18
970	100	100	0	40	26.69	7.30	-26.25
971	0	0	20	40	64.22	-1.38	14.04
972	0	20	20	40	58.27	7.33	10.23
973	0	40	20	40	52.29	16.34	7.41
974	0	70	20	40	43.90	31.87	3.98
975	0	100	20	40	37.43	43.39	3.13
976	20	0	20	40	58.85	-6.22	7.78
977	20	20	20	40	53.61	1.77	4.23
978	20	40	20	40	48.46	10.40	1.57
979	20	70	20	40	41.23	24.23	-1.74
980	20	100	20	40	35.33	35.26	-3.18
981	40	0	20	40	54.62	-11.20	0.93
982	40	20	20	40	49.57	-3.82	-1.96
983	40	40	20	40	44.70	4.20	-4.53
984	40	70	20	40	37.75	17.73	-7.67
985	40	100	20	40	32.29	28.63	-8.89
986	70	0	20	40	47.90	-19.64	-8.89
987	70	20	20	40	43.89	-13.04	-11.23
988	70	40	20	40	39.58	-5.95	-13.35
989	70	70	20	40	32.90	6.40	-16.25
990	70	100	20	40	28.46	15.36	-17.08
991	100	0	20	40	42.06	-25.89	-16.77
992	100	20	20	40	39.40	-20.73	-18.62
993	100	40	20	40	36.20	-14.88	-20.38
994	100	70	20	40	30.61	-3.84	-22.08
995	100	100	20	40	26.64	5.26	-21.96
996	0	0	40	40	63.46	-2.45	25.11
997	0	20	40	40	57.29	6.36	20.39
998	0	40	40	40	51.76	15.57	16.65
999	0	70	40	40	43.92	30.33	11.69
1000	0	100	40	40	37.17	42.21	9.13
1001	20	0	40	40	58.27	-7.72	18.05
1002	20	20	40	40	53.10	0.31	14.00
1003	20	40	40	40	47.96	9.29	10.43
1004	20	70	40	40	40.54	23.89	5.64
1005	20	100	40	40	34.95	34.71	2.95
1006	40	0	40	40	53.72	-13.20	11.05
1007	40	20	40	40	48.96	-5.80	7.70
1008	40	40	40	40	44.22	2.18	4.50
1009	40	70	40	40	37.34	16.54	-0.48
1010	40	100	40	40	32.50	27.16	-3.11
1011	70	0	40	40	46.90	-22.29	0.72
1012	70	20	40	40	43.24	-15.78	-2.22
1013	70	40	40	40	38.81	-8.66	-5.23
1014	70	70	40	40	32.72	4.42	-9.68
1015	70	100	40	40	28.56	13.68	-11.80
1016	100	0	40	40	41.48	-29.56	-8.34
1017	100	20	40	40	38.44	-24.45	-10.70
1018	100	40	40	40	35.36	-18.35	-13.13
1019	100	70	40	40	30.42	-6.67	-16.06
1020	100	100	40	40	26.30	2.44	-17.57
1021	0	0	70	40	62.09	-3.27	41.59
1022	0	20	70	40	56.78	5.54	36.94
1023	0	40	70	40	50.93	14.45	30.98
1024	0	70	70	40	42.95	29.32	23.36
1025	0	100	70	40	37.22	40.93	18.23
1026	20	0	70	40	57.43	-9.23	34.42
1027	20	20	70	40	52.62	-1.11	29.61
1028	20	40	70	40	47.57	8.00	24.76
1029	20	70	70	40	40.05	22.41	17.37
1030	20	100	70	40	34.98	32.85	11.68
1031	40	0	70	40	52.62	-15.34	26.58
1032	40	20	70	40	48.41	-8.02	22.61
1033	40	40	70	40	43.78	0.50	17.85
1034	40	70	70	40	37.07	14.12	10.54
1035	40	100	70	40	32.31	24.64	5.59
1036	70	0	70	40	45.10	-25.47	14.43
1037	70	20	70	40	41.90	-18.89	11.01
1038	70	40	70	40	37.84	-10.89	6.98
1039	70	70	70	40	32.12	1.47	-0.27
1040	70	100	70	40	28.33	12.95	-4.03
1041	100	0	70	40	39.56	-33.51	4.25
1042	100	20	70	40	37.28	-28.20	1.55
1043	100	40	70	40	34.19	-21.58	-1.80
1044	100	70	70	40	29.59	-9.95	-7.97
1045	100	100	70	40	25.61	0.70	-11.66
1046	0	0	100	40	61.18	-3.38	56.11
1047	0	20	100	40	55.91	5.27	49.15
1048	0	40	100	40	50.43	14.34	41.70
1049	0	70	100	40	42.43	29.02	30.84
1050	0	100	100	40	37.83	38.86	24.88
1051	20	0	100	40	56.60	-9.73	48.25
1052	20	20	100	40	51.94	-1.37	41.47
1053	20	40	100	40	47.00	7.57	35.18
1054	20	70	100	40	39.82	21.29	24.79
