ISO28178										
ORIGINATOR	"WAN-IFRA. www.wan-ifra.org"									
DESCRIPTOR	"Ifra26L"									
CREATED	"30.06.2004"									
INSTRUMENTATION	"GRETAGMACBETH SpectroScan. D50. 2 degree. geometry 45/0. no polarisation filter. white backing"
PRINT_CONDITIONS	"Newspaper Coldset-Offset printing according to ISO/DIS 12647-3:2004. standard newsprint. screen ruling 40 l/cm ± 2 l/cm"
NUMBER_OF_FIELDS	11									
BEGIN_DATA_FORMAT										
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT										
NUMBER_OF_SETS	1485									
BEGIN_DATA										
698	55	40	100	0	18.87	20.14	10.5	51.99	-2.76	16.62
699	55	55	100	0	17.65	17.7	10.07	49.13	3.18	13.09
700	55	70	100	0	16.71	15.92	9.71	46.86	7.81	10.38
701	55	85	100	0	16.07	14.76	9.45	45.31	10.9	8.58
702	55	100	100	0	15.59	13.93	9.24	44.13	13.2	7.25
703	70	0	100	0	19.8	27.14	11.94	59.11	-28.74	24.49
704	70	10	100	0	18.82	24.52	11.56	56.6	-22.92	21.31
705	70	20	100	0	17.82	22.05	11.2	54.07	-17.26	18.03
706	70	30	100	0	16.95	20	10.86	51.84	-12.3	15.22
707	70	40	100	0	16.16	18.21	10.52	49.75	-7.69	12.68
708	70	55	100	0	15.19	16.11	10.1	47.11	-2.01	9.5
709	70	70	100	0	14.44	14.57	9.75	45.04	2.41	7.08
710	70	85	100	0	13.91	13.56	9.5	43.6	5.37	5.43
711	70	100	100	0	13.5	12.81	9.31	42.47	7.59	4.17
712	85	0	100	0	17.25	24.66	11.9	56.74	-31.81	20.53
713	85	10	100	0	16.47	22.38	11.53	54.43	-26.14	17.65
714	85	20	100	0	15.68	20.24	11.18	52.1	-20.65	14.69
715	85	30	100	0	14.99	18.45	10.85	50.04	-15.81	12.16
716	85	40	100	0	14.36	16.88	10.52	48.11	-11.35	9.87
717	85	55	100	0	13.54	15.02	10.11	45.66	-5.86	6.97
718	85	70	100	0	12.91	13.63	9.77	43.7	-1.58	4.73
719	85	85	100	0	12.46	12.73	9.53	42.35	1.27	3.19
720	85	100	100	0	12.11	12.05	9.34	41.3	3.41	2.02
721	100	0	100	0	15.39	22.8	11.85	54.87	-34.25	17.45
722	100	10	100	0	14.76	20.78	11.49	52.7	-28.67	14.77
723	100	20	100	0	14.11	18.87	11.15	50.54	-23.32	12.09
724	100	30	100	0	13.54	17.28	10.82	48.61	-18.58	9.78
725	100	40	100	0	13.04	15.9	10.5	46.84	-14.23	7.72
726	100	55	100	0	12.33	14.19	10.09	44.5	-8.88	5.02
727	100	70	100	0	11.77	12.92	9.76	42.64	-4.73	2.92
728	100	85	100	0	11.38	12.09	9.54	41.36	-1.96	1.47
729	100	100	100	0	11.09	11.49	9.37	40.39	0.09	0.37
730	0	0	0	20	42.71	43.94	32.89	72.19	1.03	4.84
731	0	10	0	20	39.12	38.57	29.59	68.44	6.18	3.48
732	0	20	0	20	35.92	33.76	26.44	64.77	11.61	2.39
733	0	40	0	20	31.05	26.71	21.5	58.71	20.72	1.05
734	0	70	0	20	26.4	20.26	16.46	52.13	31.01	0.58
735	0	100	0	20	24.25	17.37	13.86	48.72	36.63	1.23
736	10	0	0	20	37.49	39.55	31.92	69.15	-2.09	1.07
737	10	10	0	20	34.58	34.94	28.69	65.7	3.05	0.21
738	10	20	0	20	31.83	30.7	25.73	62.25	8.28	-0.72
739	10	40	0	20	27.65	24.47	21.12	56.55	16.98	-1.9
740	10	70	0	20	23.66	18.77	16.42	50.42	26.74	-2.26
741	10	100	0	20	21.78	16.17	13.97	47.2	32.09	-1.68
742	20	0	0	20	32.84	35.55	30.97	66.18	-5.02	-2.59
743	20	10	0	20	30.35	31.49	27.87	62.92	-0.02	-3.24
744	20	20	0	20	28.07	27.82	25.07	59.72	4.99	-3.9
745	20	40	0	20	24.48	22.31	20.7	54.36	13.32	-4.84
746	20	70	0	20	21.09	17.31	16.34	48.65	22.59	-5.14
747	20	100	0	20	19.5	15.03	14.07	45.68	27.62	-4.57
748	40	0	0	20	25.67	29.22	29.2	60.97	-10.13	-8.77
749	40	10	0	20	23.89	26.1	26.45	58.13	-5.49	-9.08
750	40	20	0	20	22.19	23.2	23.93	55.28	-0.82	-9.51
751	40	40	0	20	19.63	18.97	20.08	50.65	6.86	-9.96
752	40	70	0	20	17.18	15.07	16.26	45.74	15.27	-9.95
753	40	100	0	20	16.02	13.29	14.26	43.2	19.72	-9.36
754	70	0	0	20	19.01	23.04	27.21	55.12	-15.51	-15.58
755	70	10	0	20	17.89	20.86	24.89	52.8	-11.38	-15.51
756	70	20	0	20	16.78	18.79	22.76	50.44	-7.25	-15.66
757	70	40	0	20	15.15	15.76	19.45	46.66	-0.32	-15.52
758	70	70	0	20	13.55	12.92	16.13	42.64	7.21	-14.98
759	70	100	0	20	12.77	11.6	14.42	40.58	10.97	-14.27
760	100	0	0	20	15.56	19.67	25.87	51.46	-18.59	-19.57
761	100	10	0	20	14.73	17.97	23.83	49.46	-14.84	-19.35
762	100	20	0	20	13.95	16.38	21.96	47.46	-11.1	-19.24
763	100	40	0	20	12.8	14.01	19.04	44.25	-4.66	-18.8
764	100	70	0	20	11.67	11.77	16	40.85	2.3	-17.76
765	100	100	0	20	11.08	10.72	14.49	39.11	5.56	-16.99
766	0	0	10	20	41.5	42.91	28.15	71.49	0.39	11.09
767	0	10	10	20	38.22	37.84	25.56	67.9	5.63	9.32
768	0	20	10	20	35.14	33.17	22.95	64.3	11.05	7.87
769	0	40	10	20	30.51	26.36	18.99	58.37	20.14	5.66
770	0	70	10	20	26.1	20.11	14.9	51.96	30.47	4.12
771	0	100	10	20	24.02	17.28	12.72	48.61	36.15	4.14
772	10	0	10	20	36.38	38.61	27.36	68.47	-2.78	7.18
773	10	10	10	20	33.68	34.23	24.87	65.14	2.37	5.79
774	10	20	10	20	31.06	30.11	22.43	61.75	7.62	4.49
775	10	40	10	20	27.1	24.1	18.69	56.19	16.35	2.52
776	10	70	10	20	23.33	18.6	14.87	50.22	26.15	1.18
777	10	100	10	20	21.54	16.08	12.82	47.07	31.53	1.22
778	20	0	10	20	31.82	34.69	26.59	65.51	-5.79	3.4
779	20	10	10	20	29.5	30.81	24.19	62.34	-0.79	2.2
780	20	20	10	20	27.31	27.24	21.91	59.2	4.22	1.09
781	20	40	10	20	23.96	21.98	18.39	54	12.61	-0.59
782	20	70	10	20	20.77	17.15	14.83	48.45	21.92	-1.76
783	20	100	10	20	19.28	14.95	12.93	45.57	26.96	-1.67
784	40	0	10	20	24.77	28.48	25.22	60.32	-11.11	-3.16
785	40	10	10	20	23.16	25.54	23.1	57.6	-6.43	-3.97
786	40	20	10	20	21.57	22.75	21.07	54.82	-1.74	-4.79
787	40	40	10	20	19.17	18.68	17.95	50.31	6	-5.97
788	40	70	10	20	16.86	14.91	14.79	45.5	14.47	-6.73
789	40	100	10	20	15.77	13.19	13.11	43.05	18.93	-6.52
790	70	0	10	20	18.29	22.5	23.7	54.55	-16.79	-10.33
791	70	10	10	20	17.3	20.45	21.9	52.35	-12.61	-10.7
792	70	20	10	20	16.27	18.47	20.17	50.06	-8.45	-11.16
793	70	40	10	20	14.74	15.53	17.49	46.35	-1.43	-11.74
794	70	70	10	20	13.24	12.78	14.72	42.43	6.14	-11.87
795	70	100	10	20	12.5	11.49	13.28	40.39	9.98	-11.57
796	100	0	10	20	14.92	19.21	22.61	50.94	-20.08	-14.51
797	100	10	10	20	14.2	17.62	21.02	49.03	-16.24	-14.68
798	100	20	10	20	13.5	16.12	19.5	47.13	-12.44	-14.83
799	100	40	10	20	12.43	13.82	17.12	43.97	-5.91	-15.01
800	100	70	10	20	11.38	11.65	14.64	40.65	1.1	-14.71
801	100	100	10	20	10.83	10.62	13.36	38.94	4.44	-14.3
802	0	0	20	20	40.39	41.94	23.94	70.83	-0.14	17.3
803	0	10	20	20	37.26	37.05	21.85	67.31	5.08	15.2
804	0	20	20	20	34.35	32.56	19.78	63.8	10.5	13.33
805	0	40	20	20	29.93	25.97	16.61	58	19.57	10.36
806	0	70	20	20	25.71	19.89	13.34	51.71	29.96	7.79
807	0	100	20	20	23.76	17.15	11.61	48.45	35.67	7.08
808	10	0	20	20	35.39	37.77	23.35	67.85	-3.44	13.26
809	10	10	20	20	32.8	33.53	21.34	64.59	1.68	11.5
810	10	20	20	20	30.31	29.54	19.4	61.26	6.94	9.75
811	10	40	20	20	26.55	23.74	16.44	55.83	15.67	7.03
812	10	70	20	20	22.97	18.41	13.35	49.99	25.53	4.77
813	10	100	20	20	21.3	15.98	11.72	46.94	30.95	4.17
814	20	0	20	20	30.89	33.93	22.74	64.91	-6.62	9.32
815	20	10	20	20	28.69	30.18	20.84	61.81	-1.6	7.73
816	20	20	20	20	26.6	26.73	19.04	58.73	3.4	6.15
817	20	40	20	20	23.42	21.63	16.23	53.64	11.83	3.74
818	20	70	20	20	20.42	16.98	13.36	48.23	21.2	1.73
819	20	100	20	20	19.04	14.87	11.84	45.46	26.26	1.25
820	40	0	20	20	23.94	27.83	21.68	59.73	-12.16	2.46
821	40	10	20	20	22.44	25	20.02	57.08	-7.43	1.25
822	40	20	20	20	20.96	22.33	18.44	54.38	-2.71	-0.04
823	40	40	20	20	18.71	18.4	15.96	49.98	5.05	-1.91
824	40	70	20	20	16.52	14.74	13.37	45.28	13.61	-3.39
825	40	100	20	20	15.51	13.07	12	42.87	18.16	-3.68
826	70	0	20	20	17.63	22.02	20.55	54.05	-18.15	-5.07
827	70	10	20	20	16.7	20.04	19.11	51.88	-13.9	-5.78
828	70	20	20	20	15.76	18.14	17.76	49.66	-9.64	-6.65
829	70	40	20	20	14.34	15.31	15.62	46.05	-2.57	-7.86
830	70	70	20	20	12.93	12.63	13.36	42.2	5.05	-8.68
831	70	100	20	20	12.24	11.38	12.19	40.21	8.99	-8.82
832	100	0	20	20	14.34	18.83	19.73	50.48	-21.63	-9.52
833	100	10	20	20	13.68	17.29	18.45	48.62	-17.73	-9.98
834	100	20	20	20	13.06	15.86	17.25	46.79	-13.84	-10.46
835	100	40	20	20	12.08	13.64	15.35	43.71	-7.19	-11.24
836	100	70	20	20	11.1	11.53	13.33	40.47	-0.18	-11.58
837	100	100	20	20	10.58	10.53	12.28	38.78	3.28	-11.56
838	0	0	40	20	38.6	40.33	17.62	69.71	-0.91	28.23
839	0	10	40	20	35.78	35.78	16.38	66.36	4.32	25.3
840	0	20	40	20	33.1	31.55	15.08	62.97	9.74	22.63
841	0	40	40	20	29.01	25.3	13.07	57.36	18.8	18.26
842	0	70	40	20	25.12	19.54	10.97	51.32	29.18	13.97
843	0	100	40	20	23.39	16.99	9.9	48.25	34.89	12.14
844	10	0	40	20	33.68	36.28	17.32	66.74	-4.47	23.77
845	10	10	40	20	31.38	32.35	16.11	63.63	0.71	21.27
846	10	20	40	20	29.11	28.62	14.89	60.44	5.94	18.77
847	10	40	40	20	25.7	23.17	13.02	55.25	14.66	14.76
848	10	70	40	20	22.41	18.1	11.04	49.62	24.59	10.82
849	10	100	40	20	20.91	15.82	10	46.73	30.02	9.18
850	20	0	40	20	29.29	32.56	16.99	63.8	-7.85	19.47
851	20	10	40	20	27.36	29.11	15.84	60.88	-2.8	17.17
852	20	20	40	20	25.5	25.89	14.73	57.94	2.27	14.86
853	20	40	40	20	22.64	21.13	12.96	53.1	10.65	11.21
854	20	70	40	20	19.9	16.7	11.12	47.88	20.11	7.61
855	20	100	40	20	18.63	14.69	10.1	45.21	25.22	6.22
856	40	0	40	20	22.57	26.71	16.4	58.7	-13.87	12.06
857	40	10	40	20	21.27	24.09	15.41	56.18	-9.04	10.12
858	40	20	40	20	19.95	21.6	14.43	53.6	-4.27	8.14
859	40	40	40	20	18	17.98	12.89	49.48	3.56	5.16
860	40	70	40	20	16.03	14.5	11.2	44.94	12.26	2.27
861	40	100	40	20	15.09	12.89	10.28	42.6	16.86	1.14
862	70	0	40	20	16.55	21.21	15.79	53.18	-20.35	4.03
863	70	10	40	20	15.76	19.37	14.92	51.12	-15.94	2.62
864	70	20	40	20	14.94	17.59	14.09	48.99	-11.58	1.08
865	70	40	40	20	13.7	14.94	12.75	45.56	-4.41	-1.19
866	70	70	40	20	12.46	12.41	11.28	41.86	3.38	-3.26
867	70	100	40	20	11.85	11.22	10.48	39.95	7.47	-4.09
868	100	0	40	20	13.41	18.18	15.33	49.71	-24.16	-0.84
869	100	10	40	20	12.88	16.75	14.55	47.94	-20.05	-1.92
870	100	20	40	20	12.34	15.39	13.82	46.17	-16	-3.06
871	100	40	40	20	11.5	13.34	12.61	43.27	-9.34	-4.74
872	100	70	40	20	10.65	11.34	11.28	40.14	-2.09	-6.26
873	100	100	40	20	10.2	10.37	10.58	38.49	1.56	-6.91
874	0	0	70	20	36.73	38.52	11.96	68.4	-1.34	40.44
875	0	10	70	20	34.17	34.3	11.43	65.2	3.81	36.51
876	0	20	70	20	31.75	30.37	10.81	61.97	9.2	32.85
877	0	40	70	20	28.1	24.59	9.84	56.68	18.22	26.85
878	0	70	70	20	24.54	19.15	8.76	50.86	28.64	20.56
879	0	100	70	20	23.01	16.79	8.22	47.99	34.31	17.6
880	10	0	70	20	32.05	34.72	11.94	65.53	-5.08	35.57
881	10	10	70	20	29.98	31.07	11.38	62.57	0.05	32.13
882	10	20	70	20	27.93	27.61	10.8	59.53	5.26	28.67
883	10	40	70	20	24.88	22.55	9.89	54.61	13.97	23.13
884	10	70	70	20	21.87	17.76	8.87	49.2	23.9	17.31
885	10	100	70	20	20.54	15.62	8.34	46.48	29.3	14.56
886	20	0	70	20	27.83	31.17	11.85	62.65	-8.6	30.86
887	20	10	70	20	26.12	28.01	11.34	59.9	-3.62	27.65
888	20	20	70	20	24.45	25.03	10.82	57.11	1.36	24.44
889	20	40	70	20	21.91	20.6	9.94	52.51	9.83	19.34
890	20	70	70	20	19.41	16.41	8.98	47.51	19.27	13.99
891	20	100	70	20	18.26	14.52	8.44	44.97	24.33	11.56
892	40	0	70	20	21.46	25.7	11.77	57.75	-14.87	22.64
893	40	10	70	20	20.29	23.28	11.29	55.36	-10.18	19.96
894	40	20	70	20	19.12	20.96	10.82	52.9	-5.45	17.18
895	40	40	70	20	17.36	17.55	10.04	48.94	2.41	12.86
896	40	70	70	20	15.59	14.26	9.14	44.6	11.17	8.43
897	40	100	70	20	14.72	12.72	8.63	42.34	15.76	6.36
898	70	0	70	20	15.69	20.51	11.63	52.41	-21.89	13.85
899	70	10	70	20	15	18.81	11.21	50.46	-17.54	11.76
900	70	20	70	20	14.28	17.14	10.81	48.43	-13.19	9.5
901	70	40	70	20	13.18	14.64	10.1	45.14	-5.93	6.1
902	70	70	70	20	12.06	12.21	9.28	41.55	2.02	2.68
903	70	100	70	20	11.49	11.05	8.82	39.67	6.15	1.06
904	100	0	70	20	12.74	17.7	11.5	49.13	-26.08	8.58
905	100	10	70	20	12.28	16.36	11.1	47.44	-21.92	6.9
906	100	20	70	20	11.8	15.07	10.72	45.74	-17.83	5.13
907	100	40	70	20	11.05	13.09	10.09	42.9	-10.99	2.26
908	100	70	70	20	10.26	11.13	9.33	39.8	-3.59	-0.52
909	100	100	70	20	9.86	10.2	8.92	38.19	0.19	-1.85
910	0	0	100	20	35.77	37.47	9.36	67.63	-1.19	47.36
911	0	10	100	20	33.37	33.46	9.12	64.53	3.91	42.87
912	0	20	100	20	31.1	29.73	8.81	61.42	9.18	38.58
913	0	40	100	20	27.68	24.23	8.35	56.32	18.13	31.48
914	0	70	100	20	24.25	18.94	7.72	50.62	28.47	24.05
915	0	100	100	20	22.81	16.65	7.37	47.82	34.17	20.62
916	10	0	100	20	31.26	33.88	9.47	64.86	-5.05	42.21
917	10	10	100	20	29.33	30.41	9.19	62.01	0.02	38.27
918	10	20	100	20	27.41	27.11	8.9	59.07	5.16	34.22
919	10	40	100	20	24.51	22.25	8.43	54.29	13.79	27.66
920	10	70	100	20	21.61	17.57	7.83	48.97	23.69	20.77
921	10	100	100	20	20.36	15.51	7.5	46.32	29.09	17.53
922	20	0	100	20	27.16	30.49	9.54	62.08	-8.77	37.17
923	20	10	100	20	25.58	27.48	9.27	59.42	-3.8	33.53
924	20	20	100	20	24.01	24.62	9	56.71	1.19	29.79
925	20	40	100	20	21.6	20.36	8.55	52.24	9.52	23.72
926	20	70	100	20	19.19	16.27	7.97	47.32	18.98	17.42
927	20	100	100	20	18.1	14.44	7.64	44.85	23.99	14.45
928	40	0	100	20	20.93	25.16	9.65	57.23	-15.15	28.45
929	40	10	100	20	19.88	22.89	9.4	54.96	-10.48	25.4
930	40	20	100	20	18.8	20.69	9.15	52.61	-5.78	22.17
931	40	40	100	20	17.14	17.38	8.7	48.74	2.07	17.11
932	40	70	100	20	15.43	14.18	8.16	44.49	10.73	11.8
933	40	100	100	20	14.59	12.68	7.85	42.27	15.24	9.18
934	70	0	100	20	15.32	20.16	9.76	52.02	-22.38	19.09
935	70	10	100	20	14.7	18.54	9.51	50.14	-18.02	16.7
936	70	20	100	20	14.03	16.95	9.28	48.19	-13.67	14.14
937	70	40	100	20	13	14.52	8.85	44.96	-6.38	10.08
938	70	70	100	20	11.93	12.15	8.33	41.46	1.51	5.92
939	70	100	100	20	11.34	10.98	8.03	39.54	5.6	3.74
940	100	0	100	20	12.46	17.49	9.77	48.87	-26.79	13.64
941	100	10	100	20	12.04	16.19	9.53	47.23	-22.59	11.59
942	100	20	100	20	11.6	14.93	9.31	45.54	-18.45	9.46
943	100	40	100	20	10.91	13.01	8.89	42.77	-11.5	6.15
944	100	70	100	20	10.12	11.05	8.39	39.67	-4.07	2.61
945	100	100	100	20	9.69	10.08	8.13	37.99	-0.28	0.72
946	0	0	0	40	27.85	28.57	21.13	60.4	1.2	4.72
947	0	20	0	40	24.06	22.9	17.56	54.96	8.88	2.93
948	0	40	0	40	21.23	18.78	14.73	50.42	15.63	1.91
949	0	70	0	40	18.46	14.91	11.8	45.51	23.05	1.46
950	0	100	0	40	17.15	13.11	10.24	42.93	27.17	1.84
951	20	0	0	40	22.26	23.85	20	55.94	-3.35	-0.67
952	20	20	0	40	19.51	19.42	16.72	51.18	4	-1.67
953	20	40	0	40	17.38	16.15	14.24	47.16	10.2	-2.45
954	20	70	0	40	15.41	13.18	11.81	43.03	16.93	-2.85
955	20	100	0	40	14.47	11.78	10.51	40.86	20.61	-2.58
956	40	0	0	40	18.05	20.18	18.97	52.04	-7.25	-5.22
957	40	20	0	40	15.99	16.65	16.05	47.82	-0.4	-5.87
958	40	40	0	40	14.47	14.12	13.91	44.4	5.35	-6.35
959	40	70	0	40	13.08	11.82	11.85	40.93	11.52	-6.58
960	40	100	0	40	12.41	10.74	10.73	39.14	14.77	-6.27
961	70	0	0	40	14.04	16.52	17.76	47.65	-11.3	-10.15
962	70	20	0	40	12.73	14.05	15.5	44.3	-5.34	-10.57
963	70	40	0	40	11.77	12.23	13.73	41.58	-0.16	-10.72
964	70	70	0	40	10.88	10.53	11.89	38.77	5.55	-10.42
965	70	100	0	40	10.44	9.72	10.93	37.34	8.39	-9.98
966	100	0	0	40	11.86	14.45	16.97	44.88	-13.75	-13.1
967	100	20	0	40	10.95	12.58	15.11	42.12	-8.38	-13.36
968	100	40	0	40	10.3	11.17	13.58	39.86	-3.57	-13.29
969	100	70	0	40	9.69	9.82	11.89	37.51	1.83	-12.61
970	100	100	0	40	9.37	9.17	11.03	36.32	4.4	-12.08
971	0	0	20	40	26.59	27.52	16.18	59.45	0.26	13.89
972	0	20	20	40	23.22	22.28	13.83	54.32	7.96	10.96
973	0	40	20	40	20.67	18.43	11.97	50.02	14.68	8.73
974	0	70	20	40	18.2	14.81	10.01	45.37	22.28	6.78
975	0	100	20	40	17.03	13.11	8.96	42.93	26.51	6.16
976	20	0	20	40	21.13	22.94	15.46	55.01	-4.6	7.97
977	20	20	20	40	18.71	18.86	13.38	50.53	2.73	5.63
978	20	40	20	40	16.86	15.85	11.74	46.78	9.01	3.81
979	20	70	20	40	15.13	13.09	10.1	42.89	15.82	2.24
980	20	100	20	40	14.31	11.8	9.2	40.89	19.52	1.8
981	40	0	20	40	17.01	19.37	14.83	51.11	-8.84	2.83
982	40	20	20	40	15.32	16.22	13.03	47.26	-1.87	0.96
983	40	40	20	40	14.01	13.89	11.63	44.08	3.91	-0.5
984	40	70	20	40	12.77	11.72	10.18	40.77	10.15	-1.7
985	40	100	20	40	12.18	10.7	9.39	39.08	13.45	-1.98
986	70	0	20	40	13.26	16.01	14.21	46.98	-13.41	-2.7
987	70	20	20	40	12.19	13.76	12.74	43.89	-7.18	-4.05
988	70	40	20	40	11.35	12.05	11.56	41.29	-1.9	-5.1
989	70	70	20	40	10.54	10.42	10.29	38.58	3.78	-5.81
990	70	100	20	40	10.13	9.64	9.62	37.19	6.7	-5.99
991	100	0	20	40	11.22	14.1	13.77	44.38	-16.16	-6.03
992	100	20	20	40	10.5	12.38	12.51	41.82	-10.5	-6.96
993	100	40	20	40	9.92	11.03	11.48	39.63	-5.5	-7.73
994	100	70	20	40	9.35	9.72	10.33	37.34	-0.16	-8.11
995	100	100	20	40	9.05	9.09	9.73	36.15	2.47	-8.17
996	0	0	40	40	25.52	26.57	12.58	58.58	-0.42	21.73
997	0	20	40	40	22.51	21.74	11.12	53.75	7.25	17.72
998	0	40	40	40	20.19	18.12	9.91	49.64	13.98	14.49
999	0	70	40	40	17.95	14.69	8.63	45.21	21.66	11.3
1000	0	100	40	40	16.93	13.12	7.96	42.94	25.93	9.89
1001	20	0	40	40	20.2	22.17	12.21	54.21	-5.66	15.25
1002	20	20	40	40	18.11	18.44	10.91	50.03	1.74	11.93
1003	20	40	40	40	16.47	15.65	9.87	46.51	7.99	9.23
1004	20	70	40	40	14.9	13.01	8.78	42.78	14.94	6.56
1005	20	100	40	40	14.15	11.77	8.16	40.85	18.69	5.51
1006	40	0	40	40	16.22	18.77	11.88	50.41	-10.25	9.69
1007	40	20	40	40	14.78	15.88	10.76	46.82	-3.17	6.86
1008	40	40	40	40	13.66	13.74	9.88	43.85	2.67	4.62
1009	40	70	40	40	12.53	11.65	8.9	40.66	9.04	2.48
1010	40	100	40	40	11.98	10.66	8.35	39.01	12.4	1.63
1011	70	0	40	40	12.66	15.63	11.59	46.49	-15.23	3.76
1012	70	20	40	40	11.75	13.53	10.66	43.55	-8.76	1.56
1013	70	40	40	40	11.01	11.91	9.89	41.07	-3.4	-0.22
1014	70	70	40	40	10.29	10.35	9.04	38.46	2.4	-1.82
1015	70	100	40	40	9.93	9.6	8.58	37.11	5.44	-2.49
1016	100	0	40	40	10.73	13.86	11.39	44.03	-18.24	0.14
1017	100	20	40	40	10.11	12.21	10.56	41.54	-12.22	-1.59
1018	100	40	40	40	9.61	10.93	9.88	39.46	-7.2	-2.95
1019	100	70	40	40	9.11	9.66	9.11	37.23	-1.72	-4.2
1020	100	100	40	40	8.84	9.04	8.7	36.06	1.05	-4.75
1021	0	0	70	40	24.21	25.33	9.22	57.39	-0.9	30.2
1022	0	20	70	40	21.71	21.06	8.58	53.02	6.69	24.94
1023	0	40	70	40	19.73	17.79	7.99	49.25	13.42	20.64
1024	0	70	70	40	17.68	14.54	7.29	45	21.15	16.06
1025	0	100	70	40	16.77	13.06	6.93	42.86	25.41	13.87
1026	20	0	70	40	19.31	21.36	9.22	53.35	-6.37	23.21
1027	20	20	70	40	17.53	18.01	8.62	49.5	0.91	18.73
1028	20	40	70	40	16.11	15.42	8.09	46.21	7.24	15.04
1029	20	70	70	40	14.67	12.91	7.49	42.62	14.27	11.18
1030	20	100	70	40	14	11.73	7.15	40.78	18.05	9.41
1031	40	0	70	40	15.65	18.29	9.24	49.85	-11.11	17.14
1032	40	20	70	40	14.36	15.61	8.67	46.46	-4.21	13.3
1033	40	40	70	40	13.35	13.58	8.2	43.62	1.68	10.14
1034	40	70	70	40	12.33	11.58	7.65	40.54	8.21	6.95
1035	40	100	70	40	11.83	10.62	7.33	38.93	11.66	5.46
1036	70	0	70	40	12.26	15.38	9.24	46.15	-16.47	10.73
1037	70	20	70	40	11.42	13.37	8.75	43.32	-10.1	7.6
1038	70	40	70	40	10.76	11.82	8.32	40.93	-4.65	5.04
1039	70	70	70	40	10.11	10.3	7.82	38.38	1.34	2.56
1040	70	100	70	40	9.77	9.56	7.54	37.05	4.46	1.38
1041	100	0	70	40	10.43	13.74	9.22	43.85	-19.72	6.86
1042	100	20	70	40	9.85	12.12	8.75	41.41	-13.7	4.31
1043	100	40	70	40	9.38	10.86	8.37	39.34	-8.55	2.14
1044	100	70	70	40	8.92	9.62	7.91	37.14	-2.92	0.08
1045	100	100	70	40	8.69	9.01	7.66	36.01	-0.01	-0.9
1046	0	0	100	40	23.51	24.6	7.6	56.68	-0.94	34.98
1047	0	20	100	40	21.3	20.68	7.34	52.59	6.57	28.98
1048	0	40	100	40	19.52	17.63	7.07	49.04	13.24	23.96
1049	0	70	100	40	17.56	14.46	6.65	44.89	20.94	18.61
1050	0	100	100	40	16.68	13.02	6.4	42.79	25.21	16.06
1051	20	0	100	40	18.89	20.96	7.82	52.91	-6.6	27.62
1052	20	20	100	40	17.29	17.81	7.52	49.27	0.64	22.52
1053	20	40	100	40	15.96	15.34	7.24	46.09	6.9	18.18
1054	20	70	100	40	14.59	12.86	6.86	42.56	14.02	13.67
1055	20	100	100	40	13.94	11.71	6.64	40.75	17.8	11.51
1056	40	0	100	40	15.37	18.04	7.98	49.55	-11.45	21.22
1057	40	20	100	40	14.2	15.5	7.67	46.32	-4.59	16.83
1058	40	40	100	40	13.25	13.53	7.39	43.55	1.31	13.2
1059	40	70	100	40	12.27	11.57	7.04	40.52	7.87	9.4
1060	40	100	100	40	11.78	10.62	6.83	38.93	11.33	7.52
1061	70	0	100	40	12.08	15.25	8.14	45.98	-16.94	14.45
1062	70	20	100	40	11.31	13.32	7.83	43.24	-10.6	10.91
1063	70	40	100	40	10.67	11.79	7.55	40.88	-5.11	7.93
1064	70	70	100	40	10.06	10.31	7.23	38.4	0.92	4.95
1065	70	100	100	40	9.72	9.56	7.04	37.04	4.06	3.4
1066	100	0	100	40	10.33	13.71	8.2	43.81	-20.31	10.47
1067	100	20	100	40	9.76	12.1	7.9	41.37	-14.27	7.42
1068	100	40	100	40	9.32	10.85	7.63	39.33	-9.04	4.96
1069	100	70	100	40	8.87	9.61	7.32	37.14	-3.32	2.41
1070	100	100	100	40	8.63	8.99	7.15	35.97	-0.38	1.07
1071	0	0	0	60	18.1	18.5	13.44	50.1	1.36	4.73
1072	0	20	0	60	16.38	15.75	11.78	46.64	6.93	3.46
1073	0	40	0	60	15.06	13.65	10.38	43.72	11.83	2.76
1074	0	70	0	60	13.6	11.51	8.81	40.42	17.09	2.39
1075	0	100	0	60	12.87	10.45	7.92	38.63	20.07	2.59
1076	20	0	0	60	15.25	16.17	13.11	47.2	-2.01	0.65
1077	20	20	0	60	13.93	13.91	11.49	44.1	3.33	-0.05
1078	20	40	0	60	12.87	12.16	10.22	41.47	7.85	-0.62
1079	20	70	0	60	11.9	10.54	8.98	38.8	12.73	-1
1080	20	100	0	60	11.4	9.73	8.26	37.35	15.44	-0.9
1081	40	0	0	60	13.03	14.3	12.74	44.66	-4.87	-2.71
1082	40	20	0	60	11.99	12.42	11.27	41.87	0.1	-3.24
1083	40	40	0	60	11.22	11.03	10.18	39.64	4.29	-3.65
1084	40	70	0	60	10.54	9.76	9.13	37.41	8.85	-3.94
1085	40	100	0	60	10.22	9.15	8.54	36.26	11.34	-3.8
1086	70	0	0	60	10.78	12.32	12.22	41.72	-7.94	-6.31
1087	70	20	0	60	10.16	11.02	11.16	39.61	-3.53	-6.79
